	Source_Dialogue	Reference	MT
1119	(SIGHS) Tell you what.	(आह) आपको क्या करे.	(श्वास लेते हुए) तुम्हें बताता हूँ।
1120	[PA announcement in native language]	[स्थानीय भाषा में पी. ए. घोषणा]	[विधि के भाषा में घोषणा]
1121	Microsoft Global Catalog over SSL	SSL पर माइक्रोसॉफ्ट वैश्विक कैटालॉग	माइक्रोसॉफ्ट ग्लोबल कैटलॉग ओवर एसएसएल
1122	Total time taken: %lu secs	कुल समय नहीं	कुल समय लिया गया: %lu सेकंड
1123	Why is that Alan?	ऐसा क्यों?	अलन, क्यों?
1124	This is no longer a sound strategy.	यह अब एक ठोस रणनीति है.	यह अब एक अच्छा नीति नहीं है।
1125	Start	प्रारंभ	शुरू करो
1126	The Hollow is no different.	खोखले अलग नहीं है।	खाली भी एक नहीं है।
1127	We've got four D-Locks.	हमारे पास चार डी-लॉक्स हैं.	हमारे पास चार D-Locks हैं।
1128	So do not strike any similitudes to Allah. Allah knows whereas you do not know.	अतः अल्लाह के लिए मिसालें न घड़ो। जानता अल्लाह है, तुम नहीं जानते	तो आप ईश्वर के समान तुलना न करें। ईश्वर जो आप जानते हैं वह जानता है।
1129	Merge an individual commit from another branch	मिलाएं से	एक अन्य शाखा से एक विशेष शामिल करें
1130	Viper and Tigress, do, like, a Totem Pole Poison Technique!	वाइपर और टाइग्रेस, टोटम स्तंभ विष तकनीक जैसे करो!	वाइपर और टिग्रेस, एक टोटेम पोल पॉइसन टेक्निक करो!
1131	Kontact	कॉन्टेक्ट	कॉन्टैक्ट
1132	Zero heat.	शून्य गर्मी.	शून्य ताप।
1133	They shall be in a Garden lofty:	उच्च जन्नत में,	उनके एक उच्च घाट बनेंगे:
1134	Open	खोलें	खोलो
1135	God is not ashamed to strike a similitude even of a gnat, or aught above it. As for the believers, they know it is the truth from their Lord; but as for unbelievers, they say, 'What did God desire by this for a similitude?' Thereby He leads many astray, and thereby He guides many; and thereby He leads none astray save the ungodly	"निस्संदेह अल्लाह नहीं शरमाता कि वह कोई मिसाल पेश करे चाहे वह हो मच्छर की, बल्कि उससे भी बढ़कर किसी तुच्छ चीज़ की। फिर जो ईमान लाए है वे तो जानते है कि वह उनके रब की ओर से सत्य हैं; रहे इनकार करनेवाले तो वे कहते है, ""इस मिसाल से अल्लाह का अभिप्राय क्या है?"" इससे वह बहुतों को भटकने देता है और बहुतों को सीधा मार्ग दिखा देता है, मगर इससे वह केवल अवज्ञाकारियों ही को भटकने देता है"	"ब्रह्म ने एक छोटा सा बकरी या उससे अधिक चीज के एक उदाहरण भी नहीं बर्बर रूप से दिया है। विश्वासवालों के लिए यह अपने आप के ईश्वर से ज्ञात होता है; लेकिन अविश्वासवालों के लिए वे कहते हैं, ""इस उदाहरण के लिए ईश्वर क्या चाहता है?"" इस तरह वह बहुत से लोगों को गलत रास्ते पर ले जाता"
1136	- HE DOESN'T USE ONE.	- वह एक का उपयोग नहीं करता.	- वह एक भी नहीं उपयोग करता।
1137	[Captain] Mask up.	[कप्तान] ऊपर मुखौटा.	[कप्तान] मास्क लगाओ।
1138	And I will always stay	औरमैंकरूँगाहमेशारहना	एवं मैं हमेशा रहूंगा
1139	If you ask again, I'll say yes.	आप फिर से पूछो, मैं हाँ कह देंगे।	अगर आप फिर से पूछेंगे, तो मैं जीवित जवाब दूंगा।
1140	You promised to handover the kingdom the princess.	तुमने वचन दिया था कि ये साम्राज्य और राजकुमारी तुम मुझे सौप दोगे.	आपने राज्य के संरक्षण के लिए रानी को सौंपने की वार्ता की थी।
1141	Indeed the requital of those who wage war against Allah and His Apostle, and try to cause corruption on the earth, is that they shall be slain or crucified, or shall have their hands and feet cut off from opposite sides, or be banished from the land. That is a disgrace for them in this world, and in the Hereafter, there is a great punishment for them,	जो लोग ख़ुदा और उसके रसूल से लड़ते भिड़ते हैं (और एहकाम को नहीं मानते) और फ़साद फैलाने की ग़रज़ से मुल्को (मुल्को) दौड़ते फिरते हैं उनकी सज़ा बस यही है कि (चुन चुनकर) या तो मार डाले जाएं या उन्हें सूली दे दी जाए या उनके हाथ पॉव हेर फेर कर एक तरफ़ का हाथ दूसरी तरफ़ का पॉव काट डाले जाएं या उन्हें (अपने वतन की) सरज़मीन से शहर बदर कर दिया जाए यह रूसवाई तो उनकी दुनिया में हुई और फिर आख़ेरत में तो उनके लिए बहुत बड़ा अज़ाब ही है	वास्तव में, जो आल्लाह और उसके रसूल के विरुद्ध युद्ध करते हैं और धरती पर अपराध करने का प्रयास करते हैं, उनके लिए वापसी यह होगी कि वे मारे जाएंगे या उनके ऊपर धोखा डाला जाएगा, या उनके दोनों हाथ और पैर काटे जाएंगे, या वे देश से बाहर भेजे जाएंगे। यह उनके लिए इस दुनिया में एक
1142	The girl looked around.	उस लड़की ने पीछे मुड़कर देखा।	लड़की चारों ओर देखने लगी।
1143	It is my responsibility to send you back home safe and sound	यह मेरी जिम्मेदारी है आप वापस घर सही सलामत भेजने के लिए	मेरा कार्य है कि आपको सुरक्षित और स्वस्थ रूप से घर ले जाना हो।
1144	To Him is your return. This is Allah's promise that will certainly come true. Surely it is He Who brings about the creation of all and He will repeat it so that He may justly reward those who believe and do righteous deeds; and that those who disbelieve may have a draught of boiling water and suffer a painful chastisement for their denying the truth.	तुम सबको (आख़िर) उसी की तरफ लौटना है ख़ुदा का वायदा सच्चा है वही यक़ीनन मख़लूक को पहली मरतबा पैदा करता है फिर (मरने के बाद) वही दुबारा जिन्दा करेगा ताकि जिन लोगों ने ईमान कुबूल किया और अच्छे अच्छे काम किए उनको इन्साफ के साथ जज़ाए (ख़ैर) अता फरमाएगा और जिन लोगों ने कुफ्र एख्तियार किया उन के लिए उनके कुफ्र की सज़ा में पीने को खौलता हुआ पानी और दर्दनाक अज़ाब होगा	उसके लिए आपका वापस आना होगा। यह ईश्वर का वायदा है जो निश्चित रूप से सच होगा। निश्चित रूप से वह ही आपके सभी निर्माण का कारण है और वह इसे दोहराएगा ताकि वह विश्वास करने वालों और अच्छे कार्य करने वालों को न्यायपूर्ण रूप से अपना अंतिम अवसर दे सके और वे जो ईश्वर के बारे में अ
1145	Welcome, James.	स्वागत है, जेम्स।	जेम्स, स्वागत हो।
1146	In it We prescribed for them: a life for a life, an eye for an eye, a nose for a nose, and an ear for an ear, a tooth for a tooth, and retaliation for wounds. Yet whoever remits it out of charity, that shall be an atonement for him. Those who do not judge by what Allah has sent down—it is they who are the wrongdoers.	और हम ने तौरेत में यहूदियों पर यह हुक्म फर्ज क़र दिया था कि जान के बदले जान और ऑख के बदले ऑख और नाक के बदले नाक और कान के बदले कान और दॉत के बदले दॉत और जख्म के बदले (वैसा ही) बराबर का बदला (जख्म) है फिर जो (मज़लूम ज़ालिम की) ख़ता माफ़ कर दे तो ये उसके गुनाहों का कफ्फ़ारा हो जाएगा और जो शख्स ख़ुदा की नाज़िल की हुई (किताब) के मुवाफ़िक़ हुक्म न दे तो ऐसे ही लोग ज़ालिम हैं	उसमें हम ने उनके लिए निर्देश दिए: एक जीवन के एक जीवन, एक नेत्र के एक नेत्र, एक सिर के एक सिर, एक कान के एक कान, एक दांत के एक दांत और घाव के लिए वापस लेना। लेकिन जिस व्यक्ति के द्वारा इसे दान कर दिया जाता है, वह उसके लिए दोषी नहीं होता। जो व्यक्ति अल्लाह ने नازल किया हुआ निय
1147	We would have to drug a thousand people without their consent?	हम उनकी सहमति के बिना दवा के एक हजार लोग करना होगा?	हमें अप्रतिरोध के बिना एक हजार लोगों को दवा देना पड़ेगा?
1148	Mr. President, sir?	अध्यक्ष महोदय, श्रीमान?	श्रीमती अध्यक्ष, आप बोल रहे हैं?
1149	And my wife, Deborah See everything that happens.	और मेरी पत्नी, दबोरा... ... क्या होता है देखो.	और मेरी पत्नी डेबरा, सभी घटनाओं को देखे।
1150	No, Judith, Judith, talk to me.	नहीं, जूडिथ, जूडिथ, मुझसे बात करो.	नहीं, जूडिथ, जूडिथ, मेरे साथ बात करो।
1151	Listen to what I have in mind.	मेरे मन में क्या है, सुनो.	मुझे आवश्यकता है कि आप अपने दिमाग में रखे हुए बात को सुनें।
1152	All Battle Groups, deploy drones.	सभी लड़ाई समूह, ड्रोन की तैनाती.	सभी लड़ाई समूह, ड्रोन तैयार करें।
1153	Let you choose your new project	आपको नई परियोजना चुनने की छूट देता है	आप अपना नया प्रोजेक्ट चुन सकते हैं।
1154	Nay! When the earth is pounded to powder,	सुन रखो कि जब ज़मीन कूट कूट कर रेज़ा रेज़ा कर दी जाएगी	नहीं! जब भूमि बर्फ के टुकड़ों में टूट जाए,
1155	All information in this memo will be deleted and can not be restored.	इस यथारूप प्रविष्टि की सभी सूचनाएँ मिट दी जाएँगी और फिर सहेजी नहीं जा सकेगी.	इस मेमो में सभी जानकारी हटा दी जाएगी और पुनः स्थापित नहीं की जा सकती है।
1156	Our house is cursed.	हमारा घर शापित है.	हमारा घर बुरा है।
1157	/ Yes, I'm Doug.	/ हाँ, मैं हूँ डौग.	हां, मैं डाउग हूँ।
1158	Cyrillic (_KOI8-R)	साइरिलिक (_KOI8-R)	सर्किलिक (_KOI8-R)
1159	Those who take disbelievers for Auliya' (protectors or helpers or friends) instead of believers, do they seek honour, power and glory with them? Verily, then to Allah belongs all honour, power and glory.	जो ईमानवालों को छोड़कर इनकार करनेवालों को अपना मित्र बनाते है। क्या उन्हें उनके पास प्रतिष्ठा की तलाश है? प्रतिष्ठा तो सारी की सारी अल्लाह ही के लिए है	जो लोग अपराधी को अलीया (सुरक्षक या सहायक या दोस्त) के रूप में विश्वास के लोगों के स्थान पर लेते हैं, वे उनसे उपाधि, शक्ति और सम्मान खोजते हैं? निश्चित रूप से, अल्लाह के पास सभी उपाधि, शक्ति और सम्मान है।
1160	L laid with him that night in the wind, as sure as any mortal man.	मैं किसी भी नश्वर आदमी के रूप में यकीन रूप , हवा में उस रात उसके साथ रखी.	रात के समय वह उसके साथ बाहरी हवा में लेट गया, जैसे कोई भी मानव नहीं।
1161	translator-credits	राजेश रंजन (rranjan@redhat.com, rajeshkajha@yahoo.com) चंदन कुमार (chandankumar.093047@gmail.com)	अनुवादक सम्मान
1162	Move ~a onto the queen of clubs.	~a को चिड़ी की बेगम पर घुमाएँ.	क्लब की रानी पर 'a' को ले जाएं।
1163	Like he was two different people.	की तरह वह दो अलग अलग लोगों को था.	वैसे दो अलग-अलग लोग थे।
1164	- Men and women.	- पुरुष और महिलाएँ.	- पुरुष और महिलाएं।
1165	I had to work for mine.	मैं मेरे लिए काम किया था.	मेरे लिए काम करना पड़ा।
1166	(After having revealed the Quran to you) in all truth and justice, your Lord's Word has been completed. No one can change His Words. He is All-hearing and All-knowing.	तो तुम (कहीं) शक़ करने वालों से न हो जाना और सच्चाई और इन्साफ में तो तुम्हारे परवरदिगार की बात पूरी हो गई कोई उसकी बातों का बदलने वाला नहीं और वही बड़ा सुनने वाला वाक़िफकार है	(अपने आप को आपको अत्यधिक सच्चाई और न्याय से अल्लाह के बारे में बताने के बाद) आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके आपके
1167	So it won't be strong enough to kill her.	तो यह काफी मजबूत उसे मारने के लिए नहीं होगा।	तो यह उसे मारने के लिए पर्याप्त नहीं होगा।
1168	Unfortunate people?	दुर्भाग्यपूर्ण लोग?	अस्थिर लोग?
1169	Where is your son Tatsuhei?	आपका पुत्र 'तातसुहेइ' कहाँ है?	आपका बेटा टाटसुहेई कहां है?
1170	- Mother, please stop it.	-माँ,अब बस करो	- माँ, कृपया रुको।
1171	But then he says...	लेकिन तभी वह...	लेकिन फिर वह कहता है...
1172	I'm going away from you.	मैं जा रहा हूँ यहाँ से।	मैं आप से दूर जाऊं।
1173	Maximum length of the text inside the actor	कर्ता के अंदर पाठ के अधिकतम लंबाई	एक्टर के अंदर टेक्स्ट की अधिकतम लंबाई
1174	Should brasero replace symbolic links by their target files in the project. Set to true, brasero will replace symbolic links.	क्या ब्रैसेरो को परियोजना में लक्षित फाइलों के द्वारा सांकेतिक कड़ी से बदला जाना चाहिए. सही पर सेट करें, ब्रैसेरो सांकेतिक कड़ी को बदलेगा.	प्रक्रिया में संकेतक लिंक को उनके लक्ष्य फ़ाइलों से बदल दें। सत्य पर सेट करने पर, ब्रासियो संकेतक लिंक को बदल देगा।
1175	Their meat will not reach Allah, nor will their blood, but what reaches Him is piety from you. Thus have We subjected them to you that you may glorify Allah for that [to] which He has guided you; and give good tidings to the doers of good.	न उनके माँस अल्लाह को पहुँचते है और न उनके रक्त। किन्तु उसे तुम्हारा तक़वा (धर्मपरायणता) पहुँचता है। इस प्रकार उसने उन्हें तुम्हारे लिए वशीभूत किया है, ताकि तुम अल्लाह की बड़ाई बयान करो, इसपर कि उसने तुम्हारा मार्गदर्शन किया और सुकर्मियों को शुभ सूचना दे दो	उनके दूध और उनके मांस आ नहीं सकते, आप आपके लिए ईमानदारी देंगे। इसलिए हमने उन्हें आपके लिए नियंत्रित किया है ताकि आप उस बात के लिए आल्लाह की तारीफ कर सकें जिस तरह से आप उनके लिए निर्देश देते हैं; और अच्छे करने वालों को अच्छी खबर दें।
1176	Then they brought me with them, too.	फिर वे मुझे भी साथ लाते।	फिर उनके साथ मेरे ले जाये गए।
1177	I'm still your king.	मैं अभी भी अपने राजा हूँ.	मैं आपके राजा हूँ।
1178	Example: username	उदाहरण: उपयोक्तानाम	उदाहरण: उपयोगकर्ता नाम
1179	"""Let the crazy world say..."	"""पागल दुनिया हम कहते हैं ..."	"""असामान्य दुनिया कहे..."""
1180	Target properties	लक्ष्य गुण	लक्ष्य गुणांश
1181	We took direct action.	हमनें सीधी कार्यवाही की.	हम नीति निर्माण के लिए अपनी गतिविधियों के अंतिम चरण में आ गए।
1182	I am sure that we will be very happy here.	मुझे विश्वास है कि हम यहाँ अत्यंत प्रसन्न रहेंगे।	मैं निश्चित रूप से यहाँ बहुत खुश होंगे।
1183	& Delete	मिटाएँ (D)	और डिलीट करें
1184	- Any other injuries?	- कोई अन्य चोट?	- कोई अन्य चोटें?
1185	That you blew a guy.	क्या आप अपने चेहरे को छुआ.	तुमने एक लड़के को ब्लीव कर दिया।
1186	"They will all be marshalled before Allah together: then will the weak say to those who were arrogant, ""For us, we but followed you; can ye then avail us to all against the wrath of Allah?"" They will reply, ""If we had received the Guidance of Allah, we should have given it to you: to us it makes no difference (now) whether we rage, or bear (these torments) with patience: for ourselves there is no way of escape."""	और (क़यामत के दिन) लोग सबके सब ख़ुदा के सामने निकल खड़े होगें जो लोग (दुनिया में कमज़ोर थे बड़ी इज्ज़त रखने वालो से (उस वक्त) क़हेंगें कि हम तो बस तुम्हारे क़दम ब क़दम चलने वाले थे तो क्या (आज) तुम ख़ुदा के अज़ाब से कुछ भी हमारे आड़े आ सकते हो वह जवाब देगें काश ख़ुदा हमारी हिदायत करता तो हम भी तुम्हारी हिदायत करते हम ख्वाह बेक़रारी करें ख्वाह सब्र करे (दोनो) हमारे लिए बराबर है (क्योंकि अज़ाब से) हमें तो अब छुटकारा नहीं	"उन सब को एक साथ ईश्वर के सम्मुख जमा किया जाएगा: फिर कमजोर लोग गौरवीय लोगों से कहेंगे, ""हम आपके बाद आए थे, आप तो हमें ईश्वर के आदेश से बचाएंगे?"" वे कहेंगे, ""अगर हमें ईश्वर का नेतृत्व मिला होता, तो हम आपको देते: अब हमें आपके गौरव या इस दंगों के साथ सहन करने में कोई फर्क नहीं पड़ता:"
1187	Luco!	Luco!	लुको!
1188	Qaf. [These letters (Qaf, etc.) are one of the miracles of the Quran, and none but Allah (Alone) knows their meanings]. By the Glorious Quran.	क़ाफ़ क़ुरान मजीद की क़सम (मोहम्मद पैग़म्बर हैं)	Qaf। [इन अक्षरों (Qaf, आदि) के आधुनिक अर्थ तो अल्लाह ही जानते हैं]। गौरवशाला के कुरआन द्वारा।
1189	Berlin, 23 April, 1945.	बर्लिन, 23 अप्रैल,	बर्लिन, 23 अप्रैल, 1945।
1190	for each We struck similitudes, and each We ruined utterly.	और हमने हर एक से मिसालें बयान कर दी थीं और (खूब समझाया) मगर न माना	हर बार हमने तुलनाएं बनाईं और हर बार हमने अत्यधिक नष्ट कर दिया।
1191	Get a hint for your next move	अगली चाल हेतु संकेत प्राप्त करें	अपने अगले चरण के लिए संकेत प्राप्त करें
1192	SO I'LL TELL YOU WHAT WE'RE GONNA DO:	तो मैं तुम्हें हम क्या करने वाले हैं बता दूँगा:	तो मैं आपको बताऊंगा कि हम क्या करेंगे:
1193	Mr. Chow.	श्री चाउ.	श्री चौहान।
1194	And mention in the Book (the Quran) Isma'il (Ishmael). Verily! He was true to what he promised, and he was a Messenger, (and) a Prophet.	(ऐ रसूल) कुरान में इसमाईल का (भी) तज़किरा करो इसमें शक नहीं कि वह वायदे के सच्चे थे और भेजे हुए पैग़म्बर थे	और किताब (कुरआन) में इसमाइल (ईसाईल) के बारे में बताओ। वास्तव में, वह अपने वादे के अनुसार थे, और वह एक आपत्ति और एक नबी थे।
1195	Terminal 2D	टर्मिनल 2डी	टर्मिनल 2डी
1196	Ignore _top level tags	शीर्ष स्तर टैग अनदेखा करें (_t)	शीर्ष स्तर के टैग नजरअंदाज करें
1197	General's Patience	जनरल का पेशेंस	सामान्य की सहनाही
1198	What is your GroupWise password?	आपका GroupWise कूटशब्द क्या है?	आपका GroupWise पासवर्ड क्या है?
1199	He said: Rejectest thou my gods, O Abraham? If thou cease not, I shall surely stone thee. Depart from me a long while!	"उसने कहा, ""ऐ इबराहीम! क्या तू मेरे उपास्यों से फिर गया है? यदि तू बाज़ न आया तो मैं तुझपर पथराव कर दूँगा। तू अलग हो जा मुझसे मुद्दत के लिए!"""	उसने कहा: अपने ईश्वरों को खाली कर दो, अब्राहम! अगर तू बर्बर नहीं बंद कर देता, तो मैं तुझे निश्चित रूप से पेट के नीचे फेंक दूं। मेरे से दूर रह जाओ, बहुत देर तक!
1200	What, you want some help finding him?	क्या, तुम कुछ उसे ढूंढने में सहायता करना चाहते हैं?	क्या, तुम उसे ढूंढ़ने के लिए कुछ सहायत करना चाहते हो?
1201	_Trigger insert	ट्रिगर घुसाएँ	प्रोत्सारण बर्खास्त करें
1202	'Now you have come to Us one by one, as We created you upon the first time, and you have left what We conferred on you behind your backs. We do not see with you your intercessors, those you asserted to be associates in you; the bond between you is now broken; that which you ever asserted has now gone astray from you.	और आख़िर तुम हमारे पास इसी तरह तन्हा आए (ना) जिस तरह हमने तुम को पहली बार पैदा किया था और जो (माल व औलाद) हमने तुमको दिया था वह सब अपने पस्त पुश्त (पीछे) छोड़ आए और तुम्हारे साथ तुम्हारे उन सिफारिश करने वालों को भी नहीं देखते जिन को तुम ख्याल करते थे कि वह तुम्हारी (परवरिश वगैरह) मै (हमारे) साझेदार है अब तो तुम्हारे बाहरी ताल्लुक़ात मनक़तआ (ख़त्म) हो गए और जो कुछ ख्याल करते थे वह सब तुम से ग़ायब हो गए	"""अब आप एक-एक करके हमें पहुंचे हैं, जैसे हम आपको पहले बनाए थे, और आप उस चीज को छोड़ गए हैं जो हमने आपको दिया था आपके पीछे। हम आपके साथ आपके द्वारा कहे गए आपके साथी आपके लिए नहीं देखते हैं; आपके बीच बांधा गया बंधन अब टूट गया है; आपने कभी कहे गए चीज अब आपके लिए गलत हो गई"
1203	_About	के बारे में (_A)	बारे में
1204	Like those before you; they were stronger than you in power and more abundant in wealth and children, so they enjoyed their portion; thus have you enjoyed your portion as those before you enjoyed their portion; and you entered into vain discourses like the vain discourses in which entered those before you. These are they whose works are null in this world and the hereafter, and these are they who are the losers.	(मुनाफिक़ो तुम्हारी तो) उनकी मसल है जो तुमसे पहले थे वह लोग तुमसे कूवत में (भी) ज्यादा थे और औलाद में (भी) कही बढ़ कर तो वह अपने हिस्से से भी फ़ायदा उठा हो चुके तो जिस तरह तुम से पहले लोग अपने हिस्से से फायदा उठा चुके हैं इसी तरह तुम ने अपने हिस्से से फायदा उठा लिया और जिस तरह वह बातिल में घुसे रहे उसी तरह तुम भी घुसे रहे ये वह लोग हैं जिन का सब किया धरा दुनिया और आख़िरत (दोनों) में अकारत हुआ और यही लोग घाटे में हैं	आप तो आपके पहले लोगों के समान हैं; वे आपके बल और धन और बच्चों के संबंध में आपसे अधिक थे, इसलिए वे अपने भाग को आनंद लेते थे; इस तरह आप अपने भाग को आनंद लेते हैं जैसे आपके पहले लोग अपने भाग को आनंद लेते थे; आप अपने पहले लोगों के अवास्तविक चर्चाओं के समान अवास्तविक चर्चाओ
1205	Fwd:	अग्रेषित	अगल:
1206	We were trying to go to the People's Assembly.	हम पीपुल्स असेंबली में जाने की कोशिश कर रहे थे.	हम लोग लोक सभा जाने के लिए कोशिश कर रहे थे।
1207	"Hashing ""%s"""	"हैशिंग ""%s"""	"""%s"" के हैश लें"
1208	YOU'VE GOT ALIBIS FOR THE OTHER TWO, HAVE YOU?	तुम तुम, अन्य दो के लिए alibis , है ना?	अंग्रेजी में आपके लिए अन्य दो के लिए आलिबी हैं, आपने नहीं?
1209	If you were mine, you wouldn't have to work.	आप मेरे थे हैं, तो आप काम करने के लिए नहीं होता.	अगर तू मेरा हो, तो तू नौकरी करने के लिए नहीं पड़ेगा।
1210	I am tensed thinking about your life.	मैं अपने जीवन के बारे में सोच परेशान कर रहा हूँ।	मेरा आपके जीवन के बारे में सोचने के कारण तनाव है।
1211	My wallet and phone are in the flight.	मेरा फोन और पर्स फ्लाइट में रह गए हैं .	मेरा पैसा और फोन विमान में है।
1212	& Printing	छपाई (P)	प्रिंटिंग
1213	Trace Blend Strings	मिश्रण लडियाँ का पता लगायें	स्ट्रिंग ब्लेंड करें
1214	Such communities that have been connecting villages through the use of blogs also practice the same cultural practices they used to have in Guatemala, for example the Q´anjob´al Association even has their own queen, and indigenous ceremonies, as San Pedro Soloma Blog shows:	विदेश में रह रहे चिट्ठाकारों के लिये अपने गाँव की यादें ताज़ा करना तो जरूरी है हीः रात में मैंने सारे संदेशे और कवितायें पढ़ीं जो प्यारे क्युकुनसेस कुलिको के रहवासी ने लिखे और मुझे लगा ज्यों मैं उस छोटे से गाँव में पहुँच गया हूँ जहाँ हमारी जवानी बीती, जहाँ हम शनिवार को पार्टियाँ मनाया करते।	ऐसे समुदाय जो ब्लॉग के उपयोग से गांवों को जोड़ते हैं, अपने पूर्व गुअतेमाल में रहे सांस्कृतिक अंतर्गत व्यवहार अपनाते हैं, उदाहरण के लिए, Q´anjob´al संगठन अपने अपने राजकीय राजकुमार के साथ भी अपने आवासीय आयोजनों को अपनाते हैं, जैसे कि सैन पेड्रो सोलोमा ब्लॉग द्वारा दिखाया ग
1215	'Surely over My servants thou shalt have no authority.' Thy Lord suffices as a guardian.	बेशक जो मेरे (ख़ास) बन्दें हैं उन पर तेरा ज़ोर नहीं चल (सकता) और कारसाज़ी में तेरा परवरदिगार काफी है	"""तुम्हें अपने आपके देवताओं पर अधिकार नहीं होगा।"" तुम्हारे ईश्वर तुम्हारा संरक्षक हो सकते हैं।"
1216	- Yeah, you're totally right. I'm sorry.	वेगास, बेबी.	- हां, आप पूरी तरह से सही हैं। माफ करें।
1217	Iletyou.	मैं तुम्हें जाने।	ईलेट्यू।
1218	Say: Tell me what Allah has sent down for you of sustenance, then you make (a part) of it unlawful and (a part) lawful. Say: Has Allah commanded you, or do you forge a lie against Allah?	और जो कुछ वह जमा कर रहे हैं उससे कहीं बेहतर है (ऐ रसूल) तुम कह दो कि तुम्हारा क्या ख्याल है कि ख़ुदा ने तुम पर रोज़ी नाज़िल की तो अब उसमें से बाज़ को हराम बाज़ को हलाल बनाने लगे (ऐ रसूल) तुम कह दो कि क्या ख़ुदा ने तुम्हें इजाज़त दी है या तुम ख़ुदा पर बोहतान बाँधते हो	बोल: तुम्हें ईश्वर ने किस रूप में आवश्यकता के लिए भेजा हुआ आहार बताओ, फिर तुम इसके एक भाग को अवैध बनाओ और एक भाग को वैध बनाओ। बोल: ईश्वर ने तुम्हें कहा है या तुम ईश्वर के खिलाफ गलती कर रहे हो?
1219	Hidden file	छुपी फ़ाइल	छिपी हुई फ़ाइल
1220	Unable to open URI	URI खोलने में असमर्थ	URI खोलने में सक्षम नहीं है
1221	HANNAH: Well, get on. SEAN:	CHlRPlNG]	हैन्ना: ठीक है, आओ। सीन:
1222	FILENAME()	FILENAME ()	फ़ाइल नाम()
1223	_Fetch All Headers	पूरा शीर्षक लाएँ (_F)	सभी हेडर ले आएं
1224	Telephone	टेलिफोन	टेलीफोन
1225	That's nine for the twins!	यह हो गए जुड़वों के नौ...	वह बहुत ही अच्छा काम कर रहे हैं!
1226	You can say you won I'll say you taught me a lesson...	... मैं आप मुझे एक सबक सिखाया कहेंगे... नहीं, कायर!	आप कह सकते हैं कि मैंने जीत लिया, मैं कहूंगा कि आपने मेरे एक संसक्षण दिया...
1227	- Did you brush your own teeth?	- तुमने अपने दाँत साफ़ किए?	- आप ने अपने दांतों को खुद धोया या नहीं?
1228	And I'm Aunt Tanja.	और मैं चाची Tanja हूँ.	और मैं बहन टैंजा हूँ।
1229	Pass:	पास:	पास:
1230	Did you see him who turned away,	भला (ऐ रसूल) तुमने उस शख़्श को भी देखा जिसने रदगिरदानी की	आपने उसे देखा कि वह दूर देखे नहीं रहे?
1231	He was angry, saying that I did not understand.	वह नाराज हो गया था कह रहा था कि मैं समझ नहीं पाया.	वह आपत्ति के साथ था, कहते हुए कि मैंने समझ नहीं लिया।
1232	What did he do with it?	उसने इसके साथ क्या किया?	उसने इसके साथ क्या किया?
1233	You're like Google, sir.	आप गूगल, सर की तरह हो।	आप गूगल के जैसे हैं, श्रीमान।
1234	You cannot get married until then.	आप तब तक शादी नहीं कर सकता।	तब तक आप किसी से विवाह नहीं कर सकते।
1235	You don't think about what you'd rather be doing?	तुम न कर रही हो क्या तुम था के बारे में नहीं सोचते हैं?	आप अपने बेहतर बात के बारे में सोचते हैं?
1236	"""Yes, I did it! I confess!"	"""हाँ, मैंने यह किया था, मैं कबूल करता हूं!"	हां, मैंने इसे किया! मैं आत्मसाक्ष्य देता हूं!
1237	"You say: ""Yes; and you will be lowly made."""	(ऐ रसूल) तुम कह दो कि हाँ (ज़रूर उठाए जाओगे)	"आप कहते हैं: ""हाँ; आप नीचों के रूप में बनेंगे।"""
1238	If you take retribution, then do so in proportion to the wrong done to you. But if you can bear such conduct with patience, indeed that is best for the steadfast.	और हिदायत याफ़ता लोगों से भी खूब वाक़िफ है और अगर (मुख़ालिफीन के साथ) सख्ती करो भी तो वैसी ही सख्ती करो जैसे सख्ती उन लोगों ने तुम पर की थी और अगर तुम सब्र करो तो सब्र करने वालों के वास्ते बेहतर हैं	अगर आप विचार करते हैं कि आपके उपर अपराध किया गया है, तो आप उसके अनुपात में अपना विचार ले लें। लेकिन अगर आप ऐसी व्यवहार अस्थिरता से सहन कर सकते हैं, तो वास्तव में अस्थिरता के लिए यह सबसे अच्छा है।
