	Source_Dialogue	Reference	MT
751	Spanish (Honduras)	स्पेनी (होंडुरास)	Spanish (Honduras)
752	We must watch Rahul getting beaten up!	राहुल को पीटते देखने में मजा आएगा !	मित्र, हमें राहुल को धोखा देने के लिए देखभाल करना होगा।
753	Go to the home page	घर पृष्ठ पर जाएँ	Go to the home page
754	Certificate problem: %s Issuer: %s	प्रमाणपत्र समस्या: %s निर्गमक: %s	Certificate problem: %s Issuer: %s
755	I am not against you.	मैं आप के खिलाफ नहीं हूं.	I am not against you.
756	Would you question your Apostle as Moses was questioned formerly? Whoever changes faith for unfaith certainly strays from the right way.	(ऐ ईमानवालों! तुम अपने रसूल के आदर का ध्यान रखो) या तुम चाहते हो कि अपने रसूल से उसी प्रकार से प्रश्न और बात करो, जिस प्रकार इससे पहले मूसा से बात की गई है? हालाँकि जिस व्यक्ति न ईमान के बदले इनकार की नीति अपनाई, तो वह सीधे रास्ते से भटक गया	"मुस्लिम साहित्यिक प्रोफेशनल के लिए, मैं इस टेक्स्ट को हिंदी में पाठित करूंगा।

मुस्लिम साहित्यिक प्रोफेशनल के लिए, मैं इस टेक्स्ट को हिंदी में पाठित करूंगा।

मुस्लिम साहित्यिक प्रोफेशनल के लिए, मैं इस टेक्स्ट को हिंदी में पाठित करूंगा।

मुस्लिम साहित्यिक प्रोफेशनल के लिए, मैं इस टेक्स्ट को हिंदी में पाठित करूंगा।

मुस्लिम साहित्यिक प्रोफेशनल के लिए, मैं इस टेक्स्ट को हिंदी में पाठित करूंगा।

मुस्लिम साहित्यिक प्रोफेशनल के लिए, मैं इस टेक्स्ट को हिंदी में पाठित करूंगा।

मुस्लिम साहित्यिक प"
757	The austerity imposed by Berlin and the European Central Bank, coupled with the straitjacket imposed on national economies through adherence to the common currency, has led many people to think Project Europe has gone too far.	बर्लिन और यूरोपियन सेन्ट्रल बैंक द्वारा लगाए गए कठोर नियमों के साथ ही, समान मुद्रा का अनुपालन करने के माध्यम से राष्ट्रीय अर्थव्यवस्थाओं पर लगाई गई बाधाओं के कारण बहुत लोगों को सोचना पड़ रहा है कि प्रोजेक्ट यूरोप बहुत दूर चला गया है।	"द विस्तृत संक्षेप में:

बेर्लिन और यूरोपीय सेंट्रल बैंक के द्वारा प्रेस्ट कठोर संकट के साथ, सामाजिक आर्थिक संकट के कारण लोगों को मानचित कि प्रोजेक्ट यूरोपा को भी बहुत कठोर है।"
758	Ilir...	Llir...	"I can translate the text from English to Hindi. However, please note that I'll provide the translation in the original English format, and then I'll provide the Hindi translation.

Original English text: Ilir...

Hindi translation: इलीर"
759	And strive hard in Allah's Cause as you ought to strive (with sincerity and with all your efforts that His Name should be superior). He has chosen you (to convey His Message of Islamic Monotheism to mankind by inviting them to His religion, Islam), and has not laid upon you in religion any hardship, it is the religion of your father Ibrahim (Abraham) (Islamic Monotheism). It is He (Allah) Who has named you Muslims both before and in this (the Quran), that the Messenger (Muhammad SAW) may be a witness over you and you be witnesses over mankind! So perform As-Salat (Iqamat-as-Salat), give Zakat and hold fast to Allah [i.e. have confidence in Allah, and depend upon Him in all your affairs] He is your Maula (Patron, Lord, etc.), what an Excellent Maula (Patron, Lord, etc.) and what an Excellent Helper!	और परस्पर मिलकर जिहाद करो अल्लाह के मार्ग में, जैसा कि जिहाद का हक़ है। उसने तुम्हें चुन लिया है - और धर्म के मामले में तुमपर कोई तंगी और कठिनाई नहीं रखी। तुम्हारे बाप इबराहीम के पंथ को तुम्हारे लिए पसन्द किया। उसने इससे पहले तुम्हारा नाम मुस्लिम (आज्ञाकारी) रखा था और इस ध्येय से - ताकि रसूल तुमपर गवाह हो और तुम लोगों पर गवाह हो। अतः नमाज़ का आयोजन करो और ज़कात दो और अल्लाह को मज़बूती से पकड़े रहो। वही तुम्हारा संरक्षक है। तो क्या ही अच्छा संरक्षक है और क्या ही अच्छा सहायक!	मुस्लिमों के लिए कार्य करने के लिए आपको सादा करें (सादा के माध्यम से अपने नाम को प्रमोट करें) और सादा के माध्यम से अपने सामान के प्रामाणिक सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के सामान के
760	So does Joy Behar. - We're going up, guys.	कैसे मुक्केबाज़ी कि सवारी अंदर मुझे लगता है इसलिए वे इसे सिन सिटी कहते हैं.	माफी के लिए, मैं इसे हिंदी में नहीं बदलन, नहीं बदलने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिखने के लिए नहीं लिख
761	- Well then get in the game.	- तो ठीक खेल में मिलता है.	- प्रारंभिक संकलन में शामिल हों।
762	"and say, ""Exaltations be to our Lord! The promise of our Lord is done.'"	"और कहते है, ""महान और उच्च है हमारा रब! हमारे रब का वादा तो पूरा होकर ही रहता है।"""	"मुसलेः और सांगते कि ""हे प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय प्रिय"
763	O O Ye who believe! prescribed unto you is retaliation for the slain; the free for the free, and a bondsman for a bondsman, and a woman for a woman; yet unto whomsoever is pardoned aught by his brother, then a serving with lenity and payments with kindness. That is an alleviation from your Lord and a mercy so whosoever shall transgress thereafter, for him there shall be a torment afflictive.	ऐ मोमिनों जो लोग (नाहक़) मार डाले जाएँ उनके बदले में तुम को जान के बदले जान लेने का हुक्म दिया जाता है आज़ाद के बदले आज़ाद और ग़ुलाम के बदले ग़ुलाम और औरत के बदले औरत पस जिस (क़ातिल) को उसके ईमानी भाई तालिबे केसास की तरफ से कुछ माफ़ कर दिया जाये तो उसे भी उसके क़दम ब क़दम नेकी करना और ख़ुश मआमलती से (ख़ून बहा) अदा कर देना चाहिए ये तुम्हारे परवरदिगार की तरफ आसानी और मेहरबानी है फिर उसके बाद जो ज्यादती करे तो उस के लिए दर्दनाक अज़ाब है	यो ओ यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो यो य
764	Yeah, I could break this glass and use it as a cutting edge.	हाँ, मैं इस कांच तोड़ने और एक अत्याधुनिक के रूप में यह इस्तेमाल कर सकते हैं.	"हाँ, मैं इसे हिंदी में भाषा के लिए पुनर्मूल्यांकन कर सकता हूँ।

Glass को काटने के लिए काम के साथ मिल जाना है"
765	I had an MRI once and the nurse talked me through the whole thing, so do you mind doing that?	मैं एक एमआरआई एक बार किया था और नर्स ने मुझे पूरी बात के माध्यम से बात की, तो आप ऐसा कर बुरा नहीं?	मैंने पहले एक एमआरआई की सामान्य जांच की थी, और नurses ने मुझे पूरी जांच के बारे में बताया।
766	Abraham enjoined this [creed] upon his children, and [so did] Jacob, [saying], ‘My children! Allah has indeed chosen this religion for you; so do not die except as those who have surrendered themselves [to Allah].	"और इसी की वसीयत इबराहीम ने अपने बेटों को की और याक़ूब ने भी (अपनी सन्तानों को की) कि, ""ऐ मेरे बेटों! अल्लाह ने तुम्हारे लिए यही दीन (धर्म) चुना है, तो इस्लाम (ईश-आज्ञापालन) को अतिरिक्त किसी और दशा में तुम्हारी मृत्यु न हो।"""	अभ्राम ने अपने बच्चों को इस [विश्वास] को अपने पास रखा, और सो जाक, 'मेरे बच्चे, अल्लाह ने इस संस्कृति को आपके लिए चुना है; सो क्या करें? जो कि अल्लाह के पास है वही मेरे बच्चों को मृत्यु के लिए क्या करें?
767	Look. You look like you've had a really rough day.	सुनो, ऐसा लगता है कि आप दिन मुश्किल भरा था.	लेकिन तुम्हारे दृष्टिकोण से मुझे लगता है कि तुम्हारे दिन कठिन हो सकते हैं।
768	In most cases, the process will slow down or stall -- something a pediatrician can monitor closely.	अधिकांश मामलों में यह प्रक्रिया धीमी हो जाएगी अथवा रुक जाएगी - जिसका बाल चिकित्सक नज़दीक से निरीक्षण कर सकते हैं।	मुख्य परीक्षा में सामान्य स्थिति में सामान्य गतिविधि के साथ साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविधि के साथ सामान्य गतिविध
769	This key should contain a list of XML structures specifying custom headers, and whether they are to be displayed. The format of the XML structure is &lt;header enabledgt; - set enabled if the header is to be displayed in the mail view.	कुंजी को मनपसंद शीर्षिका निर्दिष्ट करने वाली XML संरचना को समाहित करनी चाहिए, और क्या उसे निष्क्रिय किया जाना है. XML संरचना का प्रारूप &lt;header enabledgt; है - सक्रिय के रूप में सेट करें अगर हेजर को डाक दृश्य में दिखाया जाना है.	"यह कार्ड को एक सूची के रूप में प्रदान करने के लिए एक सूची के प्रामाणिक नमूने को प्रदान करना है। 

मूल्यांकन के लिए यह निम्न प्रकार की सूची का उपयोग किया जाएगा: 
- &lt;header enabledgt; 
- सेट किया जाएगी यदि यह नमूने में दिखाई देती है 
- मेल प्रांत के दौरान यह नमूने को प्रदर्शित किया जाएगी"
770	Self-control is a lover I've known too long, Ptolemy.	मैं भी लंबे समय से जाना जाता है आत्म नियंत्रण टॉलेमी, एक प्रेमी है.	प्लोटेलम के प्रेम के साथ मेरी लंबी संबंध में मेरी सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित सीमित
771	- ( Gasps )	- (हांफते हुए)	- ( Gasps )
772	After the war, the French political elite saw the EU as a vehicle to keep Germany in check, and to give Paris equal billing in the world with Washington.	यूद्ध के पश्चात फ्रांस के शीर्ष राजनीतिज्ञों ने ई.यू. को जर्मनी को नियंत्रित रखने, तथा पेरिस को दुनिया में वांशिगटन के बराबर बिलिंग प्रदान करने के उपाय के रूप में देखा था।	पूर्व में हुआ वार्ष के बाद, फ्रांस के राजनीतिक नेता ने यूरोपीय संघ को जर्मनी को नियंत्रित करने के लिए कार्य करने के लिए, और पेरिस को वैश्विक में पारदर्शी स्थिति में पारदर्शी स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान्य स्थिति में पेरिस को सामान
773	Display Images on Page	पृष्ठ पर छवि दिखाएँ	दिखाने के लिए प्रिंटिंग पेज
774	© P@rM! NdeR M@nkÖÖ ™	©@ पीआर एम nderएम@ NKOहे	"मुख्य भाषा के लिए, मैं इसे निम्न प्रकार की हिंदी में पुनर्मूल्यांकन कर सकता हूँ:

पार्मी ने मंकोऊ के

यह पूरी सामग्री को मूल्यांकन के लिए मूल्यांकन किया जाएगा।"
775	Selected file name in the file manager plugin	चयनित फ़ाइल नाम इंच फ़ाइल प्लगइन	"मूल्यांतरण के लिए, मैं इसे निम्न प्रकार के होता हूँ:

Selected file name in the file manager plugin"
776	And We have not sent before you but men from (among) the people of the towns, to whom We sent revelations. Have they not then travelled in the land and seen what was the end of those before them? And certainly the abode of the hereafter is best for those who guard (against evil); do you not then understand?	तुमसे पहले भी हमने जिनको रसूल बनाकर भेजा, वे सब बस्तियों के रहनेवाले पुरुष ही थे। हम उनकी ओर प्रकाशना करते रहे - फिर क्या वे धरती में चले-फिरे नहीं कि देखते कि उनका कैसा परिणाम हुआ, जो उनसे पहले गुज़रे है? निश्चय ही आख़िरत का घर ही डर रखनेवालों के लिए सर्वोत्तम है। तो क्या तुम समझते नहीं? -	मान के लिए, हमने पहले से ही आपको नहीं दिया है लेकिन मानव जाति के कुछ लोगों को जो हमने उन्हें भेजे हैं, उन्हें वह जो हमने उन्हें भेजे है, वह किसी भी किस्म के है जो हमने उन्हें भेजे है। क्या उन्होंने वह किसी भी किस्म के है जो हमने उन्हें भेजे है? और क्या वह किसी भी किस्म के है जो हमने उन्हें भेजे है? और क्या वह किसी भी किस्म के है जो हमने उन्हें भेजे है? और क्या वह किसी भी किस्म के है जो हमने उन्हें भेजे है?
777	Your names	रविशंकर श्रीवास्तव, जी. करूणाकरEMAIL OF TRANSLATORS	"हिंदी में इसका अनुवाद यह है:

आपके नाम"
778	Writing leadout	लीडआउट लिख रहा है	मूल्यांकन लिखन
779	Pelle...	पेले...	Pelle...
780	Alai!	अलाई!	लाली!
781	We could just float.	हम सिर्फ नाव सकता है.	"हिंदी में इसे अनुवादित किया जा सकता है:

हम केवल पानी के साथ स्थिर हो सकते हैं।"
782	Nordic	नोर्डिक	Nordic
783	You're crazy to spend so much !	तुम पागल हो जो इतना खर्च कर रहे हो !	"मैं इसे हिंदी में पुनः प्राप्त नहीं कर सकूं, लेकिन मैं इसे पूरी तरह से पुनः प्राप्त कर सकता हूं। 

मैं इसे पूरी तरह से पुनः प्राप्त कर सकता हूं: 
आप कैसे हैं?"
784	Stop!	रुको!	Stop!
785	THAT'S THE LAST TIME I WANNA HEAR YOU SAY MY NAME.	कि पिछली बार मैं तुम्हें मेरा नाम कहते सुना है.	माफ़ कीजिये, लेकिन मैं इसे हिंदी में नहीं भाषित कर सकता।
786	O you who believe, save yourselves and your families from the Fire whose fuel is men and rocks, over which are appointed angels stern and severe as wardens who never disobey what God commands them, and do what they are commanded;	ऐ ईमान लानेवालो! अपने आपको और अपने घरवालों को उस आग से बचाओ जिसका ईधन मनुष्य और पत्थर होंगे, जिसपर कठोर स्वभाव के ऐसे बलशाली फ़रिश्ते नियुक्त होंगे जो अल्लाह की अवज्ञा उसमें नहीं करेंगे जो आदेश भी वह उन्हें देगा, और वे वही करेंगे जिसका उन्हें आदेश दिया जाएगा	"माफ़ कीजिये, यहाँ हिंदी में इसका संस्करण है:

तुम्हारे जो सिखो (या सिखो के लिए), तुम्हारे परिवार को भी सुरक्षित कर दो, जो कि पेड़ और पत्थर के पेट्रोल के स्रोत है, जो कि पादर और कठोर के सैनिक हैं जो कि किसी भी बात को जानते हैं कि किसी भी बात को न करें;"
787	You might have enjoyed it.	आप में बहुत मज़ा आया हो सकता है.	मयस में आपको प्रिय हुआ.
788	We did not teach him (Muhammad) poetry, nor was he supposed to be a poet. It is only the word (of God) and the illustrious Quran	और हमने न उस (पैग़म्बर) को शेर की तालीम दी है और न शायरी उसकी शान के लायक़ है ये (किताब) तो बस (निरी) नसीहत और साफ-साफ कुरान है	मुसलूम ने (मुहम्मद) की कावली को सिखाने के लिए किसी भी प्रकार की शिक्षा नहीं दी थी। यह किसी भी प्रकार के गुरु के प्रतीकारिकार नहीं था। यह केवल पवित्र प्राणिक के शब्द और प्रसिद्ध कोरान के शब्द है।
789	Let's try the first floor.	चलो पहली मंजिल पर कोशिश करें.	लेकिन पहले फ्लोर में जाने के लिए क्या क्या काम करेंगे?
790	Autosave failed for %s	स्वतः सहेजें असफल के लिए से.	अutosave failed for %s
791	- We've tried everything.	- हम सब कुछ कोशिश की है।	- हमने पूरी कोशिकाओं को प्रयोग किया है।
792	"And when they are told, ""Believe as other people have believed,"" they say, ""Are we to believe just as fools believe?"" Surely they are the fools, even though they do not realize it."	और जब उनसे कहा जाता है कि जिस तरह और लोग ईमान लाए हैं तुम भी ईमान लाओ तो कहते हैं क्या हम भी उसी तरह ईमान लाएँ जिस तरह और बेवकूफ़ लोग ईमान लाएँ, ख़बरदार हो जाओ लोग बेवक़ूफ़ हैं लेकिन नहीं जानते	"And when they are told, ""Believe as other people have believed,"" they say, ""Are we to believe just as fools believe?"" Surely they are the fools, even though they do not realize it.

Translation:
अरे जब वे कहें कि हमें अन्य लोगों के विश्वास के साथ स्वीकार करें तो वे कहते हैं कि हमें कैसे सोचें जैसे कुछ लोग सोचें? हाँ, वे लोग हैं जो सोचें जैसे कुछ लोग सोचें क्योंकि वे किसी काम के काम नहीं जानते"
793	Give me my gold! Hey!	इस तरह के एक भीड़ में हो मत करो!	मैं दे दूं मेरी सोने की कीमत।
794	I'll ... - Kill him.	- उसे मार डालुंगा.	I'll kill him.
795	You're really tense.	तुम परेशान हो.	मैं तुम्हारे दिल में ताने हूँ.
796	[They say,] ‘Our Lord! Do not make our hearts swerve after You have guided us, and bestow Your mercy on us. Indeed, You are the All-munificent.	(और दुआ करते हैं) ऐ हमारे पालने वाले हमारे दिल को हिदायत करने के बाद डॉवाडोल न कर और अपनी बारगाह से हमें रहमत अता फ़रमा इसमें तो शक ही नहीं कि तू बड़ा देने वाला है	"[They say,] 'Our Lord! Do not make our hearts swerve after You have guided us, and bestow Your mercy on us. Indeed, You are the All-munificent.']

Translated to Hindi: 
[ वे कहते हैं ] ' हमारे प्रिय प्रिय ! देखो, हमें आपकी दिशा में सोचने के बाद किसी भी चीज़ के लिए माफी करें ! वास्तव में, आप हमेशा हमारे साथ हैं।"
797	We commanded him, “Journey with My bondmen in a part of the night – you will be pursued.”	तो ख़ुदा ने हुक्म दिया कि तुम मेरे बन्दों (बनी इसराईल) को रातों रात लेकर चले जाओ और तुम्हारा पीछा भी ज़रूर किया जाएगा	"माफी, लेकिन मैं इसे हिंदी में नहीं भाषा में नहीं प्रदान कर सकता। 

मैं केवल हिंदी के लिए कुछ संभावित संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के सामान्य संस्कृति के स"
798	You're not leaving me!	तुम मुझे नहीं जा रहे हैं!	मैं नहीं जाने
799	I know.	मुझे पता है।	I don't have any English text to translate. Please provide the text you'd like me to translate from English to Hindi.
800	Assistant	सहायक	Assistent
801	They said: 'O Hud! You have not brought to us any clear evidence, and we are not going to forsake our gods merely because you say so. We are not going to believe you.	वह लोग कहने लगे ऐ हूद तुम हमारे पास कोई दलील लेकर तो आए नहीं और तुम्हारे कहने से अपने ख़ुदाओं को तो छोड़ने वाले नहीं और न हम तुम पर ईमान लाने वाले हैं	हो! तुमने हमें किसी भी स्पष्ट सबूत प्रदान नहीं किया है। हमें तुम्हारे दावों को स्वीकार नहीं करने के लिए किसी भी प्रकार के प्रतिबिंदन नहीं किया है।
802	"Those who have said that the Messiah, son of Mary, is God, have, in fact, committed themselves to disbelief. (Muhammad), ask them, ""Who can prevent God from destroying the Messiah, his mother and all that is in the earth?"" To God belongs all that is in the heavens, the earth, and all that is between them. God creates whatever He wants and He has power over all things."	"निश्चय ही उन लोगों ने इनकार किया, जिन्होंने कहा, ""अल्लाह तो वही मरयम का बेटा मसीह है।"" कहो, ""अल्लाह के आगे किसका कुछ बस चल सकता है, यदि वह मरयम का पुत्र मसीह को और उसकी माँ (मरयम) को और समस्त धरतीवालो को विनष्ट करना चाहे? और अल्लाह ही के लिए है बादशाही आकाशों और धरती की ओर जो कुछ उनके मध्य है उसकी भी। वह जो चाहता है पैदा करता है। और अल्लाह को हर चीज़ की सामर्थ्य प्राप्त है।"""	"Those who have said that the Messiah, son of Mary, is God, have, in fact, committed themselves to disbelief. (Muhammad), ask them, ""Who can prevent God from destroying the Messiah, his mother and all that is in the earth?"" To God belongs all that is in the heavens, the earth, and all that is between them. God creates whatever He wants and He has power over all things."
803	shall be gathered to the appointed time of a known day.	एक नियत समय पर इकट्ठे कर दिए जाएँगे, जिसका दिन ज्ञात और नियत है	मुक्ति
804	Install module	माड्यूल संस्थापित करें	मश्या में मॉड्यूल को स्थापित करें
805	What if a child dreamed become other than what society intended he wonder... and what if a child spotted to something greater.	एक बच्चे के अलावा अन्य बन सपना देखा क्या अगर क्या समाज उन्होंने आश्चर्य इरादा ... एक बच्चे को देखा और क्या अगर अधिक से अधिक कुछ है.	प्रेम की सामाजिक संरचना के प्रति संदेह के साथ, क्या एक छोटे से बच्चा सपने में वास्तव में क्या है? और क्या एक छोटे से बच्चा सोया क्या कुछ भी बड़ा?
806	_Yes, Change Status	नहीं, स्थिति बदलें	माफी, लेकिन मैं इसे प्राप्त नहीं कर सकता।
807	Thanks.	- धन्यवाद.	माफ़ कीजिय। (माफ़ कीजिय)
808	My folks are in Palm Springs.	मेरे लोगों पाम स्प्रिंग्स में हैं.	मेरे पितर और मेरी मात्रा पाम स्प्रिंग में हैं।
809	Coolant venting. Co2 purge.	कूलेंट निकाल.	"हिंदी में इसे:

कूलांट वेंटिंग को कोलास पूर्च के साथ जुड़ें।"
810	Calibration complete.	कैलिब्रेशन पूरा करें.	मुक्त कार्य के पूर्ण होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार की पुष्टि की होने पर, हमें प्रारंभिक सुधार
811	What would God do with chastising you if you are thankful, and believe? God is All-thankful, All-knowing.	अगर तुमने ख़ुदा का शुक्र किया और उसपर ईमान लाए तो ख़ुदा तुम पर अज़ाब करके क्या करेगा बल्कि ख़ुदा तो (ख़ुद शुक्र करने वालों का) क़दरदॉ और वाक़िफ़कार है	"माफ़ कीजिये, यहाँ हिंदी में इसका संस्करण है:

अरे, क्या भगवान किसी भी कार्य के लिए माफी करेगा अगर आप धन्यवाद करें और सोचें कि आप संतुष्ट हैं? भगवान पूरी संतुष्टि और ज्ञान के साथ है।"
812	I've painted one each year for twenty years.	मैं पिछले 20 साल से हर साल बना रहा हूँ।	I've painted one each year for twenty years.
813	Excepting any who may have done wrong and thereafter changeth evil for good then verily I am Forgiving, Merciful.	(मुतमइन हो जाते है) मगर जो शख्स गुनाह करे फिर गुनाह के बाद उसे नेकी (तौबा) से बदल दे तो अलबत्ता बड़ा बख्शने वाला मेहरबान हूँ	मुक्ति के लिए मैं दोषी हूँ और दोषी के दोषी मेरी कार्य के लिए मेरी कृपा और दया।
814	Science	विज्ञान	Science
815	- Quick as we fucking can.	जल्दी, हम कमबख्त कुछ शुरू कर सकें।	"हिंदी में इसे अनुवादित कर सकते हैं:

- तेजी से हमें हो जाते हैं।

कृपया ध्यान दें कि मैंने इसे सटीक और पूरी तरह से अनुवादित नहीं किया है।"
816	Dude, you really don't want to start comparing stinks.	तुलना करने के लिए ~ शुरू मत करो.	दोस्त, आप किसी को साफ नहीं करना चाहत?
817	But those for whom a good reward had been fore-ordained by Us, will be far removed from it,	ज़बान अलबत्ता जिन लोगों के वास्ते हमारी तरफ से पहले ही भलाई (तक़दीर में लिखी जा चुकी) वह लोग दोज़ख़ से दूर ही दूर रखे जाएँगे	"माफ़ कीजिये, लेकिन मैं केवल हिंदी में इसे पूरी रचना और सटीकता से प्रदान कर सकता हूँ।

Text:
लेकिन जो लोग किसी अच्छे पुरस्कार के लिए प्रारंभिक संकेत के साथ प्राप्त किया है, वे वे से दूर होंगे।"
818	For them are everlasting Gardens of Eden, beneath which rivers flow – in it they will be given bracelets of gold to adorn, and shall wear green clothes made of fine silk and gold embroidery, reclining upon thrones in it; what an excellent reward; and what an excellent abode is Paradise!	ऐसे ही लोगों के लिए सदाबहार बाग़ है। उनके नीचे नहरें बह रही होंगी। वहाँ उन्हें सोने के कंगन पहनाए जाएँगे और वे हरे पतले और गाढ़े रेशमी कपड़े पहनेंगे और ऊँचे तख़्तों पर तकिया लगाए होंगे। क्या ही अच्छा बदला है और क्या ही अच्छा विश्रामस्थल!	For them are everlasting Gardens of Eden, beneath which rivers flow – in it they will be given bracelets of gold to adorn, and shall wear green clothes made of fine silk and gold embroidery, reclining upon thrones in it; what an excellent reward; and what an excellent abode is Paradise!
