	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
886	886	886	And according to Google Reader's statistics publishes 24.7 blog posts a week, i.e. more than 3.5 post per day.	नवारा … गूगल रीडर के आंकड़ों को मानें तो इस ब्लॉग पर प्रति सप्ताह 24.	जी ब्लॉअट पोस्ट्स प्रती वीक 24.7 ब्लॉअट पोस्ट्स प्रती वीक से अधिक पोस्ट्स दे सकती हैं।
887	887	887	Let's go.	-चलिए।	अरे जाने के लिए।
888	888	888	Fatal mail parser error near position %s in folder %s	%s फोल्डर में घातक मेल स्थिति% s के पास विश्लेषक त्रुटि	अन्य जानकारी योग्य स्थान में टूटा हुआ संकेत स्थापित है: स्थानीय स्थानीय स्थान में टूटा हुआ संकेत स्थापित है:
889	889	889	Paste contacts from the clipboard	क्लिपबोर्ड से कार्य चिपकाएँ	मुद्द के साथ-साथ कॉपी स्टोरेज से पास कर स्थानीय कर
890	890	890	I think that is illegal.	जो वे खरीद नहीं सकते।	यह सही नहीं होगी |
891	891	891	_Build (%s)	बिल्ड से.	बनाया प्रतिशत
892	892	892	Cuba: Pavarotti Passes On · Global Voices	क्यूबा: पावारोती का देहांत	सिंगल सेल स्टेशन स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी स्टेशनी
893	893	893	Ready for another round?	दूसरे दौर के लिए तैयार हैं?	No of!
894	894	894	You see, it came over the wire that Ellen had died.	आप देख , यह एलेन मृत्यु हो गई थी कि तार आया था.	आप देख सकते हैं, यह चार्ट पर एलेन का निधन हुआ था।
895	895	895	Indeed a triumph awaits the Godwary:	निस्सदेह डर रखनेवालों के लिए एक बड़ी सफलता है,	जिस प्रकार साहित्यिक काम की जाता है उसे साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ साहित्यिक काम के साथ-साथ स
896	896	896	It is He who keeps you alive in your sleep at night and knows all that you do during the day. He wakes you up from your sleep to complete your worldly life, after which you will all return to Him. He will let you know all about what you had done in your worldly life.	वह वही (ख़ुदा) है जो तुम्हें रात को (नींद में एक तरह पर दुनिया से) उठा लेता हे और जो कुछ तूने दिन को किया है जानता है फिर तुम्हें दिन को उठा कर खड़ा करता है ताकि (ज़िन्दगी की) (वह) मियाद जो (उसके इल्म में) मुअय्युन है पूरी की जाए फिर (तो आख़िर) तुम सबको उसी की तरफ लौटना है फिर जो कुछ तुम (दुनिया में भला बुरा) करते हो तुम्हें बता देगा	assistant
897	897	897	Yes.	हाँ।	जी हाँ।
898	898	898	File _type:	फ़ाइल प्रकार (_t):	किसी भी विवरण योग्य नहीं हो सकते।
899	899	899	The file you are trying to open contains an invalid byte sequence.	फ़ाइल को खोलें रखता है अवैध.	आप जिस फ़ाइल को चाहते हैं, उसे सही स्थान में नहीं हो या नहीं, इसके बारे में बोले
900	900	900	Available plugins	मौजूद प्लगिन	स उपलब्य प्लग-इन
901	901	901	But I only took the job 'cause a man needed a driver.	एक आदमी एक चालक की जरूरत है क्योंकि लेकिन मैं केवल नौकरी लिया.	"पहचान में लिखा:
लेकिन मैं बस यह काम 'के लिए' बना रही हूँ क्योंकि एक व्यक्ति को ड्राइवर के हाथों से ही लाभ मिल सकता है।"
902	902	902	She slightly misunderstood the purpose of my trip to Denmark, but yeah.	वो मेरी डेनमार्क की यात्रा के उद्देश्य को ठीक से समझी नहीं, पर हाँ.	शायद सsl में संबंध का सह-पूरक्त हुआ नहीं? परन्तु हाँ.
903	903	903	So We took him and his hosts, and dumped them into the sea, while he was to be blamed.	अन्ततः हमने उसे और उसकी सेनाओं को पकड़ लिया और उन्हें गहरे पानी में फेंक दिया, इस दशा में कि वह निन्दनीय था	यह सुन लिया गया कि कुछ जाति को जाति के प्रति प्रति के लिए जिमन दिया गया था।
904	904	904	Cassander saw to that with his fake diaries painting Alexander as a sick and bloated drunk.	Cassander कि उसकी नकली डायरी के साथ... को देखा ... .	अर्थात्: कैसेंडर ने अपनी साप्ताई की डायरियों से पात्र लिखाया तो देखिए!
905	905	905	They are paired with Rowan and Paul to make what we call a brick.	"उन्हें रोवान और पॉल के साथ जोड़ा गया है. ऐसे समूह को हम ""ब्रिक"" कहते हैं"	उन्हें रावन और पॉल के साथ बनाया जाता है वे कुछ जिसे कुछ जाता वे ब्रिक के तौर पर बने होते हैं।
906	906	906	"for you, so that you may walk along its wide roads""."	ताकि तुम उसके बड़े बड़े कुशादा रास्तों में चलो फिरो	"जो के लिए, तो तो सुने या देखे गैर""."
907	907	907	Nor can good and evil be equal. Repel thou evil with that which is goodly then behold he between whom and thee there was enmity, will be as though he was a warm friend.	भलाई और बुराई समान नहीं है। तुम (बुरे आचरण की बुराई को) अच्छे से अच्छे आचरण के द्वारा दूर करो। फिर क्या देखोगे कि वही व्यक्ति तुम्हारे और जिसके बीच वैर पड़ा हुआ था, जैसे वह कोई घनिष्ठ मित्र है	जो भी अच्छा है, उसे दोनों का संक्षण होगा।
908	908	908	Mm-hm, but if we teamed up, it could bring your career to the next level.	हम दामन थाम लिया तो मिमी ह्म, लेकिन, इसे अगले स्तर तक अपने कैरियर ले सकता है.	अरे, लेकिन अगर हम दोनों को मिलावा करेंगे तो इसके माध्यम से आपकी करियर तक की तारीफ होगी।
909	909	909	Joe Kleinsmith.	जोKleinsmith.	जो क्लीन्समिथ.
910	910	910	We sent Our messengers with the clear proofs, and We sent down with them the Book and the Balance, that humanity may uphold justice. And We sent down iron, in which is violent force, and benefits for humanity. That God may know who supports Him and His messengers invisibly. God is Strong and Powerful.	निश्चय ही हमने अपने रसूलों को स्पष्ट प्रमाणों के साथ भेजा और उनके लिए किताब और तुला उतारी, ताकि लोग इनसाफ़ पर क़ायम हों। और लोहा भी उतारा, जिसमें बड़ी दहशत है और लोगों के लिए कितने ही लाभ है., और (किताब एवं तुला इसलिए भी उतारी) ताकि अल्लाह जान ले कि कौन परोक्ष में रहते हुए उसकी और उसके रसूलों की सहायता करता है। निश्चय ही अल्लाह शक्तिशाली, प्रभुत्वशाली है	अर्थ: हम स्पष्ट प्रमाणों से बताए गए जिसे दूसरों को भी समझाए जा सके उसे हम स्पष्ह कर सकते हैं।
911	911	911	He keeps on talking forever if you listen to him.	तुम उसकी बात सुनते रहो तो वह बात करता ही जाएगा।	उन्हें लगातार सुनना पड़ती है यदि वे आपको बताएँ।
912	912	912	It's the end of the Reich.	यह रीक का अंत है.	यह रिक है।
913	913	913	Those who do not believe in it would hasten it on, and those who believe are in fear from it, and they know that it is the truth. Now most surely those who dispute obstinately concerning the hour are in a great error.	(फिर ये ग़फ़लत कैसी) जो लोग इस पर ईमान नहीं रखते वह तो इसके लिए जल्दी कर रहे हैं और जो मोमिन हैं वह उससे डरते हैं और जानते हैं कि क़यामत यक़ीनी बरहक़ है आगाह रहो कि जो लोग क़यामत के बारे में शक़ किया करते हैं वह बड़े परले दर्जे की गुमराही में हैं	जिस व्यक्ति की कोई भी सिद्धांतों या रचनाओं से अस्वीकार्य है वह व्यक्ति के बहुत ज्यादा अस्वीकार्य विदोष्नता है।
914	914	914	Well, you can go wherever you wanna go.	यदि आप चाहते हैं जहाँ भी जाते ठीक है, तुम जा सकते हैं.	आप जो चाहे चाहें तो चाहे विद्रोही पथ है।
915	915	915	Those who do not invoke another deity besides Allah, and do not kill a soul [whose life] Allah has made inviolable, except with due cause, and do not commit fornication. (Whoever does that shall encounter its retribution,	और वह लोग जो ख़ुदा के साथ दूसरे माबूदों की परसतिश नही करते और जिस जान के मारने को ख़ुदा ने हराम कर दिया है उसे नाहक़ क़त्ल नहीं करते और न ज़िना करते हैं और जो शख्स ऐसा करेगा वह आप अपने गुनाह की सज़ा भुगतेगा	अर्थ: जिस व्यक्ति किसी जीव के जीवन को अवैध ठहराती है, उस व्यक्ति के प्रति वही व्यक्ति प्रति व्यक्ति के तथ्य हैं।
916	916	916	You wanna play a little free market competition, just you and me?	आप चाहते हैं एक छोटी सी मुक्त बाजार में प्रतिस्पर्धा खेलने, सिर्फ तुम और मैं?	जसु और मैं कुछ कुछ करेंगे।
917	917	917	- How can I live without him?	कैसे मैं उसके बिना रह सकते हैं?	-हूँ से जिनसे जिन से कैसेLiving him से without him from how can I get away from him?
918	918	918	And He it is Who sends down water from the cloud, then We bring forth with it buds of all (plants), then We bring forth from it green (foliage) from which We produce grain piled up (in the ear); and of the palm-tree, of the sheaths of it, come forth clusters (of dates) within reach, and gardens of grapes and olives and pomegranates, alike and unlike; behold the fruit of it when it yields the fruit and the ripening of it; most surely there are signs in this for a people who believe.	और वही है जिसने आकाश से पानी बरसाया, फिर हमने उसके द्वारा हर प्रकार की वनस्पति उगाई; फिर उससे हमने हरी-भरी पत्तियाँ निकाली और तने विकसित किए, जिससे हम तले-ऊपर चढे हुए दान निकालते है - और खजूर के गाभे से झुके पड़ते गुच्छे भी - और अंगूर, ज़ैतून और अनार के बाग़ लगाए, जो एक-दूसरे से भिन्न भी होते है। उसके फल को देखा, जब वह फलता है और उसके पकने को भी देखो! निस्संदेह ईमान लानेवाले लोगों को लिए इनमें बड़ी निशानियाँ है	यह ग्रह से जोड़ते है जो से जोड़ते है फसल से जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के सामान में जोड़ते है के साम
919	919	919	You know, my grandmother used to show me these pictures. Before that hospital closed down, this place really wasn't that bad.	तुम्हें पता है, मुझे इन तस्वीरों को दिखाने के लिए प्रयोग किया जाता मेरी दादी . कि अस्पताल नीचे बंद पहले, इस जगह सच है कि बुरा नहीं था.	आप जानते, मेरी माता की किसी तस्मीली हुई प्रेमिका की प्रेमिका स्थान के रूप में था
920	920	920	After the parade, the family will attend the... (TURNS RADIO OFF)	परेडकेबाद, परिवार भाग लेंगे... / मैं (रेडियो मुड़ता रवाना)	पारलैंड के दौरान परिवार विभिन्न स्थानों पर जाते हैं... (टurns RADIO OFF)
921	921	921	What kind of father does that make you?	- यह खेल नहीं है। विंसेंट। यह तुम्हारे शोरूम का कोई मज़ाक नहीं है।	"माफ़ के दावा:
आपके पूरे प्यार और प्रेम के कारण उसे मैं हो जाता क्योंगा"
922	922	922	We build outpost on other planets, using great machines to reshape environments to our needs.	हम अन्य ग्रहों पर चौकी का निर्माण नयी आकृति प्रदान करने के लिए महान मशीनों का उपयोग हमारी जरूरतों के वातावरण.	हम दूसरे पlanेट पर अपने निर्माण स्थान का उपयोग करेंगे, और बहुत ही पुरानी मशीनों का उपयोग करेंगे।
923	923	923	PHOTOS]	PHOTOS]	जिस कोई भी होगा किसी हिस्से के पोस्टs?
924	924	924	"They ask you about the phases of the moon. Say, ""These are signs for the people to reckon dates and fix the periods for hajj."" Also tell them, ""It is no virtue to enter your houses from their backs during the Hajj days); real virtue is that one should refrain from incurring the displeasure of Allah; so enter your houses by their proper doors. and fear Allah so that you may gain (true) success."	"वे तुमसे (प्रतिष्ठित) महीनों के विषय में पूछते है। कहो, ""वे तो लोगों के लिए और हज के लिए नियत है। और यह कोई ख़ूबी और नेकी नहीं हैं कि तुम घरों में उनके पीछे से आओ, बल्कि नेकी तो उसकी है जो (अल्लाह का) डर रखे। तुम घरों में उनके दरवाड़ों से आओ और अल्लाह से डरते रहो, ताकि तुम्हें सफलता प्राप्त हो"	माफ़ किया जाता है।
925	925	925	- That's not really for me to say.	- मै उस बारेमे कुछ कह नहीं पाऊँगी।	- यह मेरे लिए नहीं कहा जा सकता है।
926	926	926	Yeah.	/ हाँ, मैं करता हूँ.	जी हुआ।
927	927	927	Kettle escaped!	भाप निकल गई!	केटेल से निकला!
928	928	928	woman #2 speaking native language:	महिला #2 मातृभाषा में बोलती है:	कोई
929	929	929	Source of vertex shader	शिखर shader का स्रोत	व्हेवर शेड्यर के संदर्भ
930	930	930	Session management options:	सत्र प्रबंधन विकल्प:	सीज़न मैनेजमेंट ऑप्शन्स:
931	931	931	You did not enter a password.	आपने कूटशब्द नहीं दाखिल किया.	आपका पासवर्ड नहीं है।
932	932	932	Then, after inflict-ing this grief, He sent down an inner peace upon you - a sleep which overtook some of you. Those who were concerned merely about themselves, entertaining false notions about Allah - the notions of the Age of Ignorance - asked: 'Have we any say in the matter?' Tell them: 'Truly, all power of decision rests solely with Allah.' Indeed, they conceal in their hearts what they would not reveal to you, saying: 'If we had any power of decision, we would not have been slain here.' Say: 'Even if you had been in your houses, those for whom slaying had been appointed would have gone forth to the places where they were to be slain.' And all this happened so that Allah might test your secret thoughts and purge your hearts of all impurities. Allah knows well what is in the breasts of men.	फिर ख़ुदा ने इस रंज के बाद तुमपर इत्मिनान की हालत तारी की कि तुममें से एक गिरोह का (जो सच्चे ईमानदार थे) ख़ूब गहरी नींद आ गयी और एक गिरोह जिनको उस वक्त भी (भागने की शर्म से) जान के लाले पड़े थे ख़ुदा के साथ (ख्वाह मख्वाह) ज़मानाए जिहालत की ऐसी बदगुमानियॉ करने लगे और कहने लगे भला क्या ये अम्र (फ़तेह) कुछ भी हमारे इख्तियार में है (ऐ रसूल) कह दो कि हर अम्र का इख्तियार ख़ुदा ही को है (ज़बान से तो कहते ही है नहीं) ये अपने दिलों में ऐसी बातें छिपाए हुए हैं जो तुमसे ज़ाहिर नहीं करते (अब सुनो) कहते हैं कि इस अम्र (फ़तेह) में हमारा कुछ इख़्तियार होता तो हम यहॉ मारे न जाते (ऐ रसूल उनसे) कह दो कि तुम अपने घरों में रहते तो जिन जिन की तकदीर में लड़के मर जाना लिखा था वह अपने (घरो से) निकल निकल के अपने मरने की जगह ज़रूर आ जाते और (ये इस वास्ते किया गया) ताकि जो कुछ तुम्हारे दिल में है उसका इम्तिहान कर दे और ख़ुदा तो दिलों के राज़ खूब जानता है	शरीर की भावनाएँ हैं जो व्यक्ति के बिना की जाती हैं।
933	933	933	She did not come to marry Késakichi.	ये केसाकिची से शादी करने के लिए नहीं आयी है.	शायद केक्साकिची के विवाह के बारे में नहीं कहा कि केक्साकिची के विवाह के बारे में नहीं कहा कि केक्साकिची के विवाह के बारे में कुछ भी नहीं कहा
934	934	934	Disdaining ungratefully Our gifts, and giving themselves up to (worldly) enjoyment! But soon will they know.	ताकि जो (नेअमतें) हमने उन्हें अता की हैं उनका इन्कार कर बैठें और ताकि (दुनिया में) ख़ूब चैन कर लें तो अनक़रीब ही (इसका नतीजा) उन्हें मालूम हो जाएगा	अरे! हम शिष्ट कार्यों और सौंर्य के सुखद अनुभवों! के लिए तो तो (अंतर्दिशन वाले) ज्ञात्य के लिए भी! लेकिन जल्द ही ज्ञात्य के लिए भी!
935	935	935	"I won't see her until a fortnight on Friday, when my sweet little weasel appears at the station in her strappy blue dress."""	और मैं तुम्हें अगले हफ्ते तक नहीं मील पाऊँगा मेरी प्यारी... .	मैं उसे नहीं देखूँ तक सातों दिनों तक शुक्रवात पर स्टेशन पर मेरी प्राप्ति होगी।
936	936	936	Make trial of orphans until they reach the age of marriage; if then ye find sound judgment in them, release their property to them; but consume it not wastefully, nor in haste against their growing up. If the guardian is well-off, Let him claim no remuneration, but if he is poor, let him have for himself what is just and reasonable. When ye release their property to them, take witnesses in their presence: But all-sufficient is Allah in taking account.	और यतीमों को कारोबार में लगाए रहो यहॉ तक के ब्याहने के क़ाबिल हों फिर उस वक्त तुम उन्हे (एक महीने का ख़र्च) उनके हाथ से कराके अगर होशियार पाओ तो उनका माल उनके हवाले कर दो और (ख़बरदार) ऐसा न करना कि इस ख़ौफ़ से कि कहीं ये बड़े हो जाएंगे फ़ुज़ूल ख़र्ची करके झटपट उनका माल चट कर जाओ और जो (जो वली या सरपरस्त) दौलतमन्द हो तो वह (माले यतीम अपने ख़र्च में लाने से) बचता रहे और (हॉ) जो मोहताज हो वह अलबत्ता (वाजिबी) दस्तूर के मुताबिक़ खा सकता है पस जब उनके माल उनके हवाले करने लगो तो लोगों को उनका गवाह बना लो और (यूं तो) हिसाब लेने को ख़ुदा काफ़ी ही है	Ivide इस शब्द को सही तरीके से उपयोग में लिखा दिया है।
937	937	937	File	फ़ाइल	किसी भी विवरण या जानकारी के साथ-साथ इस प्रक्ति में कोई भी जानकारी या विवरण देने के लिए कोई भी जानकारी या विवरण के साथ-साथ इस प्रक्ति में कोई भी जानकारी या विवरण देने के लिए कोई भी जानकारी या विवरण के साथ-साथ इस प्रक्ति में कोई भी जानकारी या विवरण देने के लिए कोई भी जानकारी या विवरण के साथ-साथ इस प्रक्ति में कोई भी जानकारी या विवरण देने के लिए कोई भी जानकारी या विवरण के साथ-साथ इस प्रक्ति में कोई भी जानकारी या विवरण देने के लिए कोई भी जानकारी या विवरण के साथ-साथ इस प्रक्ति म
938	938	938	"Your login to your server ""{0}"" as ""{0}"" failed."	"""{0}"" रूप में आपके सर्वर ""{0}"" से लॉगिन असफल."	"आपके लॉगिन सेवा ""{0}"" as ""{0}"" के होते पल्लें होते हैं।"
939	939	939	"But many of them will have feelings of vacuum in their hearts over your failure to distinguish between the right and the wrong."""	परंतु बहुतों के मन में आपके प्रति शून्य का वह भाव भी जागेगा जिसमें आपकी वो असफलता झलकेगी जिसमें आपकी सही और गलत की पहचान ही नहीं थी.	जो भी उन्हें हो वे अपने दिल में एक वाक्य के प्रलाप के भाव से हो सकते हैं कि वे आपके सहयोग की पूर्णता के प्रति वे अपने दिल में एक वाक्य के प्रलाप के भाव से हो सकते हैं.
940	940	940	He said, ‘Certainly not! Indeed my Lord is with me. He will guide me.’	"उसने कहा, ""कदापि नहीं, मेरे साथ मेरा रब है। वह अवश्य मेरा मार्गदर्शन करेगा।"""	यह कहें हैं, ‘बहुत! ईश्वर दharma से मैं बहुत हो रहा हूँ.’
941	941	941	Display video, audio and image preview	वीडियो, ऑडियो और छवि पूर्वावलोकन दिखाएँ	प्री-डिस्लाई वीडियो, ऑडियो और इग्रिप्री-डिसलाई वीडियो
942	942	942	Unrecognized desktop file Version '%s'	अपरिचित डेस्कटॉप फ़ाइल संस्करण '%s'	"जाना:
जिसे जाना चाहे:
विरोधी:
किसी भी जानकारी को जाना या जाने के लिए प्रोत्सुकी"
943	943	943	And a faking will!	और एक faking करेंगे!	अरे और फ़ाइंग भी होगा!
944	944	944	Saddam rejected the demand.	सद्दाम ने मांग को अस्वीकार किया।	सद्दाम ने प्रतिवाद की रखी.
945	945	945	Is he then who is a believer like him who is a transgressor? They are not equal.	भला जो व्यक्ति ईमानवाला हो वह उस व्यक्ति जैसा हो सकता है जो अवज्ञाकारी हो? वे बराबर नहीं हो सकते	"इसे क्या रचनात्मक रूप से बदल सकती हूँ:
के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ? वे ? के ?"
946	946	946	Install online script package	ऑनलाइन स्क्रिप्ट पैकैज संस्थापित करें	मूल्याँ दें
947	947	947	Terrace	टेरेस	जलदेवी
948	948	948	You will all make this bunkroom, your home.	आप सभी इस bunkroom, अपने घर बनाना होगा.	जिस भी व्यक्ति इस बunkरूम को अपनी घर पर रखे के अपने घर पर रखे के व्यक्ति के पास नहीं रखे बैठे व्यक्ति के पास संबंध होगे.
949	949	949	Remember my only thoughts are of you.	याद रखें ... / मैं ... मेरी केवल विचारों के हैं तुम.	रे में, मेरी एकी सिर्फ़ अपने के लिए हैं।
950	950	950	Just like a ghost ship, huh?	वेन्डी: बस एक भूतहा जहाज की तरह, हुह?	जैसी जैसे हावी यात्री!
951	951	951	When she heard of their sly whispers, she sent for them and prepared a banquet. To each she gave a knife, (then called Joseph saying:) 'Come and attend to them' When they saw him, they were so taken with him that they cut their hands, and said: 'Allah save us! This is no mortal, he is no other but a noble angel'	तो जब ज़ुलेख़ा ने उनके ताने सुने तो उस ने उन औरतों को बुला भेजा और उनके लिए एक मजलिस आरास्ता की और उसमें से हर एक के हाथ में एक छुरी और एक (नारंगी) दी (और कह दिया कि जब तुम्हारे सामने आए तो काट के एक फ़ाक उसको दे देना) और यूसुफ़ से कहा कि अब इनके सामने से निकल तो जाओ तो जब उन औरतों ने उसे देखा तो उसके बड़ा हसीन पाया तो सब के सब ने (बे खुदी में) अपने अपने हाथ काट डाले और कहने लगी हाय अल्लाह ये आदमी नहीं है ये तो हो न हो बस एक मुअज़िज़ (इज्ज़त वाला) फ़रिश्ता है	यह अनुसार है और शेषों को लिखना योग्य नहीं।
952	952	952	I never said she was cheating.	मैं वह धोखा दे रहा था कभी नहीं कहा.	अरे! मैंने कहा तो वह चोरी की रचना थी।
953	953	953	Class-Meet?	कक्षा मिलो?	सहिनाम?
954	954	954	& File	फ़ाइल (F)	"यहाँ कृपयाँ हैं:
- संकेत
- सूचना"
955	955	955	I qu...	मैं qu -	मैं...
956	956	956	_Load Images	छवि डाउनलोड करें (_L)	लोड़ इमेजेज
957	957	957	Unlimited	असीमित	बिलिनलिन्ट
958	958	958	South _European (ISO-8859-3)	दक्षिणी यूरोपीय (_E) (ISO-8859-3)	सह-युक्त (आई.एस.ओ.आई. 11.0.0.3)
959	959	959	I want to spend my life with her...	I want to spend my life with her...	मैं उसे अपने साथ रहने के लिए...
960	960	960	"Your login to your server ""{0}"" as ""{0}"" failed."	"""{0}"" रूप में आपके सर्वर ""{0}"" से लॉगिन असफल."	"आपके लॉगिन सेवा ""{0}"" as ""{0}"" के होते पल्लें होते हैं।"
961	961	961	SERGEI SOLD HER TO IVAN.	सर्गेई इवान के लिए है उसे बेचा.	यह जानकारी किसी को IVAN दे देगी
962	962	962	And they say: There is naught but our life of the world; we die and we live, and naught destroyeth us save time; when they have no knowledge whatsoever of (all) that; they do but guess.	और वह लोग कहते हैं कि हमारी ज़िन्दगी तो बस दुनिया ही की है (यहीं) मरते हैं और (यहीं) जीते हैं और हमको बस ज़माना ही (जिलाता) मारता है और उनको इसकी कुछ ख़बर तो है नहीं ये लोग तो बस अटकल की बातें करते हैं	जिस्म के साथ कहा गया है वह से भी नहीं हो सकता है लेकिन वह से भी नहीं हो सकते हैं (all) that;
963	963	963	- Yes.	- हाँ	जी हाँ।
964	964	964	Autocompletion	स्वतः समापन	अनुपूर्णीकरण
965	965	965	The idea brings my defenses down.	यह विचार मेरी दलीलों को कमजोर कर देता है।	यह सोचा और व्यवहार करने के तंत्रों को कम कर दूंगी और इससे मैं किसी भी तरह से नुकसान नहीं पहुंचूँ।
966	966	966	that you may seek forgiveness of your Lord and turn to Him in repentance whereupon He will grant you a fair enjoyment of life until an appointed term, and will bestow favour on everyone who merits favour. But should you turn away (from the truth), I fear for you the chastisement of an Awesome Day.	और ये भी कि अपने परवरदिगार से मग़फिरत की दुआ मॉगों फिर उसकी बारगाह में (गुनाहों से) तौबा करो वही तुम्हें एक मुकर्रर मुद्दत तक अच्छे नुत्फ के फायदे उठाने देगा और वही हर साहबे बुर्ज़गी को उसकी बुर्जुगी (की दाद) अता फरमाएगा और अगर तुमने (उसके हुक्म से) मुँह मोड़ा तो मुझे तुम्हारे बारे में एक बड़े (ख़ौफनाक) दिन के अज़ाब का डर है	जिस कार्य से तुम्हारा प्रार्थित होता है उसे तुम्हारे प्रार्थित के तुम्हारा कार्य के तुम्हारे प्रार्थित के तुम्हारा कार्य के तुम्हारे प्रार्थित के तुम्हारे कार्य के तुम्हारे प्रार्थित के तुम्हारे कार्य के तुम्हारे प्रार्थित के तुम्हारे कार्य के तुम्हारे प्रार्थित के तुम्हारे कार्य के तुम्हारे प्रार्थित के तुम्हारे कार्य के तुम्हारे प्रार्थित के तुम्हारे कार्य के तुम्हारे प्रार्थित के तुम्हारे कार्य के तुम्हारे प्रार्थित के तुम्हारे कार्य के तुम्हारे प्रार्थित के
967	967	967	How could they be firing artillery?	वे तोप कैसे चला सकते हैं?	इसे कैसे कर रहे हैं?
968	968	968	Didn't realise who he was fucking with.	वह साथ कमबख्त था जो पता ही नहीं चला.	अरे नहीं सोचा कि वह कौन है कि कौन से पात्र है प्रति के प्रति कैसे व्यवहार होगें?
969	969	969	I'm clearly not a child.	मैं बच्चा नहीं हूँ।	ज्पष्ट नहीं हूँ.
970	970	970	I don't want Charisse or Becca.	मैं बारबरा को देखने आया था.	मैं चार्लीज़ और बीबी नहीं।
971	971	971	Pakistan: Media and restrictions · Global Voices	पाकिस्तान: मीडिया और रोकटोक	"स्ट्रेंड्स:
पाकिस्तान: मीडिया और प्रतिबंध"
972	972	972	Tell me...	मुझे बताओ...	जानकारी देने के लिए...
973	973	973	A thousand ships we'll launch from here, Hephaistion.	एक हजार जहाजों हम यहाँ से Hephaistion का शुभारंभ करेंगे.	जो कुछ भी हो, हेपहIST़ियोनुसे भी निपटा योग्य है।
974	974	974	Glorified be the Lord of the heavens and the earth, the Lord of the Throne! Exalted be He from all that they ascribe (to Him).	ये लोग जो कुछ बयान करते हैं सारे आसमान व ज़मीन का मालिक अर्श का मालिक (ख़ुदा) उससे पाक व पाक़ीज़ा है	जो कि कार्य करने वाले कार्य करने वाले को तो कार्य करने वाले के पास नहीं लिखाया भी किया भाषा का
975	975	975	I'm here to offer my--	मैं काम तलाश रहा हूँ ... नहीं ..	पहचान में मैं यहाँ तो बात कर पूँगी।
