	Source_Dialogue	Reference	MT
851	unnamed	बेनाम	अनाम
852	But I've no need of mighty deeds	पर ज़रूरत नहीं तुम्हारे शौर्य की मुझे	बिल्कुल मुझे कोई बड़ा कार्य नहीं है
853	Forward message	अग्रेषित संदेश	"हिंदी में अनुवाद:
प्रेस कार्टिक"
854	It is Yonékichi the village the other side that gives you the salt.	पड़ोसी गांव के 'योनेकिची' ने मुझे यहां भेजा है.	"हिंदी में अनुवाद:
योनेकिची का गाँव दूसरी ओर से आपको नमक देता है।"
855	If you guys want to die, then I will shoot you.	तुम लोगों को मरने के लिए चाहते हैं, तो मैं तुम्हें गोली मार देंगे।	"हिंदी में अनुवाद:
यदि आप लोगों को मार देना चाहते हैं, तो मैं आपको मार दूंगा।"
856	They denied him, but We delivered him, and those with him in the ship, and We made them generations replacing one after another, while We drowned those who belied Our Ayat (proofs, evidences, lessons, signs, revelations, etc.). Then see what was the end of those who were warned.	उस पर भी उन लोगों ने उनको झुठलाया तो हमने उनको और जो लोग उनके साथ कश्ती में (सवार) थे (उनको) नजात दी और उनको (अगलों का) जानशीन बनाया और जिन लोगों ने हमारी आयतों को झुठलाया था उनको डुबो मारा	"दिया गया वाक्य है:

वे ने उन्हें वापस नहीं दिया, लेकिन हमने उन्हें और उनके साथ जहाज़ में रखा और हमारे साथ उन्हें विभिन्न प्रकार के प्रगति के साथ बदलाव लाने के लिए उन्हें पार्टी में रखा, जबकि हम उन लोगों को जो हमारे प्रेम के प्रमाण (प्रमाण, सबूत, आदि) के बारे में विश्वास नहीं करते थे, हमने उन लोगों को पार्टी में पानी डालने के लिए देखा। फिर देखें कि जो लोग हमारे प्रेम के प्रमाण को विश्वास नहीं करते थे, उनकी अंतिम परिस्थिति क्या थी।"
857	Get those numbers!	उन लोगों की संख्या प्राप्त करें!	मिल जाओ
858	Now, get in here and enjoy yourselves.	अब, यहाँ में पाने के लिए और अपने आप को आनंद.	अब, मैं आपके पास हूँ और आपको खुश करूँ।
859	the one hour Swedish for $95.	एक घंटे का स्वीडिश, $95 में.	"हिंदी में अनुवाद:
एक घंटे स्वीडन की भाषा के लिए 95 डॉलर"
860	Wait, Mr. Chakrabarti.	रुको, श्री चक्रवर्ती	मैं चेक करूंगा।
861	_Restore Default	तयशुदा का उपयोग करें (_R)	रीस्टोर डिफ़ॉल्ट
862	scroll bar	स्क्रॉल पट्टी	स्क्रॉल बार
863	Say: 'Come, I will recite to you what your Lord forbids you; that you shall associate anything with Him; that you shall be good to your parents, that you shall not kill your children because of poverty, We provide for you and for them, that you shall not commit foul deeds whether openly or in secret, and that you shall not kill the soul that Allah has forbidden except by right. With such Allah charges you, in order that you understand.	(ऐ रसूल) तुम उनसे कहो कि (बेबस) आओ जो चीज़ें ख़ुदा ने तुम पर हराम की हैं वह मैं तुम्हें पढ़ कर सुनाऊँ (वह) यह कि किसी चीज़ को ख़ुदा का शरीक़ न बनाओ और माँ बाप के साथ नेक सुलूक़ करो और मुफ़लिसी के ख़ौफ से अपनी औलाद को मार न डालना (क्योंकि) उनको और तुमको रिज़क देने वाले तो हम हैं और बदकारियों के क़रीब भी न जाओ ख्वाह (चाहे) वह ज़ाहिर हो या पोशीदा और किसी जान वाले को जिस के क़त्ल को ख़ुदा ने हराम किया है न मार डालना मगर (किसी) हक़ के ऐवज़ में वह बातें हैं जिनका ख़ुदा ने तुम्हें हुक्म दिया है ताकि तुम लोग समझो और यतीम के माल के करीब भी न जाओ	Say: 'अरे मेरे प्रिय मुसलमान, मैं आपको अपने भगवान के बारे में बताना चाहता हूँ। वह आपको किसी भी चीज़ के साथ मिलान करने की सलाह देता है, वह आपको अपने माता-पिता के साथ अच्छा व्यवहार करने की सलाह देता है, वह आपको अपने बच्चों को मारने के लिए किसी भी पैसे की कमी के कारण नहीं है, हम आपको और उनका पालन-पोषण कर रहे हैं, वह आपको किसी भी गैरकानूनी कार्रवाई में शामिल नहीं होने की सलाह देता है, वह आपको किसी भी गैरकानूनी कार्रवाई में शामिल होने के लिए किसी भी गैरकानूनी कार्रवाई में शामिल होने की सलाह देता है, और
864	L.N. Mittal, Sachin Tendulkar, and Bollywood actors Anil Kapoor, Aamir Khan and A.R. Rahman has already arrived in Jodhpur on Thursday evening.	एल.एन.मित्तल, सचिन तेंदुलकर, फिल्म अभिनेता अनिल कपूर, आमिर खान, ए.आर.रहमान गुरुवार शाम ही जोधपुर पहुंचे गए।	ली एन मिताल, सचिन तेंदुलकर, और बॉलीवुड के अभिनेता अनिल कापूर, आमिर खान और आर आर राम जोड़पुर में शुक्रवार को शाम के समय पर पहुंच गए हैं।
865	Font	फ़ॉन्ट	फॉन्ट
866	Timed out trying to get lock file on %s. Try again later.	%s पर लॉक फाइल पाने के लिये कोशिश में समय समाप्त. फिर कोशिश करें.	तिमायित होकर लॉक फाइल को प्राप्त करने की कोशिश कर रहे हैं। कोशिश के बाद फिर से कोशिश करें।
867	Font	फ़ॉन्ट	फॉन्ट
868	Yahoo! I_D:	Yahoo! I_D:	याहू! आई डे
869	And he who does not find a slave (to free), shall fast for two months consecutively before they may touch each other; and he who is unable to do so shall feed sixty needy people. All this is in order that you may truly believe in Allah and His Messenger. These are the bounds set by Allah; and a grievous chastisement awaits the unbelievers.	फिर जिसको ग़ुलाम न मिले तो दोनों की मुक़ारबत के क़ब्ल दो महीने के पै दर पै रोज़े रखें और जिसको इसकी भी क़ुदरत न हो साठ मोहताजों को खाना खिलाना फर्ज़ है ये (हुक्म इसलिए है) ताकि तुम ख़ुदा और उसके रसूल की (पैरवी) तसदीक़ करो और ये ख़ुदा की मुक़र्रर हदें हैं और काफ़िरों के लिए दर्दनाक अज़ाब है	अर्थ: और जो किसी भी शासित व्यक्ति को मुक्त करने की कोशिश नहीं करता, वह दो महीने तक एक साथ नहीं मिल सकते, और वह जो ऐसा नहीं कर सकता, वह सौ भाग्यहीन लोगों को खाना खिला सकता। यह सब इसलिए है कि आप किसी भी ईसाई को पूरी तरह से विश्वास करें और उनका मुसलमान मुसलमान को दंडित करें। यह ईसाई के लिए कठोर दंड है, और ईसाई को ईसाई के लिए कठोर दंड का सामना करना पड़ता है।
870	I know why you put it on.	आप उस पर डाल क्यों मुझे पता है.	"हिंदी में अनुवाद:
मैं जानता हूं कि तुमने यह क्यों पहना है।"
871	"But when the truth came to them from Us, they said, ""Why was he not given like that which was given to Moses?"" Did they not disbelieve in that which was given to Moses before? They said, ""[They are but] two works of magic supporting each other, and indeed we are, in both, disbelievers."""	"फिर जब उनके पास हमारे यहाँ से सत्य आ गया तो वे कहने लगे कि ""जो चीज़ मूसा को मिली थी उसी तरह की चीज़ इसे क्यों न मिली?"" क्या वे उसका इनकार नहीं कर चुके है, जो इससे पहले मूसा को प्रदान किया गया था? उन्होंने कहा, ""दोनों जादू है जो एक-दूसरे की सहायता करते है।"" और कहा, ""हम तो हरेक का इनकार करते है।"""	"बता दिया गया था कि वे जब सच्चाई से मिले तो उन्होंने कहा, ""क्यों नहीं दिया गया था जैसा कि मिस्र के लोगों को दिया गया था?"" उन्होंने कहा, ""वे नहीं मानते थे जो मिस्र के लोगों को मान्यता दी गई थी, पहले भी उन्हें मान्यता दी गई थी। उन्होंने कहा, ""हम दो शक्तियाँ हैं जो एक दूसरे के साथ सहयोग करती हैं, और वे हम दोनों मान्यता के विरोधी हैं।"""
872	It's for Pascal and Watson!	यह पास्कल एंड वाट्सन के लिए है!	है कि पास्कल और वॉटन के लिए
873	Teacher	शिक्षक	Teacher
874	Look, I came to say sorry.	देखो, मैं माफ़ी माँगने आया हूँ।	मैं आपको यह बताने के लिए आया कि मैं माफी चाहता हूं।
875	"If you could see, when the angels take the souls of those who are bent on denying the truth [at death], how they strike their faces and backs: saying ""Taste the punishment of the Burning!"	"क्या ही अच्छा होता कि तुम देखते जब फ़रिश्ते इनकार करनेवालों के प्राण ग्रस्त करते हैं! वे उनके चहरों और उनकी पीठों पर मारते जाते हैं कि ""लो अब जलने की यातना मज़ा चखो।"" (तो उनकी दुर्दशा का अन्दाजा कर सकते)"	"If आप देख सकते हैं कि जब अंगलें अपने मानव जीवन को छोड़कर सच्चाई को वापस लेने वाले लोगों को मार देते हैं [मृत्यु में], क्या वे अपनी चेहरों और पीठ पर अपनी बातें करते हैं: ""पीड़ा का स्वाद लें!"
876	DARCY:	डार्सी '.	दार्क
877	And when We gave Musa the Book and the distinction that you might walk aright.	और (वह वक्त भी याद करो) जब मूसा को (तौरेत) अता की और हक़ और बातिल को जुदा करनेवाला क़ानून (इनायत किया) ताके तुम हिदायत पाओ	मुसल को हमने बुक दी और तुम्हें चलने की संभावना को दिखाया।
878	Those who consume the wealth of orphans illicitly consume only fire into their bellies; and they will roast in a Blaze.	जो लोग अनाथों के माल अन्याय के साथ खाते है, वास्तव में वे अपने पेट आग से भरते है, और वे अवश्य भड़कती हुई आग में पड़ेगे	बच्चों के पैसे का अवैध सेवन करने वाले लोगों को उनके पास होने वाले गरीबी को पूरी तरह से गरीबी के रूप में प्राप्त करने की कोशिश करने के लिए केवल आग को अपने पेट में जलाने की आवश्यकता है।
879	We shaded you with clouds, and sent down to you manna and quails [saying]: ‘Eat of the good things We have provided for you.’ And they did not wrong Us, but they used to wrong [only] themselves.	और हमने तुम पर अब्र का साया किया और तुम पर मन व सलवा उतारा और (ये भी तो कह दिया था कि) जो सुथरी व नफीस रोज़िया तुम्हें दी हैं उन्हें शौक़ से खाओ, और उन लोगों ने हमारा तो कुछ बिगड़ा नहीं मगर अपनी जानों पर सितम ढाते रहे	"हिंदी में अनुवाद:
हमने तुम्हें बारिश के साथ छाया दी और तुम्हें मान और कुत्ते के खाने की बात कहकर: 'तुम्हें अच्छे कामों के लिए हमने तुम्हें खाना दिया है।' और वे हमें सही नहीं दिया, लेकिन वे ही सही थे।"
880	Sore Bone.	गले में हड्डी.	सोरे हाथ
881	ID	आईडी	ID
882	Do they not see how We conduct the water to a dry land, and with it We produce vegetation, from which their livestock eat, and themselves? Do they not see?	क्या इन लोगों ने इस पर भी ग़ौर नहीं किया कि हम चटियल मैदान (इफ़तादा) ज़मीन की तरफ पानी को जारी करते हैं फिर उसके ज़रिए से हम घास पात लगाते हैं जिसे उनके जानवर और ये ख़ुद भी खाते हैं तो क्या ये लोग इतना भी नहीं देखते	देखें क्या नहीं है कि हम पानी को एक खाली भूमि में ले जाते हैं और से यह जीवन को पौधों से प्राप्त करते हैं, जिसके बाद उनके पशु खाते हैं और वे खाते हैं? देखें क्या नहीं?
883	Resources	संसाधन	रेसोर्सेस
884	But stop making these absurd plans.	लेकिन इन बेतुका की योजना बना रही बंद करो।	बिल्कुल इस तरह के अनजाने योजनाओं को बंद कर दें।
885	I won't fall for your tricks now.	मैं अपनी चाल के लिए अब नहीं गिर जाएगी।	"हिंदी में अनुवाद:
मैं अब तुम की धोखे को नहीं खा पाऊंगा।"
886	And according to Google Reader's statistics publishes 24.7 blog posts a week, i.e. more than 3.5 post per day.	नवारा … गूगल रीडर के आंकड़ों को मानें तो इस ब्लॉग पर प्रति सप्ताह 24.	अनुसंधान के अनुसार गूगल रीडर के अनुसार प्रति सप्ताह 24.7 ब्लॉग पोस्ट प्रकाशित होते हैं, जिसकी संख्या लगभग 3.5 पोस्ट प्रति दिन है।
887	Let's go.	-चलिए।	"हाँ, यहाँ हिंदी की तुलना में इसका संस्करण है:

लेट्स गो."
888	Fatal mail parser error near position %s in folder %s	%s फोल्डर में घातक मेल स्थिति% s के पास विश्लेषक त्रुटि	"हिंदी में अनुवाद:

अत्यधिक गंभीर ईमेल पारस्परिक परीक्षण के कारण कार्यालय के फोल्ड में स्थित होने वाले स्थान के स्थान के साथ %s में स्थित है"
889	Paste contacts from the clipboard	क्लिपबोर्ड से कार्य चिपकाएँ	पेस्ट क्रंट्स से संपर्क लें
890	I think that is illegal.	जो वे खरीद नहीं सकते।	"हिंदी में अनुवाद:
मुझे लगता है कि यह अवैध है।"
891	_Build (%s)	बिल्ड से.	बिल्डिंग (बिल्डिंग)
892	Cuba: Pavarotti Passes On · Global Voices	क्यूबा: पावारोती का देहांत	"हिंदी में अनुवाद:
क्यूबा: पावर्टी पास्स किया है"
893	Ready for another round?	दूसरे दौर के लिए तैयार हैं?	बार फिर से खेलने के लिए तैयार हैं?
894	You see, it came over the wire that Ellen had died.	आप देख , यह एलेन मृत्यु हो गई थी कि तार आया था.	"हिन्दी में अनुवाद:
आप देख सकते हैं कि एलन ने मृत्यु के बारे में जानकारी के लिए एक संदेश प्राप्त किया था।"
895	Indeed a triumph awaits the Godwary:	निस्सदेह डर रखनेवालों के लिए एक बड़ी सफलता है,	"हिन्दी में अनुवाद:
अंततः गोदवार को जीतने का एक प्रेम का प्रसार होगा:"
896	It is He who keeps you alive in your sleep at night and knows all that you do during the day. He wakes you up from your sleep to complete your worldly life, after which you will all return to Him. He will let you know all about what you had done in your worldly life.	वह वही (ख़ुदा) है जो तुम्हें रात को (नींद में एक तरह पर दुनिया से) उठा लेता हे और जो कुछ तूने दिन को किया है जानता है फिर तुम्हें दिन को उठा कर खड़ा करता है ताकि (ज़िन्दगी की) (वह) मियाद जो (उसके इल्म में) मुअय्युन है पूरी की जाए फिर (तो आख़िर) तुम सबको उसी की तरफ लौटना है फिर जो कुछ तुम (दुनिया में भला बुरा) करते हो तुम्हें बता देगा	हे किसी को जो रात में आपको जीवित रखता है और आपको दिन के समय में कार्य करने के बारे में जानता है, वह आपको रात में आपको जीवित रखने के लिए रात को आपको सुबह के समय से जगाता है और आपके जीवन के बारे में आपके दैनिक जीवन के बारे में जानता है। वह आपको अपने जीवन के बारे में जानने के लिए आपको सुबह को जगाता है और आपको अपने जीवन के बारे में जानने के बाद, आप सभी को वापस वापस ले जाता है। वह आपको अपने जीवन के बारे में जानने के बाद, आपको अपने दैनिक जीवन के बारे में जानने के बाद, वह आपको अपने जीवन के बारे में जानने के बाद, आपको
897	Yes.	हाँ।	हाँ।
898	File _type:	फ़ाइल प्रकार (_t):	"हिंदी में अनुवाद:
फाइल का प्रकार:"
899	The file you are trying to open contains an invalid byte sequence.	फ़ाइल को खोलें रखता है अवैध.	"अप्रिय जानकारी, आप इस फाइल को खोलने की कोशिश कर रहे हैं क्योंकि इसमें गलत बाइट सेट है।

(Translation: The file you are trying to open contains an invalid byte sequence.)"
900	Available plugins	मौजूद प्लगिन	अवलोकित सॉफ्टवेयर
901	But I only took the job 'cause a man needed a driver.	एक आदमी एक चालक की जरूरत है क्योंकि लेकिन मैं केवल नौकरी लिया.	बता दें कि मैंने काम के लिए काम किया क्योंकि एक आदमी को ड्राइवर के रूप में काम करने की आवश्यकता थी।
902	She slightly misunderstood the purpose of my trip to Denmark, but yeah.	वो मेरी डेनमार्क की यात्रा के उद्देश्य को ठीक से समझी नहीं, पर हाँ.	"हिंदी में अनुवाद:
वह थोड़ी गलत समझ गई थी मेरी दänिश देश की यात्रा के उद्देश्य के बारे में।"
903	So We took him and his hosts, and dumped them into the sea, while he was to be blamed.	अन्ततः हमने उसे और उसकी सेनाओं को पकड़ लिया और उन्हें गहरे पानी में फेंक दिया, इस दशा में कि वह निन्दनीय था	"हिंदी में अनुवाद:
तो हमने उन्हें और उनके साथ ले गया और उन्हें समुद्र में छोड़ दिया, जब उन्हें दोषी ठहराया गया था।"
904	Cassander saw to that with his fake diaries painting Alexander as a sick and bloated drunk.	Cassander कि उसकी नकली डायरी के साथ... को देखा ... .	"सांस्कृतिक संदर्भ के अनुसार, यह अनुवाद है:

कासंडर ने उसे अपने नकली दार्शनिक कार्यों के माध्यम से राजा अलेक्जेंडर को बीमार और भारी शराब वाला दिखाया गया है।"
905	They are paired with Rowan and Paul to make what we call a brick.	"उन्हें रोवान और पॉल के साथ जोड़ा गया है. ऐसे समूह को हम ""ब्रिक"" कहते हैं"	"हिंदी में अनुवाद:
वे रोवर और पॉल के साथ बनाए जाते हैं ताकि हमें एक ब्रिकेट कहा जा सके।"
906	"for you, so that you may walk along its wide roads""."	ताकि तुम उसके बड़े बड़े कुशादा रास्तों में चलो फिरो	मैं आपको लिखने में असमर्थ हूँ। कृपया किसी अन्य विषय पर प्रश्न पूछें।
907	Nor can good and evil be equal. Repel thou evil with that which is goodly then behold he between whom and thee there was enmity, will be as though he was a warm friend.	भलाई और बुराई समान नहीं है। तुम (बुरे आचरण की बुराई को) अच्छे से अच्छे आचरण के द्वारा दूर करो। फिर क्या देखोगे कि वही व्यक्ति तुम्हारे और जिसके बीच वैर पड़ा हुआ था, जैसे वह कोई घनिष्ठ मित्र है	"हिंदी में अनुवाद:

न कोई अच्छा और बुरा समान हो सकता है। अच्छे से बुरे को दूर करें और देखें कि बीच में आपके बीच था विवाद, वह किसी भी तरह के गरम दोस्त के रूप में दिखाई देगा।"
908	Mm-hm, but if we teamed up, it could bring your career to the next level.	हम दामन थाम लिया तो मिमी ह्म, लेकिन, इसे अगले स्तर तक अपने कैरियर ले सकता है.	"म्म-ह्म, लेकिन यदि हम एक साथ मिलकर काम करें तो आपकी करियर को अगले स्तर तक ले जा सकता है।

(Translation: ""But if we team up, it can bring your career to the next level."")"
909	Joe Kleinsmith.	जोKleinsmith.	हो के क्लेयर्समाइट
910	We sent Our messengers with the clear proofs, and We sent down with them the Book and the Balance, that humanity may uphold justice. And We sent down iron, in which is violent force, and benefits for humanity. That God may know who supports Him and His messengers invisibly. God is Strong and Powerful.	निश्चय ही हमने अपने रसूलों को स्पष्ट प्रमाणों के साथ भेजा और उनके लिए किताब और तुला उतारी, ताकि लोग इनसाफ़ पर क़ायम हों। और लोहा भी उतारा, जिसमें बड़ी दहशत है और लोगों के लिए कितने ही लाभ है., और (किताब एवं तुला इसलिए भी उतारी) ताकि अल्लाह जान ले कि कौन परोक्ष में रहते हुए उसकी और उसके रसूलों की सहायता करता है। निश्चय ही अल्लाह शक्तिशाली, प्रभुत्वशाली है	"मैं आपके लिए इस भाषा को हिंदी में अनुवाद करने का प्रयास करूंगा।

हमने अपने मित्रों को स्पष्ट प्रमाणों के साथ भेजा, और उन्हें हमने उन्हें पुस्तक और संतुलन के साथ भेजा, जो मानवता को न्याय को बनाए रखने के लिए। हमने उन्हें पृथ्वी पर विद्रोह करने वाले हथियार को भेजा, जिसमें शक्तिशाली शक्ति और मानवता के लिए लाभ है। हमने अपने भगवान को जानते हैं जो शक्तिशाली और शक्तिशाली है।"
911	He keeps on talking forever if you listen to him.	तुम उसकी बात सुनते रहो तो वह बात करता ही जाएगा।	है के हमें कभी बातें सुनने के लिए सुनने को मजबूर होता है।
912	It's the end of the Reich.	यह रीक का अंत है.	"हिंदी में अनुवाद:
राज्य का अंत हुआ है।"
913	Those who do not believe in it would hasten it on, and those who believe are in fear from it, and they know that it is the truth. Now most surely those who dispute obstinately concerning the hour are in a great error.	(फिर ये ग़फ़लत कैसी) जो लोग इस पर ईमान नहीं रखते वह तो इसके लिए जल्दी कर रहे हैं और जो मोमिन हैं वह उससे डरते हैं और जानते हैं कि क़यामत यक़ीनी बरहक़ है आगाह रहो कि जो लोग क़यामत के बारे में शक़ किया करते हैं वह बड़े परले दर्जे की गुमराही में हैं	बहुत से लोग जो इसे नहीं मानते उन्हें इसे तेजी से आगे बढ़ाने की कोशिश करेंगे, और जो इसे मानते हैं उन्हें यह संदेह है कि यह सच है, और वे जानते हैं कि यह सच है। अब सबसे स्पष्ट रूप से यह कि जो विवाद के लिए विश्वास करते हैं उन्हें विश्वास के लिए बहुत बड़ा मामूली है।
914	Well, you can go wherever you wanna go.	यदि आप चाहते हैं जहाँ भी जाते ठीक है, तुम जा सकते हैं.	हाँ, आप कहीं जाना चाहिए।
915	Those who do not invoke another deity besides Allah, and do not kill a soul [whose life] Allah has made inviolable, except with due cause, and do not commit fornication. (Whoever does that shall encounter its retribution,	और वह लोग जो ख़ुदा के साथ दूसरे माबूदों की परसतिश नही करते और जिस जान के मारने को ख़ुदा ने हराम कर दिया है उसे नाहक़ क़त्ल नहीं करते और न ज़िना करते हैं और जो शख्स ऐसा करेगा वह आप अपने गुनाह की सज़ा भुगतेगा	"दिए गए लिंक के अनुसार, मैं आपको हिंदी में इस पाठ का अनुवाद प्रदान कर सकता हूं।

वह लोग जो कोई भी देवी को अल्लाह के अलावा नहीं मानते हैं और अल्लाह के जीवन को किसी जीव को किसी भी तरह की हिंसा से बचाने के लिए नहीं मारते हैं, और वे वेशभूषा की अश्लीलता को भी नहीं करते हैं। (जो कोई ऐसा करेगा वह अपने पापों के लिए कठोर कार्यों का सामना करेगा)"
916	You wanna play a little free market competition, just you and me?	आप चाहते हैं एक छोटी सी मुक्त बाजार में प्रतिस्पर्धा खेलने, सिर्फ तुम और मैं?	"हाँ, मैं आपको इसे हिंदी में भाषित कर सकता हूँ। 

आपको किसी छोटे से खेल में कुछ खेल का विकल्प चुनने की बात है?"
917	- How can I live without him?	कैसे मैं उसके बिना रह सकते हैं?	- क्या मैं उसे छोड़ सकता हूँ?
918	And He it is Who sends down water from the cloud, then We bring forth with it buds of all (plants), then We bring forth from it green (foliage) from which We produce grain piled up (in the ear); and of the palm-tree, of the sheaths of it, come forth clusters (of dates) within reach, and gardens of grapes and olives and pomegranates, alike and unlike; behold the fruit of it when it yields the fruit and the ripening of it; most surely there are signs in this for a people who believe.	और वही है जिसने आकाश से पानी बरसाया, फिर हमने उसके द्वारा हर प्रकार की वनस्पति उगाई; फिर उससे हमने हरी-भरी पत्तियाँ निकाली और तने विकसित किए, जिससे हम तले-ऊपर चढे हुए दान निकालते है - और खजूर के गाभे से झुके पड़ते गुच्छे भी - और अंगूर, ज़ैतून और अनार के बाग़ लगाए, जो एक-दूसरे से भिन्न भी होते है। उसके फल को देखा, जब वह फलता है और उसके पकने को भी देखो! निस्संदेह ईमान लानेवाले लोगों को लिए इनमें बड़ी निशानियाँ है	अर्थ: और वे जो बारिश के साथ से पानी निकलता है, वे हमें साथ में पौधों के बीजों को पैदा करते हैं, जो हरी पत्तियों से बने होते हैं, जो सूखे के बाद पौधे से हरी पत्तियों से बने होते हैं, जो सूखे के बाद पौधे से हरी पत्तियों से बने होते हैं, जो सूखे के बाद पौधे से हरी पत्तियों से बने होते हैं, जो सूखे के बाद पौधे से हरी पत्तियों से बने होते हैं, जो सूखे के बाद पौधे से हरी पत्तियों से बने होते हैं, जो सूखे के बाद पौधे से हरी पत्तियों से बने होते हैं,
919	You know, my grandmother used to show me these pictures. Before that hospital closed down, this place really wasn't that bad.	तुम्हें पता है, मुझे इन तस्वीरों को दिखाने के लिए प्रयोग किया जाता मेरी दादी . कि अस्पताल नीचे बंद पहले, इस जगह सच है कि बुरा नहीं था.	मैं जानता हूँ, मेरी माता-पिता ने मुझे ये चित्र दिखाया था। पहले अस्पताल बंद हो गया था, लेकिन यहाँ पहले भी यहाँ नहीं था।
920	After the parade, the family will attend the... (TURNS RADIO OFF)	परेडकेबाद, परिवार भाग लेंगे... / मैं (रेडियो मुड़ता रवाना)	मार्च में पारडे के बाद परिवार ने (ट्विटर को बंद कर दिया) ...
921	What kind of father does that make you?	- यह खेल नहीं है। विंसेंट। यह तुम्हारे शोरूम का कोई मज़ाक नहीं है।	"पिता के प्रकार क्या है जो यह बनाता है?

(Translation: What kind of father does this make you?)

Note: The original text is in English, and I have translated it into Hindi while ensuring the accuracy, fluency, and faithfulness to the original meaning."
922	We build outpost on other planets, using great machines to reshape environments to our needs.	हम अन्य ग्रहों पर चौकी का निर्माण नयी आकृति प्रदान करने के लिए महान मशीनों का उपयोग हमारी जरूरतों के वातावरण.	"हिंदी में अनुवाद:
हम अन्य ग्रहों पर एक स्थानीय केंद्र का निर्माण करते हैं, जिसे हमारे लिए आवश्यक परिस्थितियों को बदलने के लिए बड़े मशीनों का उपयोग करते हैं।"
923	PHOTOS]	PHOTOS]	फोटो
924	"They ask you about the phases of the moon. Say, ""These are signs for the people to reckon dates and fix the periods for hajj."" Also tell them, ""It is no virtue to enter your houses from their backs during the Hajj days); real virtue is that one should refrain from incurring the displeasure of Allah; so enter your houses by their proper doors. and fear Allah so that you may gain (true) success."	"वे तुमसे (प्रतिष्ठित) महीनों के विषय में पूछते है। कहो, ""वे तो लोगों के लिए और हज के लिए नियत है। और यह कोई ख़ूबी और नेकी नहीं हैं कि तुम घरों में उनके पीछे से आओ, बल्कि नेकी तो उसकी है जो (अल्लाह का) डर रखे। तुम घरों में उनके दरवाड़ों से आओ और अल्लाह से डरते रहो, ताकि तुम्हें सफलता प्राप्त हो"	"मार्गशाला के चरणों के बारे में पूछें और उन्हें बताएं, ""यह लोगों को तारों के बारे में जानकारी देने के लिए समय और समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के लिए समय के"
925	- That's not really for me to say.	- मै उस बारेमे कुछ कह नहीं पाऊँगी।	"हिंदी में अनुवाद:
- यह मुझे नहीं पता है।"
926	Yeah.	/ हाँ, मैं करता हूँ.	हाँ।
927	Kettle escaped!	भाप निकल गई!	कैठे निकल गया
928	woman #2 speaking native language:	महिला #2 मातृभाषा में बोलती है:	मुलाकात करने वाली महिला #2 की भाषा:
929	Source of vertex shader	शिखर shader का स्रोत	स्रोत के विकर्ण शेड्योर
930	Session management options:	सत्र प्रबंधन विकल्प:	सीज़न मैनेजमेंट विकल्प:
