	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
822	822	822	Hey, baby, what are you doing?	अरे, जानेमन, क्या कर रही हो?	हे, दिल्ली, क्या तुम क्या कर रही?
823	823	823	Thanks for finding me a home.	मुझे एक घर ढूँढने के लिए धन्यवाद।	धन्यवाद! मुझे अपने घर पर ढूँढा लिया गया था।
824	824	824	How did fall down?	कैसे गिरा ये?	दिए से किस प्रक्रिया से वे गिर गए?
825	825	825	There are many idols in the hall.	वहाँ हॉल में कई मूर्तियां हैं।	हॉल में कई देवी-भदल के हैं
826	826	826	When he inhaled Speed weren't you the one who didn't notice him?	जब वह गति से साँस ... ... आप एक है जो उसे नोटिस नहीं किया था नहीं थे?	जब उसने हवा से लिया था Speed weren't you the one who didn't notice him?
827	827	827	You mean he's doing it deliberately?	आप वह जान - बूझकर यह कर रहा है मतलब है?	जी हूँ कि उसे यह इर्द्दमें बनाया ज रहा है?
828	828	828	That's the price of admission life hurts.	इससे तुम्हारा कोई संबंध नहीं है.	जिस कीमत पर जाना पड़ता है साथ ही यह पैसे का भल्ला लगता है।
829	829	829	Whoever does that, out of hostility and wrongdoing, We will cast him into a Fire. And that would be easy for God.	और जो कोई ज़ुल्म और ज़्यादती से ऐसा करेगा, तो उसे हम जल्द ही आग में झोंक देंगे, और यह अल्लाह के लिए सरल है	इस प्रकार से, जो कुछ है जो हमें असह्य और हानिकारक भावना देती है, वे असह्य और हानिकारक भावना वाले को ले लेती है, और यह उन्हें दिखाते है कि ये सारे जीवित प्राणियों के लिए कुछ भी हो सकता है, तो दूसरा भी हो सकता है, और यह सब भी हो सकता है,
830	830	830	Feed them, nurture them but still, they can turn on you.	उन्हें खिलाना, उन्हें पोषण... ... लेकिन फिर भी, वे आप पर बारी कर सकते हैं.	इससे पहले तो दो सुनना, सुनना और सचम से भी बदलन या बदलने वाले कुछ जानकारी को धोखा देने का तरीका सुनता रहूँगा
831	831	831	Valid until:	तब तक वैध:	रचित तक्टोर
832	832	832	Love desire its 4 centuries old unfulfilled desire.	कामाग्नि इच्छा... ...ये 4 शताब्दियों पुरानी इच्छा है. लगभग 400 साल पहले...	लव का सुख 4 शताब्दीय रोमांस का सुख है।
833	833	833	It is almost totally done.	यह लगभग पूरी तरह से किया जाता है.	अरे सारा काम पूरा हो चुका है।
834	834	834	Password:	पासवर्ड:	चिह्न:
835	835	835	Your emails	raviratlami@ aol. in	यॉर्स के
836	836	836	I'm gonna leak the photos of your body to the press.	मैं प्रेस करने के लिए अपने शरीर की तस्वीरें रिसाव वाला हूँ.	मैं आपकीPhysical photos of your body to the press leak.
837	837	837	Look at her features.	अपनी सुविधाओं को देखो.	इसपर देखें।
838	838	838	Thus He revealed Unto His bondman whatsoever He revealed.	ख़ुदा ने अपने बन्दे की तरफ जो 'वही' भेजी सो भेजी	इस प्रकार हे ये बताया कि वे अपने स्वामित्व वाले व्यक्तियों के बीच की साझेदारी के संबंध में वे बताये गए थे
839	839	839	Writing leadin	लीडइन लिखा जा रहा है	इससे लिखने लीडिन
840	840	840	Do they not see that Allah, who created the heavens and the earth and [who] was not exhausted by their creation, is able to revive the dead? Yes, indeed He has power over all things.	क्या उन्होंने देखा नहीं कि जिस अल्लाह ने आकाशों और धरती को पैदा किया और उनके पैदा करने से थका नहीं; क्या ऐसा नहीं कि वह मुर्दों को जीवित कर दे? क्यों नहीं, निश्चय ही उसे हर चीज़ की सामर्थ्य प्राप्त है	यह कह न हो सकती कि प्राणितों के रूपानुसार विलुप्त हो सकते हैं |
841	841	841	Those to whom We have given the Scripture recognize it as they recognize their [own] sons. Those who will lose themselves [in the Hereafter] do not believe.	मै तो उनसे बेज़र हूँ जिन लोगों को हमने किताब अता फरमाई है (यहूद व नसारा) वह तो जिस तरह अपने बाल बच्चों को पहचानते है उसी तरह उस नबी (मोहम्मद) को भी पहचानते हैं (मगर) जिन लोगों ने अपना आप नुक़सान किया वह तो (किसी तरह) ईमान न लाएंगें	यहाँ से भी हमें बताना चाहिए कि कोई व्यक्ति जो अपने परिवार के सदस्य होता है, उसे यह समझने के लिए अलग से विचार आना चाहिए.
842	842	842	- CASE: Nothing good.	कुछ भी अच्छा नहीं होगा.	- स्थिति: जो भी ठीक नहीं है.
843	843	843	I like it clean.	मुझे सफाई पसंद है.	मुझे यह साफ-चिंतित है।
844	844	844	(%s) requires a single bool result	(%s) के लिए एकल बूल परिणाम जरूरी है	(%s) को एक सingle (bool) रिजल्ट की आवश्यकता होती है
845	845	845	Fitzpatrick's photography class was soon exploring all the classical poses, naughty school girl, sexy tennis player, slutty nurse.	फिट्ज़पैट्रिक की फोटोग्राफ़ी कक्षा जल्दी खोज रही थी... सभी क्लासिक ढंग को, नटखट स्कूल जाने वाली लड़की... कामुक टेनिस खिलाड़ी, गंदी नर्स।	अगरहटने वाले पhotography क्लास ने जल्द ही सभी पारंपरिक स्थान, साहस्य वाले शिकारी, अश्लुक्त टेनिस खिलाडी, और स्लट-टू नर्स का परीक्षण किया था।
846	846	846	Navarathiri is the theme for the monthly Indian food-blog event Jihva for Ingredients (JFI).	जिव्हा फ़ॉर इनग्रेडिएंट (जेएफआई) मासिक भारतीय पकवान-ब्लॉग के लिए वर्तमान थीम नवरात्रि है.	जीह्वा जो इंडियन फूड-ब्लॉग इवेंट जिह्वा के लिए है।
847	847	847	Wherefore admonish thou; admonition hath surely profited,	तो जहाँ तक समझाना मुफ़ीद हो समझते रहो	जो आप ऐसा करना चाहते हैं, उसे करें; उपक्रम का पालन करके उपक्रम का प्रभाव गणितों ने भी किया
848	848	848	Location:	स्थान:	स्थान:
849	849	849	We have revealed to you as We revealed to Noah and to the Prophets after him, and We revealed to (Prophets) Abraham, Ishmael, Isaac, Jacob and the tribes, Jesus, Job, Jonah, Aaron, and Solomon, and We gave to David the Psalms.	हमने तुम्हारी ओर उसी प्रकार वह्यड की है जिस प्रकार नूह और उसके बाद के नबियों की ओर वह्यु की। और हमने इबराहीम, इसमाईल, इसहाक़ और याक़ूब और उसकी सन्तान और ईसा और अय्यूब और यूनुस और हारून और सुलैमान की ओर भी वह्यक की। और हमने दाउद को ज़बूर प्रदान किया	"यह स्वर्ग से आया है विवरण:
वह पवित्र ग्रंथों से भी आया है, जिनमें पावधान, पवनविद, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वीभ, पृथ्वी"
850	850	850	I thought you wanted to be a pilot.	मैं आप एक पायलट बनना चाहता था.	जिस तरह से मैंने तय किया था
851	851	851	unnamed	बेनाम	
852	852	852	But I've no need of mighty deeds	पर ज़रूरत नहीं तुम्हारे शौर्य की मुझे	लेकिन मुझे भी कोई ज़रूरत नहीं है कि ऐसा कुछ न कर
853	853	853	Forward message	अग्रेषित संदेश	जो भी हो
854	854	854	It is Yonékichi the village the other side that gives you the salt.	पड़ोसी गांव के 'योनेकिची' ने मुझे यहां भेजा है.	इसे योनेकिचि ग्राम ग्राम के बाद जो साल्टिन जल देती
855	855	855	If you guys want to die, then I will shoot you.	तुम लोगों को मरने के लिए चाहते हैं, तो मैं तुम्हें गोली मार देंगे।	अरे, अगर आप लोगों को मारना चाहते हैं, तो मैं आपको शॉट दूँा।
856	856	856	They denied him, but We delivered him, and those with him in the ship, and We made them generations replacing one after another, while We drowned those who belied Our Ayat (proofs, evidences, lessons, signs, revelations, etc.). Then see what was the end of those who were warned.	उस पर भी उन लोगों ने उनको झुठलाया तो हमने उनको और जो लोग उनके साथ कश्ती में (सवार) थे (उनको) नजात दी और उनको (अगलों का) जानशीन बनाया और जिन लोगों ने हमारी आयतों को झुठलाया था उनको डुबो मारा	इससे पहले उन्होंने उसे विदाई दी ? और हमने उन्हें विवेक्या नहीं दिखाया ? परंतु हमने उन्हें संगत नहीं दिखाया ? और हमने उन्हें प्रेरणाहाँके नहीं दिखाया ?
857	857	857	Get those numbers!	उन लोगों की संख्या प्राप्त करें!	जो भी है उसे डाउन करना!
858	858	858	Now, get in here and enjoy yourselves.	अब, यहाँ में पाने के लिए और अपने आप को आनंद.	अब, यहाँ आ करें और खुश हो करें।
859	859	859	the one hour Swedish for $95.	एक घंटे का स्वीडिश, $95 में.	कि 1 घंटे स्वीडिश के लिए 95 डॉलर
860	860	860	Wait, Mr. Chakrabarti.	रुको, श्री चक्रवर्ती	कहें, मिस्टर चक्रवाटी।
861	861	861	_Restore Default	तयशुदा का उपयोग करें (_R)	"बाटे:
_Original Sentence"
862	862	862	scroll bar	स्क्रॉल पट्टी	पेज़ से पेज़ को कोबरी स्क्रीन
863	863	863	Say: 'Come, I will recite to you what your Lord forbids you; that you shall associate anything with Him; that you shall be good to your parents, that you shall not kill your children because of poverty, We provide for you and for them, that you shall not commit foul deeds whether openly or in secret, and that you shall not kill the soul that Allah has forbidden except by right. With such Allah charges you, in order that you understand.	(ऐ रसूल) तुम उनसे कहो कि (बेबस) आओ जो चीज़ें ख़ुदा ने तुम पर हराम की हैं वह मैं तुम्हें पढ़ कर सुनाऊँ (वह) यह कि किसी चीज़ को ख़ुदा का शरीक़ न बनाओ और माँ बाप के साथ नेक सुलूक़ करो और मुफ़लिसी के ख़ौफ से अपनी औलाद को मार न डालना (क्योंकि) उनको और तुमको रिज़क देने वाले तो हम हैं और बदकारियों के क़रीब भी न जाओ ख्वाह (चाहे) वह ज़ाहिर हो या पोशीदा और किसी जान वाले को जिस के क़त्ल को ख़ुदा ने हराम किया है न मार डालना मगर (किसी) हक़ के ऐवज़ में वह बातें हैं जिनका ख़ुदा ने तुम्हें हुक्म दिया है ताकि तुम लोग समझो और यतीम के माल के करीब भी न जाओ	"विषय:
प्रस्तुति:
शिष्य:
सारांश:
ये वचन से मैं कहाँ कहूँँकि, और तो मैं समझूँ कि.
ये वचन से मैं कहाँ कहूँँकि, और तो मैं समझूँ कि।"
864	864	864	L.N. Mittal, Sachin Tendulkar, and Bollywood actors Anil Kapoor, Aamir Khan and A.R. Rahman has already arrived in Jodhpur on Thursday evening.	एल.एन.मित्तल, सचिन तेंदुलकर, फिल्म अभिनेता अनिल कपूर, आमिर खान, ए.आर.रहमान गुरुवार शाम ही जोधपुर पहुंचे गए।	यह जोधपुर में गुजरात के जोधपुर पर 24 करोड़ रुपये से अधिक राशि भारत के विभिन्न क्षेत्रों में पहुँची है।
865	865	865	Font	फ़ॉन्ट	"टेक्स्ट:
फॉन्ट"
866	866	866	Timed out trying to get lock file on %s. Try again later.	%s पर लॉक फाइल पाने के लिये कोशिश में समय समाप्त. फिर कोशिश करें.	अगले टाइम पर लॉक फाइल को खोलने की कोशिश कर रह हूँ.
867	867	867	Font	फ़ॉन्ट	"टेक्स्ट:
फॉन्ट"
868	868	868	Yahoo! I_D:	Yahoo! I_D:	यahoo! आई.डी.:
869	869	869	And he who does not find a slave (to free), shall fast for two months consecutively before they may touch each other; and he who is unable to do so shall feed sixty needy people. All this is in order that you may truly believe in Allah and His Messenger. These are the bounds set by Allah; and a grievous chastisement awaits the unbelievers.	फिर जिसको ग़ुलाम न मिले तो दोनों की मुक़ारबत के क़ब्ल दो महीने के पै दर पै रोज़े रखें और जिसको इसकी भी क़ुदरत न हो साठ मोहताजों को खाना खिलाना फर्ज़ है ये (हुक्म इसलिए है) ताकि तुम ख़ुदा और उसके रसूल की (पैरवी) तसदीक़ करो और ये ख़ुदा की मुक़र्रर हदें हैं और काफ़िरों के लिए दर्दनाक अज़ाब है	इस प्रकार से, इस बात को यहाँ स्थापित कर देता हूँ कि आप विशेषजीतनुसारे वे लोग हैं जो इस बात पर विशास्त हैं।
870	870	870	I know why you put it on.	आप उस पर डाल क्यों मुझे पता है.	यहाँ स्पष्ट रूप से कहा जाता है कि आप उस कारण को लगवा रहे थे।
871	871	871	"But when the truth came to them from Us, they said, ""Why was he not given like that which was given to Moses?"" Did they not disbelieve in that which was given to Moses before? They said, ""[They are but] two works of magic supporting each other, and indeed we are, in both, disbelievers."""	"फिर जब उनके पास हमारे यहाँ से सत्य आ गया तो वे कहने लगे कि ""जो चीज़ मूसा को मिली थी उसी तरह की चीज़ इसे क्यों न मिली?"" क्या वे उसका इनकार नहीं कर चुके है, जो इससे पहले मूसा को प्रदान किया गया था? उन्होंने कहा, ""दोनों जादू है जो एक-दूसरे की सहायता करते है।"" और कहा, ""हम तो हरेक का इनकार करते है।"""	इससे पहले उन्होंने इस बात पर पूरी ठीक-से जानकारी दी.
872	872	872	It's for Pascal and Watson!	यह पास्कल एंड वाट्सन के लिए है!	यह पास्कल और वॉट्स के लिए
873	873	873	Teacher	शिक्षक	टीचर
874	874	874	Look, I came to say sorry.	देखो, मैं माफ़ी माँगने आया हूँ।	रोते, मैंने यह कहा कि मैंने सारा संबारा से कहा है।
875	875	875	"If you could see, when the angels take the souls of those who are bent on denying the truth [at death], how they strike their faces and backs: saying ""Taste the punishment of the Burning!"	"क्या ही अच्छा होता कि तुम देखते जब फ़रिश्ते इनकार करनेवालों के प्राण ग्रस्त करते हैं! वे उनके चहरों और उनकी पीठों पर मारते जाते हैं कि ""लो अब जलने की यातना मज़ा चखो।"" (तो उनकी दुर्दशा का अन्दाजा कर सकते)"	"मूल्य:
अगर आप जानते, कैसे इंसान में झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो लोग झूठ बोलते हैं या जो"
876	876	876	DARCY:	डार्सी '.	डार्कशिप:
877	877	877	And when We gave Musa the Book and the distinction that you might walk aright.	और (वह वक्त भी याद करो) जब मूसा को (तौरेत) अता की और हक़ और बातिल को जुदा करनेवाला क़ानून (इनायत किया) ताके तुम हिदायत पाओ	और जब हमनुसा जीवंत पुस्तक और उसकी स्पष्टता को दिया गया था तो वे जो पुस्तक लेते हैं वे सही पुस्तक हैं
878	878	878	Those who consume the wealth of orphans illicitly consume only fire into their bellies; and they will roast in a Blaze.	जो लोग अनाथों के माल अन्याय के साथ खाते है, वास्तव में वे अपने पेट आग से भरते है, और वे अवश्य भड़कती हुई आग में पड़ेगे	गलत जानकारी रखने वाले लोग जादू-धारी हैं और उन्हें अपने पैसे का फायदा है
879	879	879	We shaded you with clouds, and sent down to you manna and quails [saying]: ‘Eat of the good things We have provided for you.’ And they did not wrong Us, but they used to wrong [only] themselves.	और हमने तुम पर अब्र का साया किया और तुम पर मन व सलवा उतारा और (ये भी तो कह दिया था कि) जो सुथरी व नफीस रोज़िया तुम्हें दी हैं उन्हें शौक़ से खाओ, और उन लोगों ने हमारा तो कुछ बिगड़ा नहीं मगर अपनी जानों पर सितम ढाते रहे	"यहाँ हम शायद हैं विवरण:

हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्योंनीति:
हमें सँगीतित्व का राज्य बनाया गया क्य"
880	880	880	Sore Bone.	गले में हड्डी.	सोरे बोने.
881	881	881	ID	आईडी	ईडी
882	882	882	Do they not see how We conduct the water to a dry land, and with it We produce vegetation, from which their livestock eat, and themselves? Do they not see?	क्या इन लोगों ने इस पर भी ग़ौर नहीं किया कि हम चटियल मैदान (इफ़तादा) ज़मीन की तरफ पानी को जारी करते हैं फिर उसके ज़रिए से हम घास पात लगाते हैं जिसे उनके जानवर और ये ख़ुद भी खाते हैं तो क्या ये लोग इतना भी नहीं देखते	अरे, वे नहीं देख सकते हैं कि हम दrying के पानी से हवा को एक dry land के तुमरे के form का स्थान देते हैं, और वह स्थान से भी बढ़कर वे स्थान व्यस्त होकर भी चलते हैं।
883	883	883	Resources	संसाधन	संसाधन
884	884	884	But stop making these absurd plans.	लेकिन इन बेतुका की योजना बना रही बंद करो।	लेकिन रुको ऐसी बिल्कुल असंभाव्य योजनों को भी लेकर आने.
885	885	885	I won't fall for your tricks now.	मैं अपनी चाल के लिए अब नहीं गिर जाएगी।	मैं आपके ट्रिक्स से रोकने की क्षमता में हूँ।
886	886	886	And according to Google Reader's statistics publishes 24.7 blog posts a week, i.e. more than 3.5 post per day.	नवारा … गूगल रीडर के आंकड़ों को मानें तो इस ब्लॉग पर प्रति सप्ताह 24.	गूगल रीडर के स्टैटिस्ट्स के अनुसार 24.7 ब्लॉग पोस्ट एक सेकडे से अधिक होते हैं.
887	887	887	Let's go.	-चलिए।	अरे जाना।
888	888	888	Fatal mail parser error near position %s in folder %s	%s फोल्डर में घातक मेल स्थिति% s के पास विश्लेषक त्रुटि	कम्प्लीट मेल पार्सिंग इंटर्वाल्यु सिरिंग फ़र्ज़ी मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक पार्सिंग इंटर्वाल्यु सिरिंग कम्प्लीट मेल-चेक
889	889	889	Paste contacts from the clipboard	क्लिपबोर्ड से कार्य चिपकाएँ	प्लीज contacts clipboard से पेस्ट कर
890	890	890	I think that is illegal.	जो वे खरीद नहीं सकते।	क्या है संभावना के साथ?
891	891	891	_Build (%s)	बिल्ड से.	कितना?
892	892	892	Cuba: Pavarotti Passes On · Global Voices	क्यूबा: पावारोती का देहांत	सिंक: पावारोट्टी पास पास ओ · ग्लोब वॉइस
893	893	893	Ready for another round?	दूसरे दौर के लिए तैयार हैं?	जैसा कि आप पहले से ही तैयार हैं?
894	894	894	You see, it came over the wire that Ellen had died.	आप देख , यह एलेन मृत्यु हो गई थी कि तार आया था.	आप देख सकते हैं, एलेन की मृतता किसी के वायर के साथ हुई थी।
895	895	895	Indeed a triumph awaits the Godwary:	निस्सदेह डर रखनेवालों के लिए एक बड़ी सफलता है,	हाँ, यह सच में एक बड़े का सामना है:
896	896	896	It is He who keeps you alive in your sleep at night and knows all that you do during the day. He wakes you up from your sleep to complete your worldly life, after which you will all return to Him. He will let you know all about what you had done in your worldly life.	वह वही (ख़ुदा) है जो तुम्हें रात को (नींद में एक तरह पर दुनिया से) उठा लेता हे और जो कुछ तूने दिन को किया है जानता है फिर तुम्हें दिन को उठा कर खड़ा करता है ताकि (ज़िन्दगी की) (वह) मियाद जो (उसके इल्म में) मुअय्युन है पूरी की जाए फिर (तो आख़िर) तुम सबको उसी की तरफ लौटना है फिर जो कुछ तुम (दुनिया में भला बुरा) करते हो तुम्हें बता देगा	"अपने संवद्भाव से और अच्छे से बोल सकते हूँ:
मेरे जो दिल है, मेरे जो सोचने तंत्र है, मेरे जो विविधत रखत है, मेरे जो रचनात्मकता रखत है, मेरे जो साहित्यिक क्षमता रखत है, मेरे जो भाषा की क्षमता रखत है।"
897	897	897	Yes.	हाँ।	जी हाँ।
898	898	898	File _type:	फ़ाइल प्रकार (_t):	कार्य _type:
899	899	899	The file you are trying to open contains an invalid byte sequence.	फ़ाइल को खोलें रखता है अवैध.	आप जिस व्यक्ति से आप चाहते हैं तो उसे खाने या पीने सहित सभी जानकारी देने वाला वह व्यक्ति होगा।
900	900	900	Available plugins	मौजूद प्लगिन	खोबरी प्लग-इन
901	901	901	But I only took the job 'cause a man needed a driver.	एक आदमी एक चालक की जरूरत है क्योंकि लेकिन मैं केवल नौकरी लिया.	लेकिन मैं बस यह काम करने 'के लिए सहेज रहा हूँ कि एक व्यक्त है जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो जो आवश्यकता है कि एक व्यक्त हो ज
902	902	902	She slightly misunderstood the purpose of my trip to Denmark, but yeah.	वो मेरी डेनमार्क की यात्रा के उद्देश्य को ठीक से समझी नहीं, पर हाँ.	मैं अपनी यात्रा के उद्देश्य को Denmark में रखने के लिए समझती हूँ, हाल हाल से.
903	903	903	So We took him and his hosts, and dumped them into the sea, while he was to be blamed.	अन्ततः हमने उसे और उसकी सेनाओं को पकड़ लिया और उन्हें गहरे पानी में फेंक दिया, इस दशा में कि वह निन्दनीय था	इस प्रकार हमें यह याद आ गईक्ति के लिए हम उन्हें और hosts के हाथों से sea में दे दिए. जबके को blamed होने को दिया गया
904	904	904	Cassander saw to that with his fake diaries painting Alexander as a sick and bloated drunk.	Cassander कि उसकी नकली डायरी के साथ... को देखा ... .	अलेक्जेंडर ने अपनी वास्तविक डायरी से सिंहारा को देखे और उसे सिंहारा के शरीर से कुछ रोटी भेज देने का दावा करते हुए, उसे विवाहित हस्तलिखित कार्ड की किताब से भी दूर रखा है
905	905	905	They are paired with Rowan and Paul to make what we call a brick.	"उन्हें रोवान और पॉल के साथ जोड़ा गया है. ऐसे समूह को हम ""ब्रिक"" कहते हैं"	यहाँ से रोवन और पॉल को भी इस Brick के साथ लगाया जाता है.
906	906	906	"for you, so that you may walk along its wide roads""."	ताकि तुम उसके बड़े बड़े कुशादा रास्तों में चलो फिरो	आपके लिए, ताकि आप इसकी व्यस्त रूप से गति कर सकें।
907	907	907	Nor can good and evil be equal. Repel thou evil with that which is goodly then behold he between whom and thee there was enmity, will be as though he was a warm friend.	भलाई और बुराई समान नहीं है। तुम (बुरे आचरण की बुराई को) अच्छे से अच्छे आचरण के द्वारा दूर करो। फिर क्या देखोगे कि वही व्यक्ति तुम्हारे और जिसके बीच वैर पड़ा हुआ था, जैसे वह कोई घनिष्ठ मित्र है	यह अच्छे और दुसरे के बराबर होगा। यह दुसरे से पर्याप्त नहीं होगा, फिर भी यह अच्छे से अच्छे होगा।
908	908	908	Mm-hm, but if we teamed up, it could bring your career to the next level.	हम दामन थाम लिया तो मिमी ह्म, लेकिन, इसे अगले स्तर तक अपने कैरियर ले सकता है.	बिल्क्रे, लेकिन अगर हम दोनों भाई भाई हो सकते हैं, तो मैंने भी career को next level तक ले सकता हूँ।
909	909	909	Joe Kleinsmith.	जोKleinsmith.	जो क्लेन्समिथ।
910	910	910	We sent Our messengers with the clear proofs, and We sent down with them the Book and the Balance, that humanity may uphold justice. And We sent down iron, in which is violent force, and benefits for humanity. That God may know who supports Him and His messengers invisibly. God is Strong and Powerful.	निश्चय ही हमने अपने रसूलों को स्पष्ट प्रमाणों के साथ भेजा और उनके लिए किताब और तुला उतारी, ताकि लोग इनसाफ़ पर क़ायम हों। और लोहा भी उतारा, जिसमें बड़ी दहशत है और लोगों के लिए कितने ही लाभ है., और (किताब एवं तुला इसलिए भी उतारी) ताकि अल्लाह जान ले कि कौन परोक्ष में रहते हुए उसकी और उसके रसूलों की सहायता करता है। निश्चय ही अल्लाह शक्तिशाली, प्रभुत्वशाली है	अस्पष्ट होने पर, इसे स्पष्ट रूप से नहीं लिया जा सकता है कि God ज्ञान देने वाला और सुसार है।
911	911	911	He keeps on talking forever if you listen to him.	तुम उसकी बात सुनते रहो तो वह बात करता ही जाएगा।	बातें जो आप सुन रहे हैं, उनमें से कुछ लंबे समय से जाती रहते हैं।
912	912	912	It's the end of the Reich.	यह रीक का अंत है.	यह रिक्स के संबंध में अंत है.
913	913	913	Those who do not believe in it would hasten it on, and those who believe are in fear from it, and they know that it is the truth. Now most surely those who dispute obstinately concerning the hour are in a great error.	(फिर ये ग़फ़लत कैसी) जो लोग इस पर ईमान नहीं रखते वह तो इसके लिए जल्दी कर रहे हैं और जो मोमिन हैं वह उससे डरते हैं और जानते हैं कि क़यामत यक़ीनी बरहक़ है आगाह रहो कि जो लोग क़यामत के बारे में शक़ किया करते हैं वह बड़े परले दर्जे की गुमराही में हैं	यह स्पष्ट है कि समय के बारे बैठे पक्ष पातियों के बीच बहुत सारा गलत निर्देश और सार्वजन्य निर्देश में पड़ सकता है।
914	914	914	Well, you can go wherever you wanna go.	यदि आप चाहते हैं जहाँ भी जाते ठीक है, तुम जा सकते हैं.	यह रह सकता प्लीज़।
915	915	915	Those who do not invoke another deity besides Allah, and do not kill a soul [whose life] Allah has made inviolable, except with due cause, and do not commit fornication. (Whoever does that shall encounter its retribution,	और वह लोग जो ख़ुदा के साथ दूसरे माबूदों की परसतिश नही करते और जिस जान के मारने को ख़ुदा ने हराम कर दिया है उसे नाहक़ क़त्ल नहीं करते और न ज़िना करते हैं और जो शख्स ऐसा करेगा वह आप अपने गुनाह की सज़ा भुगतेगा	यह कहता है कि किसी जो मूर्�rzी से मिल सकता है, उसे प्रगतिशक्त विषय से मिल सकता है।
916	916	916	You wanna play a little free market competition, just you and me?	आप चाहते हैं एक छोटी सी मुक्त बाजार में प्रतिस्पर्धा खेलने, सिर्फ तुम और मैं?	आपको एक छोटी फ्री मार्केट कॉम्पेटिव ड्योरिंग की इज़ाज़ुरी होगी
917	917	917	- How can I live without him?	कैसे मैं उसके बिना रह सकते हैं?	- इस प्रकार से, वे कौन हो सकते कि उनसे कौन भी छुटकारूि पाती है?
