	Source_Dialogue	Reference	MT
1252	"""If you do good, you will do so for your own good; if you do ill, you will do it for your own loss."" So, when the time of the second prediction comes, (We shall rouse another people) to shame you, and enter the Temple as they had done the first time, and to destroy what they conquered utterly."	अगर तुम अच्छे काम करोगे तो अपने फायदे के लिए अच्छे काम करोगे और अगर तुम बुरे काम करोगे तो (भी) अपने ही लिए फिर जब दूसरे वक्त क़ा वायदा आ पहुँचा तो (हमने तैतूस रोगी को तुम पर मुसल्लत किया) ताकि वह लोग (मारते मारते) तुम्हारे चेहरे बिगाड़ दें (कि पहचाने न जाओ) और जिस तरह पहली दफा मस्जिद बैतुल मुक़द्दस में घुस गये थे उसी तरह फिर घुस पड़ें और जिस चीज़ पर क़ाबू पाए खूब अच्छी तरह बरबाद कर दी	If you do good, you will do so for your own good; if you do ill, you will do it for your own loss. So, when the time of the second prediction comes, (We shall rouse another people) to shame you, and enter the Temple as they had done the first time, and to destroy what they conquered utterly.
1253	Obviously well educated and extremely well financed.	जाहिर है अच्छी तरह से शिक्षित और बहुत अच्छी तरह से वित्त पोषण किया.	अर्थ: विशेष रूप से शिक्षित और अत्यधिक धनवाली है।
1254	Build but do not install the target.	बिल्ड नहीं अधिष्ठापित करें लक्ष्य.	बिल्के ही काम करें, लेकिन स्थान को स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ स्थान के साथ
1255	Like you would be homeless, if I died.	जैसे कि तुम बेघर हो जाओगे, अगर मैं मर गया.	लोगों के लिए, यदि मुझे मर जाऊ।
1256	Just a call to let you know we've fixed a date for your case hearing.	आपको यह बताने के लिए फ़ोन किया है कि... हमने आपके केस की हीयरिंग के लिए तारीख तय कर दी है.	किसी को बताने के लिए, एक कॉल से हो सकता है।
1257	When will you drink it? The foreman says you have to work tonight!	प्रबंधक का कहना है कि आप को काम करना है.	When will you drink it? The foreman says you have to work tonight!
1258	Simulation of data DVD copying	आँकड़ा डीवीडी की नक़ल में सिमुलेशन	सिमुलेशन ऑफ डाटी डीवीडी
1259	( Laughter )	(हंसी)	Laughter
1260	They ask thee, (O Muhammad), of new moons, say: They are fixed seasons for mankind and for the pilgrimage. It is not righteousness that ye go to houses by the backs thereof (as do the idolaters at certain seasons), but the righteous man is he who wardeth off (evil). So go to houses by the gates thereof, and observe your duty to Allah, that ye may be successful.	"वे तुमसे (प्रतिष्ठित) महीनों के विषय में पूछते है। कहो, ""वे तो लोगों के लिए और हज के लिए नियत है। और यह कोई ख़ूबी और नेकी नहीं हैं कि तुम घरों में उनके पीछे से आओ, बल्कि नेकी तो उसकी है जो (अल्लाह का) डर रखे। तुम घरों में उनके दरवाड़ों से आओ और अल्लाह से डरते रहो, ताकि तुम्हें सफलता प्राप्त हो"	क्या आप किसी विशेषता के लिए मुस्कला हैं? क्या आप किसी विशेषता के लिए मुस्कला हैं?
1261	His daughter, Oei, of course.	अपनी बेटी से, बेशक ओएइ,.	अर्थ: किसी भी व्यक्ति के पिता के साथ, किसी भी व्यक्ति के पिता के साथ, किसी भी व्यक्ति के पिता के साथ, किसी भी व्यक्ति के पिता के साथ, किसी भी व्यक्ति के पिता के साथ, किसी भी व्यक्ता के पिता के साथ, किसी भी व्यक्ता के पिता के साथ, किसी भी व्यक्ता के पिता के साथ, किसी भी व्यक्ता के पिता के साथ, किसी भी व्यक्ता के पिता के साथ, किसी भी व्यक्ता के पिता के साथ, किसी भी व्यक्ता के पिता के साथ, किसी भी व्यक्ता के पिता के साथ, किसी भी
1262	"But when the unbelievers see you they make fun of you (and say): ""Is this the one who mentions your gods (deridingly)?"" Yet in Ar-Rahman they disbelieve!"	और (ऐ रसूल) जब तुम्हें कुफ्फ़ार देखते हैं तो बस तुमसे मसखरापन करते हैं कि क्या यही हज़रत हैं जो तुम्हारे माबूदों को (बुरी तरह) याद करते हैं हालाँकि ये लोग खुद खुदा की याद से इन्कार करते हैं (तो इनकी बेवकूफ़ी पर हँसना चाहिए)	"But when the unbelievers see you they make fun of you (and say): ""Is this the one who mentions your gods (deridingly)? Yet in Ar-Rahman they disbelieve!"
1263	Turn on the radio.	रेडियो पर मुड़ें.	हिंदी में ट्रांजिट करने का सुझाव: ट्रांजिट करने की सुन्दारी हिंदी में है।
1264	"Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong."	(ऐ रसूल) क्या तुमने मूसा के बाद बनी इसराइल के सरदारों की हालत पर नज़र नही की जब उन्होंने अपने नबी (शमूयेल) से कहा कि हमारे वास्ते एक बादशाह मुक़र्रर कीजिए ताकि हम राहे ख़ुदा में जिहाद करें (पैग़म्बर ने) फ़रमाया कहीं ऐसा तो न हो कि जब तुम पर जिहाद वाजिब किया जाए तो तुम न लड़ो कहने लगे जब हम अपने घरों और अपने बाल बच्चों से निकाले जा चुके तो फिर हमे कौन सा उज़्र बाक़ी है कि हम ख़ुदा की राह में जिहाद न करें फिर जब उन पर जिहाद वाजिब किया गया तो उनमें से चन्द आदमियों के सिवा सब के सब ने लड़ने से मुँह फेरा और ख़ुदा तो ज़ालिमों को खूब जानता है	हस्ते तो तुम्हारी बच्चों के लोगों को किसी के शासन के समय में मुस्कला हो सकती है। मुस्कला में मुस्कला के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों के लोगों
1265	We can't lose him! My God!	आप वास्तव में, बच्चों के रूप में उन्हें देख नहीं है न?	We can't lose him! My God!
1266	Take Newer (last modified)	Sync Conflict Resolution	क्या आप किसी विशेष प्रकार के विषय को संशकित कर सकते हैं?
1267	Delete the selected history link	चयनित इतिहास लिंक को मिटाएँ	मुझे इस प्रारंभिक संस्कृति को स्पष्ट, स्पष्ट, और सुरक्षित संदेश देने की आवश्यकता है।
1268	Select all text	सारा पाठ चुनें	मैं आपके संपर्क करें
1269	Exporting key...	कुंजी निर्यात किया जा रहा है...	"Translation:
Exporting key..."
1270	I... ask You, God...	आई. .. मैं तुमको प्रार्थना करना, मेरे भगवान...	मुझे क्या कहाने में मदद देने के लिए, आप मुझे बताएं, भगवान...
1271	East hallway, clear.	पूर्वदालान,स्पष्ट/मैं	East hallway, clear.
1272	c++-analyzer:	c++-analyzer:	क्योंने क्योंने:
1273	Lo! He, only He, is the Hearer, the Knower.	करने वालों (की जमाअत) में तुम्हारा फिरना (उठना बैठना सजदा रुकूउ वगैरह सब) देखता है	लो! है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, है, ह
1274	Threads started by %1	लड़ियाँ डिफ़ॉल्ट पर खुला रखें( p)	The threads started by %1
1275	"Say, ""Perhaps some of the things which you wish to experience immediately are very close to you."""	(ऐ रसूल) तुम कह दो कि जिस (अज़ाब) की तुम लोग जल्दी मचा रहे हो क्या अजब है इसमे से कुछ करीब आ गया हो	"सही, ""कुछ भी जो आप जल्दी ही कुछ हो सकते हैं."""
1276	For the third quarter ended September 30, Bombardier's net profit fell to $147 million, or 8 cents per share, from $172 million, or 9 cents per share a year earlier.	30 सितंबर को समाप्त तीसरी तिमाही के लिए, Bombardier के शुद्ध लाभ एक साल पहले $ $147मिलियन, या प्रति शेयर 8 सेंट, $172मिलियन, या प्रति शेयर 9 सेंट तक गिर गया.	बार्डियर के तीसरे वर्ष के अंत में 30 सितंबर के दिन में अपने नेट प्रिंट 147 मिलियन, 8 कंटे शेयर, 172 मिलियन, 9 कंटे शेयर, या एक वर्ष से 9 कंटे शेयर, 8 मिलियन, 8 कंटे शेयर, 9 मिलियन, 8 कंटे शेयर, 8 मिलियन, 8 कंटे शेयर, 9 मिलियन, 8 कंटे शेयर, 8 मिलियन, 8 कंटे शेयर, 9 मिलियन, 8 कंटे शेयर, 8 मिलियन, 8 कंटे शेयर, 9 मिलियन, 8 कंटे शेयर, 8 मिलियन, 8 कंटे शेयर, 9 मिलियन, 8 कंटे शेयर, 8 मिलियन, 8 कंटे शेयर, 9 मिलियन, 8 कंटे शेयर, 8 मिलियन, 8 क
1277	Can we be traced?	हम पता लगाया जा सकता है?	Can I be traced?
1278	You know that movie I was telling you about? It's playing over at the campus cinema.	मैंने एक फिल्म के बारे में सुना है जो...	मुझे बताने के लिए, यह एक फिल्म है जो आप मुझसे बताया था। यह फिल्म स्टैंडर्स की सीट में चल रही है।
1279	- I am available.	- मैं disponÃ में सक्षम हूँ.	मैं उपलब्ध हूँ।
1280	It's a present from Raju	यह राजू ने दिया है.	It's a present from Raju
1281	_Enable	जावा सक्षम करें	Ensure the following text from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to HindiEnsure the translation from English to
1282	Samarinda	शमनगनslovakia. kgm	Samarinda
1283	It is He who sends down upon His Servant [Muhammad] verses of clear evidence that He may bring you out from darknesses into the light. And indeed, Allah is to you Kind and Merciful.	वही तो है जो अपने बन्दे (मोहम्मद) पर वाज़ेए व रौशन आयतें नाज़िल करता है ताकि तुम लोगों को (कुफ़्र की) तारिक़ीयों से निकाल कर (ईमान की) रौशनी में ले जाए और बेशक ख़ुदा तुम पर बड़ा मेहरबान और निहायत रहम वाला है	मुझे इस पाठ को हिंदी में सुनाने की सुरक्षा करें, यह स्पष्ट और स्पष्ट है।
1284	Such of you as die and leave behind them wives, they (the wives) shall wait, keeping themselves apart, four months and ten days. And when they reach the term (prescribed for them) then there is no sin for you in aught that they may do with themselves in decency. Allah is informed of what ye do.	और तुममें से जो लोग मर जाएँ और अपने पीछे पत्नियों छोड़ जाएँ, तो वे पत्नियों अपने-आपको चार महीने और दस दिन तक रोके रखें। फिर जब वे अपनी निर्धारित अवधि (इद्दत) को पहुँच जाएँ, तो सामान्य नियम के अनुसार वे अपने लिए जो कुछ करें, उसमें तुमपर कोई गुनाह नहीं। जो कुछ तुम करते हो, अल्लाह उसकी ख़बर रखता है	सही के लिए, इसे सही सुनाने की आवश्यकता है, सही सुनाने की आवश्यकता है, सही सुनाने की आवश्यकता है।
1285	This is the ID of the account holding the IMAP resource folders.	यह आईमैप रिसोर्स फ़ोल्डर रखे हुए खाते का आईडी है.	ID is the ID of account holding IMAP resource folders.
1286	It's Lise's car.	यह लिसे की कार है.	It's Lise's car.
1287	You have not heard or seen anything	आपने सुना या कुछ भी नहीं देखा है	क्या आप किसी विषय के बारे में कोई जानकारी नहीं हैं?
1288	...What if they could talk to us what were they thinking...	वे हमसे बात कर सकता ... क्या अगर... ... वे क्या सोच रहे थे...	क्या आप इस प्रश्न को अंग्रेजी से हिंदी में से पाठ के साथ प्रस्तुत कर सकते हैं?
1289	I've looked through the hole?	छेद मे से मैंने देखा था?	मैंने इसे देखा है
1290	I couldn't save you once... and that was the biggest mistake of my life.	मैं तुम्हें एक बार नहीं बचा सकता है ... ... और कहा कि मेरे जीवन की सबसे बड़ी गलती थी।	मुझे किसी को सुरक्षित कराने का कोई संदेश नहीं है। और वह सबसे बड़ा मुश्कल का सबसे बड़ा मुश्कल था।
1291	[man howling] [howling continues] [chuckles]	[पुरुष चीख रहा है] [चीख जारी है] [दबी हंसी]	मान होइल [होइल जोइल] [चुक्च]
1292	No, you didn't tell me anything.	नहीं, तुम मुझे कुछ नहीं बताया.	No, you didn't tell me anything.
1293	I'd even sing you poetry	-गाऊँगा तुम्हारे लिए कविता भी	मुझे हिंदी में संगीत के साथ संगीत की सुंदरता को संगीत के प्रेम के साथ संगीत की सुंदरता को संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ संगीत के प्रेम के साथ
1294	System Monitor	तंत्र मॉनीटर	System Monitor
1295	And before it there hath been the Book of Musa, a guide and a mercy. And this a Book confirming it, in Arabic speech, that it may warn those who have done wrong and as glad tidings Unto the well-doers.	और इसके क़ब्ल मूसा की किताब पेशवा और (सरासर) रहमत थी और ये (क़ुरान) वह किताब है जो अरबी ज़बान में (उसकी) तसदीक़ करती है ताकि (इसके ज़रिए से) ज़ालिमों को डराए और नेकी कारों के लिए (अज़सरतापा) ख़ुशख़बरी है	मुसा के बाद में मुसा का एक पुस्तक है, एक मार्गद्वार और एक मार्गद्वार का एक पुस्तक है। और इस पुस्तक में सुनाने के लिए, अरबी भाषा में सुनाने की पुष्टि है, जो कुछ गलत कर रहे हैं और कुछ बेहतर सुनाने के लिए पुष्टि है।
1296	And if he (the dying person) be of those on the Right Hand,	और यदि वह भाग्यशालियों में से है,	And if he (the dying person) be of those on the Right Hand,
1297	[ GLASS SHATTERS ]	[कांच टूटता]	Glass shattered.
1298	Plugins	प्लगइन्स	Plas
1299	We have sent it down with truth, and with truth has (the Qur'an) come down. And We have sent you only to give good news and to warn.	और (ऐ रसूल) हमने इस क़ुरान को बिल्कुल ठीक नाज़िल किया और बिल्कुल ठीक नाज़िल हुआ और तुमको तो हमने (जन्नत की) खुशखबरी देने वाला और (अज़ाब से) डराने वाला (रसूल) बनाकर भेजा है	मुझे बताने के लिए, यहाँ से सच्चा मिला है। और हमें कुरान के साथ मिला है। और हमें कुरान के साथ मिला है।
1300	She's not our queen because she's the daughter of some king we never knew.	वह हमारी रानी क्योंकि वह बेटी है नहीं है कुछ राजा के हम कभी नहीं जानता था।	मुझे इस प्रश्न को स्पष्ट, स्पष्ट और सही मान देना चाहिए।
1301	Let's go.	चलो चलो.	Let's go.
1302	7-Zip (.7z)	7-Zip (.7z)	7-Zip .
1303	"And when Saul marched out with his army, he warned: ""Allah is going to put you to a test by the side of a river: whoso drinks of its water shall cease to be my companion: he alone shall be~my companion who does not quench his thirst with its water: one may, however, take except a few, drank their fill of it. Afterwards when Saul, and those who had believed with him, crossed the river and advanced forward, the former said to Saul, ""We have no power left this day to fight against Goliath and his hosts."" But those who believed that one Day they shall meet Allah, declared, ""lt has often been that a small host has, by Allah's grace, overcome a big host: for Allah is with those who show fortitude."""	फिर जब तालूत लशकर समैत (शहर ऐलिया से) रवाना हुआ तो अपने साथियों से कहा देखो आगे एक नहर मिलेगी इस से यक़ीनन ख़ुदा तुम्हारे सब्र की आज़माइश करेगा पस जो शख्स उस का पानी पीयेगा मुझे (कुछ वास्ता) नही रखता और जो उस को नही चखेगा वह बेशक मुझ से होगा मगर हाँ जो अपने हाथ से एक (आधा चुल्लू भर के पी) ले तो कुछ हर्ज नही पस उन लोगों ने न माना और चन्द आदमियों के सिवा सब ने उस का पानी पिया ख़ैर जब तालूत और जो मोमिनीन उन के साथ थे नहर से पास हो गए तो (ख़ास मोमिनों के सिवा) सब के सब कहने लगे कि हम में तो आज भी जालूत और उसकी फौज से लड़ने की सकत नहीं मगर वह लोग जिनको यक़ीन है कि एक दिन ख़ुदा को मुँह दिखाना है बेधड़क बोल उठे कि ऐसा बहुत हुआ कि ख़ुदा के हुक्म से छोटी जमाअत बड़ी जमाअत पर ग़ालिब आ गयी है और ख़ुदा सब्र करने वालों का साथी है	कुतर के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल के साथ, सोल क
1304	on the day when [some] faces will turn white and [some] faces will turn black. As for those whose faces turn black [it will be said to them], ‘Did you disbelieve after your faith? So taste the punishment because of what you used to disbelieve.’	(उस दिन से डरो) जिस दिन कुछ लोगों के चेहरे तो सफैद नूरानी होंगे और कुछ (लोगो) के चेहरे सियाह जिन लोगों के मुहॅ में कालिक होगी (उनसे कहा जायेगा) हाए क्यों तुम तो ईमान लाने के बाद काफ़िर हो गए थे अच्छा तो (लो) (अब) अपने कुफ़्र की सज़ा में अज़ाब (के मजे) चखो	क्या आप किसी विशेषता के लिए संस्कृत भाषा में संवर्धित करना चाहते हैं?
1305	Let's go.	-चलो।	ले जाए.
1306	"Believe only in those who follow your own religion."" Say to them, ""Surely, the true guidance is the guidance from God."" [But you think it is impossible that] someone else may be granted [revelation] such as you were granted -- or else that they should contend against you before your Lord. Say, ""All grace is in the hands of God; He grants it to whom He wills: for God is boundless, and all knowing,"	और तुम्हारे दीन की पैरवरी करे उसके सिवा किसी दूसरे की बात का ऐतबार न करो (ऐ रसूल) तुम कह दो कि बस ख़ुदा ही की हिदायत तो हिदायत है (यहूदी बाहम ये भी कहते हैं कि) उसको भी न (मानना) कि जैसा (उम्दा दीन) तुमको दिया गया है, वैसा किसी और को दिया जाय या तुमसे कोई शख्स ख़ुदा के यहॉ झगड़ा करे (ऐ रसूल तुम उनसे) कह दो कि (ये क्या ग़लत ख्याल है) फ़ज़ल (व करम) ख़ुदा के हाथ में है वह जिसको चाहे दे और ख़ुदा बड़ी गुन्जाईश वाला है (और हर शै को)े जानता है	"मुझे केवल उस लोगों के अनुवरा जो अपने धर्म को पालने के लिए पूर्ण है."" कहें ""सबसे, सच्चे है कि आप किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है? किसे है?"
1307	YOU'RE A LOUSY SHOT.	आप एक घटिया शॉट हो.	क्या आप लोग है?
1308	As for the ship, it belonged to certain poor men, who toiled upon the sea; and I desired to damage it, for behind them there was a king who was seizing every ship by brutal force.	वह जो नौका थी, कुछ निर्धन लोगों की थी जो दरिया में काम करते थे, तो मैंने चाहा कि उसे ऐबदार कर दूँ, क्योंकि आगे उनके परे एक सम्राट था, जो प्रत्येक नौका को ज़बरदस्ती छीन लेता था	सही के लिए, जहां पर से एक पुरा आदमी था, जो तटसे पर काम करता था, और मुझे उसे नष्कलना चाहा, क्योंकि पीछे में एक राजा था, जो सभी जहां पर अपने जहां पर अपने जहां पर काम करता था।
1309	It's really silly of me.	यह मेरे सच में पागल है.	मुझे यह बहुत ही अजीब.
1310	I was scared to go to India alone, that's when I found you.	मैं अकेला भारत जाने के डर गया था, कि जब मैं तुम्हें मिल गया है।	मैं बहुत हिचकता हूँ कि मैं भारतीय से ही दूर होऊ, जो मुझे बहुत पसंद करता हूँ।
1311	Then why a dragon army?	फिर तुमने एक ड्रैगन सेना क्यों तैयार की?	क्या आप किसी विशेषता के लिए द्रो के सैन्य समूह के प्रत्यास?
1312	Your names	रविशंकर श्रीवास्तव, जी. करूणाकरEMAIL OF TRANSLATORS	अपने नाम
1313	"Add all these together you get a Black Superpower."""	ये सब जोड़ कर देखें, आपको एक अश्वेत महाशक्ति मिल जायेगी।	"अर्थ: ""कुल्ली सुपरपावर"""
1314	Certificate problem: %s Issuer: %s	प्रमाणपत्र समस्या: %s निर्गमक: %s	Certificate problem: %s Isser: %s
1315	Unknown	अज्ञात	Unknown
1316	Priority:	पोर्टः	Priority:
1317	And by those that swim along (i.e. angels or planets in their orbits, etc.).	और गवाह है वे जो वायुमंडल में तैरें,	अर्थ: कुछ प्रकार के व्यक्तु जो अपने स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ के लिए स्वार्थ क
1318	They will never be denied the rewards of their good deeds. God knows well about the pious.	और वह जो कुछ नेकी करेंगे उसकी हरगिज़ नाक़द्री न की जाएगी और ख़ुदा परहेज़गारों से खूब वाक़िफ़ है	किसी भी व्यक्ति को उनके अच्छे कार्यों के लिए किसी भी प्रकार के पुरस्कार दिया जाएगा। भगवान को अच्छा होता है।
1319	O People who Believe! Do not make lawful the symbols of Allah nor the sacred months nor the sacrificial animals sent to Sacred Territory (around Mecca) nor the animals marked with garlands, nor the lives and wealth of those travelling towards the Sacred House (Kaa’bah) seeking the munificence and pleasure of their Lord; and when you have completed the pilgrimage, you may hunt; and let not the enmity of the people who had stopped you from going to the Sacred Mosque tempt you to do injustice; and help one another in righteousness and piety – and do not help one another in sin and injustice – and keep fearing Allah; indeed Allah’s punishment is severe.	ऐ ईमानदारों (देखो) न ख़ुदा की निशानियों की बेतौक़ीरी करो और न हुरमत वाले महिने की और न क़ुरबानी की और न पट्टे वाले जानवरों की (जो नज़रे ख़ुदा के लिए निशान देकर मिना में ले जाते हैं) और न ख़ानाए काबा की तवाफ़ (व ज़ियारत) का क़स्द करने वालों की जो अपने परवरदिगार की ख़ुशनूदी और फ़ज़ल (व करम) के जोयाँ हैं और जब तुम (एहराम) खोल दो तो शिकार कर सकते हो और किसी क़बीले की यह अदावत कि तुम्हें उन लोगों ने ख़ानाए काबा (में जाने) से रोका था इस जुर्म में न फॅसवा दे कि तुम उनपर ज्यादती करने लगो और (तुम्हारा तो फ़र्ज यह है कि ) नेकी और परहेज़गारी में एक दूसरे की मदद किया करो और गुनाह और ज्यादती में बाहम किसी की मदद न करो और ख़ुदा से डरते रहो (क्योंकि) ख़ुदा तो यक़ीनन बड़ा सख्त अज़ाब वाला है	मित्र: किसी लोगों के विश्वसन के लिए, न किसी कानून को अलाह, सार्वस्त्रिक मार्गों को सार्वस्त्रिक मार्गों को सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्गों को अलाह के सार्वस्त्रिक मार्ग
1320	Move ~a onto the king of clubs.	~a को चिड़ी का बादशाह पर ले जाएँ	मुख्य: क्लास के लिए एक स्थानिक है।
1321	10 grand, that's all I got from that lawyer.	10 हज़ार, मैं उस वकील से मिला है वह सब है.	10 grand, that's all I got from that lawyer.
1322	Blue Squares	नीला वर्ग	Blue Squares
1323	I'm not rich right now.	अब मैं अमीर नहीं हूँ.	मैं अब नहीं रिच हूँ।
1324	It's lunch, Probies!	यह दोपहर के भोजन है, Probies!	It's lunch, Probies!
1325	Add	जोड़ें	Add
1326	Those meetings are bullshit!	उन बैठकों बकवास कर रहे हैं!	Those meetings are fake!
1327	The manager that created this data	प्रबंधक जो इस डेटा को निर्मित किया हैdefault:RTLpredefinito:LTR	The manager who created this data
1328	Move contacts to	संपर्कों को यहाँ खिसकाएँ	क्या आप मुझसे किस प्रकार के विषय को स्पष্�िक कर सकते हैं?
1329	Other	अन्य	Other
1330	X	एक्स	क्या आप मुझसे कुछ प्रश्न पूछ रहे हैं?
1331	- Yeah, I wasn't talking to you.	- मैं तुमसे बात नहीं कर रहा था?	मैंने कुछ बात नहीं कहा था।
1332	He wanted me to thank you for that.	उसने मुझे उस के लिए धन्यवाद करना चाहता था.	मुझे किसी को धन्यवाद देने के लिए धन्यवाद करें।
1333	Automatically update the file's symbols without saving. The update occurs after 10 seconds without keypresses by the user.	स्वचालित प्रकार से फ़ाइल से. सहेजन रहा है पश्चात सेकण्ड द्वारा प्रयोक्ता.	Automatically update the file's symbols without saving. The update occurs after 10 seconds without keypresses by the user.
1334	The Race Laws require me to ask you this:	तुम से यह पूछने को:	The race laws require me to ask you this:
1335	He's coming up the back stairs.	वह वापस सीढ़ियों से ऊपर आ है.	किसी ने पीछे की सड़ी पर जाने की ओर बढ़ रहा है।
1336	Copy...	नक़ल...	मुझे किसी को क्या बताना चाहिए?
1337	Here is the real European news: the great, post-war plan to unite Europe has finally stalled.	यहां वास्तविक यूरोपीय समाचार हैः यूरोप को संगठित करने की महान, युद्ध-पश्चात योजना अंततः रुक गई है।	क्या आप किसी विशेषता को विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष रूप से विशेष र
