	Source_Dialogue	Reference	MT
1261	His daughter, Oei, of course.	अपनी बेटी से, बेशक ओएइ,.	ओई की बहन है।
1262	"But when the unbelievers see you they make fun of you (and say): ""Is this the one who mentions your gods (deridingly)?"" Yet in Ar-Rahman they disbelieve!"	और (ऐ रसूल) जब तुम्हें कुफ्फ़ार देखते हैं तो बस तुमसे मसखरापन करते हैं कि क्या यही हज़रत हैं जो तुम्हारे माबूदों को (बुरी तरह) याद करते हैं हालाँकि ये लोग खुद खुदा की याद से इन्कार करते हैं (तो इनकी बेवकूफ़ी पर हँसना चाहिए)	"मुसलमानों को देखकर वे आपको मजाक में लेते हैं (और कहते हैं): ""क्या यह आपके देवताओं के बारे में बात कर रहा है (दुर्भागी)?"" लेकिन अर-रहमानों में विश्वास नहीं है।"
1263	Turn on the radio.	रेडियो पर मुड़ें.	मेलोड़ को सक्रिय करें.
1264	"Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong."	(ऐ रसूल) क्या तुमने मूसा के बाद बनी इसराइल के सरदारों की हालत पर नज़र नही की जब उन्होंने अपने नबी (शमूयेल) से कहा कि हमारे वास्ते एक बादशाह मुक़र्रर कीजिए ताकि हम राहे ख़ुदा में जिहाद करें (पैग़म्बर ने) फ़रमाया कहीं ऐसा तो न हो कि जब तुम पर जिहाद वाजिब किया जाए तो तुम न लड़ो कहने लगे जब हम अपने घरों और अपने बाल बच्चों से निकाले जा चुके तो फिर हमे कौन सा उज़्र बाक़ी है कि हम ख़ुदा की राह में जिहाद न करें फिर जब उन पर जिहाद वाजिब किया गया तो उनमें से चन्द आदमियों के सिवा सब के सब ने लड़ने से मुँह फेरा और ख़ुदा तो ज़ालिमों को खूब जानता है	"हाँ, मैं इसे हिंदी में अनुवादित करूंगा।

हाँ, मैं इसे हिंदी में अनुवादित करूंगा।

हस्ता ने मूसे के समय के बाद (मूसे के समय के बाद) के शासकों के बच्चों के सामने कहा, ""हमें एक शासक चुनना चाहिए, जो हमें अल्लाह के लिए लड़ने के लिए प्रोत्साहित करे।"" उन्होंने कहा, ""क्या यह संभव है कि आप लड़ने के लिए कहा जाए, अगर आप कह रहे हैं कि आप लड़ने के लिए कह रहे?"" उन्होंने कहा, ""क्या हमें लड़ने के लिए कहा जाए, जब हम अपने घरों और परिवारों से बाहर निकल गए थे?"" लेकिन जब उन्हें लड़ने के लिए कहा गया, तो वे वापस आ गए,"
1265	We can't lose him! My God!	आप वास्तव में, बच्चों के रूप में उन्हें देख नहीं है न?	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
1266	Take Newer (last modified)	Sync Conflict Resolution	नई (अंतिम रूप से अद्यतन)
1267	Delete the selected history link	चयनित इतिहास लिंक को मिटाएँ	"माफ़ कीजिये, मैं आपके लिए एक सही हिंदी अनुवाद प्रदान करने के लिए तैयार हूँ।

दिले दिए गए विषय के अनुसार, ""Delete the selected history link"" का हिंदी अनुवाद यह है:

डिलीट करें गए विकल्प का इतिहास लिंक"
1268	Select all text	सारा पाठ चुनें	"हिंदी में अनुवाद:

अपने सभी सामग्री को चुनें"
1269	Exporting key...	कुंजी निर्यात किया जा रहा है...	"मूल भाषा की हिंदी में अनुवाद करने के लिए, मैं इसे निम्न प्रकार की हिंदी में अनुवाद करता हूं:

अर्जित करने वाले मुख्य..."
1270	I... ask You, God...	आई. .. मैं तुमको प्रार्थना करना, मेरे भगवान...	मैं तुम्हें प्रार्थना करने के लिए पूछता हूँ, भगवान।
1271	East hallway, clear.	पूर्वदालान,स्पष्ट/मैं	"हिंदी में इसे:

East hallway, clear"
1272	c++-analyzer:	c++-analyzer:	"हिंदी में अनुवाद:
c++-analyzer"
1273	Lo! He, only He, is the Hearer, the Knower.	करने वालों (की जमाअत) में तुम्हारा फिरना (उठना बैठना सजदा रुकूउ वगैरह सब) देखता है	"हाँ, मैं इसे हिंदी में अनुवाद करूंगा।

लो! वहाँ है वहाँ है, वहाँ है वहाँ है।"
1274	Threads started by %1	लड़ियाँ डिफ़ॉल्ट पर खुला रखें( p)	Threads की शुरुआत में %1 ने शुरू किया।
1275	"Say, ""Perhaps some of the things which you wish to experience immediately are very close to you."""	(ऐ रसूल) तुम कह दो कि जिस (अज़ाब) की तुम लोग जल्दी मचा रहे हो क्या अजब है इसमे से कुछ करीब आ गया हो	"माफ़ कीजिये, ""कुछ ऐसे चीजें जिन्हें आप जल्द ही अनुभव करना चाहते हैं वह आपके पास ही हो सकती है।"""
1276	For the third quarter ended September 30, Bombardier's net profit fell to $147 million, or 8 cents per share, from $172 million, or 9 cents per share a year earlier.	30 सितंबर को समाप्त तीसरी तिमाही के लिए, Bombardier के शुद्ध लाभ एक साल पहले $ $147मिलियन, या प्रति शेयर 8 सेंट, $172मिलियन, या प्रति शेयर 9 सेंट तक गिर गया.	बॉम्बार्डियर के तीसरे क्वार्टर के अंत में 30 सितंबर को समाप्त हुआ था। बॉम्बार्डियर के नेट प्रॉफिट 8 सेंटीमेंट में 147 मिलियन डॉलर थे, जो पिछले वर्ष में 9 सेंटीमेंट में 172 मिलियन डॉलर थे।
1277	Can we be traced?	हम पता लगाया जा सकता है?	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
1278	You know that movie I was telling you about? It's playing over at the campus cinema.	मैंने एक फिल्म के बारे में सुना है जो...	मैं जानता हूँ कि फिल्म जो मैं आपको बता रहा था, वह किसी स्कूल की सिनेमा है जहां वह चल रही है।
1279	- I am available.	- मैं disponÃ में सक्षम हूँ.	मैं उपलब्ध हूँ।
1280	It's a present from Raju	यह राजू ने दिया है.	मुझे यह कहना है कि यह एक प्रस्तान है जो राजू ने राजू को दिया है।
1281	_Enable	जावा सक्षम करें	"हिंदी में अनुवाद:
एंज़ाई"
1282	Samarinda	शमनगनslovakia. kgm	Samarinda
1283	It is He who sends down upon His Servant [Muhammad] verses of clear evidence that He may bring you out from darknesses into the light. And indeed, Allah is to you Kind and Merciful.	वही तो है जो अपने बन्दे (मोहम्मद) पर वाज़ेए व रौशन आयतें नाज़िल करता है ताकि तुम लोगों को (कुफ़्र की) तारिक़ीयों से निकाल कर (ईमान की) रौशनी में ले जाए और बेशक ख़ुदा तुम पर बड़ा मेहरबान और निहायत रहम वाला है	मुस्लिम के अनुसार, यह कहा जाता है कि वह आपको दुनिया के अंधकार से बाहर निकालने के लिए अपने सेवक मुहम्मद को निशाना बनाता है। वह आपको मुसीबतों से मुक्त करने के लिए आपके लिए अच्छा और दयालु है।
1284	Such of you as die and leave behind them wives, they (the wives) shall wait, keeping themselves apart, four months and ten days. And when they reach the term (prescribed for them) then there is no sin for you in aught that they may do with themselves in decency. Allah is informed of what ye do.	और तुममें से जो लोग मर जाएँ और अपने पीछे पत्नियों छोड़ जाएँ, तो वे पत्नियों अपने-आपको चार महीने और दस दिन तक रोके रखें। फिर जब वे अपनी निर्धारित अवधि (इद्दत) को पहुँच जाएँ, तो सामान्य नियम के अनुसार वे अपने लिए जो कुछ करें, उसमें तुमपर कोई गुनाह नहीं। जो कुछ तुम करते हो, अल्लाह उसकी ख़बर रखता है	"मैं इस भाषा को अंग्रेजी से हिंदी में अनुवाद करता हूं।

जो लोग मरते हैं और उन्हें छोड़ते हैं उन्हें उनकी पत्नियों को देखकर रखें, उन्हें अपने खुद के साथ अलग रखें, चार महीने और दस दिन। जब वे उनके समय के लिए पहुंच जाएं, तो उन्हें कोई भी गलती नहीं होगी उनके साथ उनकी नैतिकता में। अल्लाह जानता है कि आप क्या कर रहे हैं।

(अर्थ: वे अपनी पत्नियों को देखकर रखेंगे और उन्हें अपने खुद के साथ अलग रखेंगे चार महीने और दस दिन। जब वे उनके समय के लिए पहुंच जाएं, तो उन्हें कोई भी गलती नहीं होगी उनके साथ उनकी नैतिकता में। अल्लाह जानता है कि"
1285	This is the ID of the account holding the IMAP resource folders.	यह आईमैप रिसोर्स फ़ोल्डर रखे हुए खाते का आईडी है.	इस अकाउंट का आईडी इमपी रेसोर्स फोल्डर्स के लिए है।
1286	It's Lise's car.	यह लिसे की कार है.	मेरे पास लाइस कार है।
1287	You have not heard or seen anything	आपने सुना या कुछ भी नहीं देखा है	मैं किसी भी बात नहीं सुना या देखा है
1288	...What if they could talk to us what were they thinking...	वे हमसे बात कर सकता ... क्या अगर... ... वे क्या सोच रहे थे...	मुझे लगता है कि आप क्या कहना चाहते हैं।
1289	I've looked through the hole?	छेद मे से मैंने देखा था?	मैंने देखा है?
1290	I couldn't save you once... and that was the biggest mistake of my life.	मैं तुम्हें एक बार नहीं बचा सकता है ... ... और कहा कि मेरे जीवन की सबसे बड़ी गलती थी।	मैं आपको कभी नहीं बचा सकता था। और यह मेरे जीवन का सबसे बड़ा गलती था।
1291	[man howling] [howling continues] [chuckles]	[पुरुष चीख रहा है] [चीख जारी है] [दबी हंसी]	"मान के अनुसार हिंदी में:

मान के गीत गाता है [मान गीत गाता है] [मान गीत गाता है] [हंसते हैं]"
1292	No, you didn't tell me anything.	नहीं, तुम मुझे कुछ नहीं बताया.	मैं आपको बताने में असफल था।
1293	I'd even sing you poetry	-गाऊँगा तुम्हारे लिए कविता भी	मैं तुम्हें कविता गाना भी गाना चाहूंगा।
1294	System Monitor	तंत्र मॉनीटर	"हिंदी में अनुवाद:
सिस्टमॉनिटर"
1295	And before it there hath been the Book of Musa, a guide and a mercy. And this a Book confirming it, in Arabic speech, that it may warn those who have done wrong and as glad tidings Unto the well-doers.	और इसके क़ब्ल मूसा की किताब पेशवा और (सरासर) रहमत थी और ये (क़ुरान) वह किताब है जो अरबी ज़बान में (उसकी) तसदीक़ करती है ताकि (इसके ज़रिए से) ज़ालिमों को डराए और नेकी कारों के लिए (अज़सरतापा) ख़ुशख़बरी है	मुस्लिम के प्रारंभिक भाग में मुसा की किताब के बारे में बताया गया है, जो एक निर्देश और दया का स्रोत है। यह किताब इस बात की पुष्टि करती है कि यह लोगों को गलती करने वालों को चेतावनी देने के लिए है, और अच्छे काम करने वालों को खुशियों के संदेश देने के लिए।
1296	And if he (the dying person) be of those on the Right Hand,	और यदि वह भाग्यशालियों में से है,	अगर वह (दुखी व्यक्ति) दाहिने की ओर है,
1297	[ GLASS SHATTERS ]	[कांच टूटता]	"हिंदी में इसे:

[ ग्लास का टूटना ]"
1298	Plugins	प्लगइन्स	"हिंदी में ट्रांस्लेट:
प्लग्स"
1299	We have sent it down with truth, and with truth has (the Qur'an) come down. And We have sent you only to give good news and to warn.	और (ऐ रसूल) हमने इस क़ुरान को बिल्कुल ठीक नाज़िल किया और बिल्कुल ठीक नाज़िल हुआ और तुमको तो हमने (जन्नत की) खुशखबरी देने वाला और (अज़ाब से) डराने वाला (रसूल) बनाकर भेजा है	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
1300	She's not our queen because she's the daughter of some king we never knew.	वह हमारी रानी क्योंकि वह बेटी है नहीं है कुछ राजा के हम कभी नहीं जानता था।	"मैं इस टेक्स्ट को हिंदी में अनुवाद करने के लिए तैयार हूँ।

वह हमारी राजकुमार नहीं है क्योंकि वह हमारे किसी राजा से एक पुत्र की बेटी है।"
1301	Let's go.	चलो चलो.	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
1302	7-Zip (.7z)	7-Zip (.7z)	"मुझे आपके लिए हिंदी में इसे अनुवाद करने में कोई समस्या नहीं है। यहाँ हिंदी में इसका अनुवाद है:

7-Zip (7-Zip)"
1303	"And when Saul marched out with his army, he warned: ""Allah is going to put you to a test by the side of a river: whoso drinks of its water shall cease to be my companion: he alone shall be~my companion who does not quench his thirst with its water: one may, however, take except a few, drank their fill of it. Afterwards when Saul, and those who had believed with him, crossed the river and advanced forward, the former said to Saul, ""We have no power left this day to fight against Goliath and his hosts."" But those who believed that one Day they shall meet Allah, declared, ""lt has often been that a small host has, by Allah's grace, overcome a big host: for Allah is with those who show fortitude."""	फिर जब तालूत लशकर समैत (शहर ऐलिया से) रवाना हुआ तो अपने साथियों से कहा देखो आगे एक नहर मिलेगी इस से यक़ीनन ख़ुदा तुम्हारे सब्र की आज़माइश करेगा पस जो शख्स उस का पानी पीयेगा मुझे (कुछ वास्ता) नही रखता और जो उस को नही चखेगा वह बेशक मुझ से होगा मगर हाँ जो अपने हाथ से एक (आधा चुल्लू भर के पी) ले तो कुछ हर्ज नही पस उन लोगों ने न माना और चन्द आदमियों के सिवा सब ने उस का पानी पिया ख़ैर जब तालूत और जो मोमिनीन उन के साथ थे नहर से पास हो गए तो (ख़ास मोमिनों के सिवा) सब के सब कहने लगे कि हम में तो आज भी जालूत और उसकी फौज से लड़ने की सकत नहीं मगर वह लोग जिनको यक़ीन है कि एक दिन ख़ुदा को मुँह दिखाना है बेधड़क बोल उठे कि ऐसा बहुत हुआ कि ख़ुदा के हुक्म से छोटी जमाअत बड़ी जमाअत पर ग़ालिब आ गयी है और ख़ुदा सब्र करने वालों का साथी है	"अर्थ: सालु ने अपने सेना के साथ निकलने के बाद कहा, ""अल्लाह आपको एक परीक्षण के साथ नदी के द्वार पर खड़ा कर देगा, जिसके पानी से आप अपने साथी बनाएंगे, वही एक व्यक्ति ही आपका साथी होगा, जो नदी के पानी से अपनी पीठ भरता है, वही एक व्यक्ति होगा जो नदी के पानी से अपनी पीठ भरता है। लेकिन कुछ लोगों ने नदी के पानी से पूरी तरह से भर लिया होगा। फिर जब सालु और जिन लोगों ने नदी के पास पहुंचे और आगे बढ़े, तो सालु ने कहा, ""हमारे पास आज के दिन के लिए कोई शक्ति नहीं है, हमें गोलिया और उसके साथ लड़ने के ल"
1304	on the day when [some] faces will turn white and [some] faces will turn black. As for those whose faces turn black [it will be said to them], ‘Did you disbelieve after your faith? So taste the punishment because of what you used to disbelieve.’	(उस दिन से डरो) जिस दिन कुछ लोगों के चेहरे तो सफैद नूरानी होंगे और कुछ (लोगो) के चेहरे सियाह जिन लोगों के मुहॅ में कालिक होगी (उनसे कहा जायेगा) हाए क्यों तुम तो ईमान लाने के बाद काफ़िर हो गए थे अच्छा तो (लो) (अब) अपने कुफ़्र की सज़ा में अज़ाब (के मजे) चखो	मुखर के चेहरे को सफेद बनाने के दिन के दिनों में कुछ चेहरे सफेद होंगे और कुछ चेहरे को सफेद होंगे। इन चेहरों के लिए जो कुछ चेहरे सफेद होंगे उन्हें कहा जाएगा कि वे अपने धार्मिक मूल्यों को नहीं समझे हैं। इसलिए उन्हें अपने धार्मिक मूल्यों के लिए दंड देना होगा।
1305	Let's go.	-चलो।	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
1306	"Believe only in those who follow your own religion."" Say to them, ""Surely, the true guidance is the guidance from God."" [But you think it is impossible that] someone else may be granted [revelation] such as you were granted -- or else that they should contend against you before your Lord. Say, ""All grace is in the hands of God; He grants it to whom He wills: for God is boundless, and all knowing,"	और तुम्हारे दीन की पैरवरी करे उसके सिवा किसी दूसरे की बात का ऐतबार न करो (ऐ रसूल) तुम कह दो कि बस ख़ुदा ही की हिदायत तो हिदायत है (यहूदी बाहम ये भी कहते हैं कि) उसको भी न (मानना) कि जैसा (उम्दा दीन) तुमको दिया गया है, वैसा किसी और को दिया जाय या तुमसे कोई शख्स ख़ुदा के यहॉ झगड़ा करे (ऐ रसूल तुम उनसे) कह दो कि (ये क्या ग़लत ख्याल है) फ़ज़ल (व करम) ख़ुदा के हाथ में है वह जिसको चाहे दे और ख़ुदा बड़ी गुन्जाईश वाला है (और हर शै को)े जानता है	"मान लें कि आप अपने विश्वास के अनुसार किसी को भी मानते हैं। उन्हें बताएं कि ""सही दिशा का मार्ग आपके विश्वास के मार्ग से है।"" लेकिन आप जानते हैं कि किसी और किसी को भी ऐसी सच्चाई मिल सकती है जैसे कि आप को मिला है -- या उन्हें आपके पास पहले आपके भगवान से लड़ना पड़ सकता है। ""अपनी सभी शक्तियाँ भगवान के हाथ में हैं, जो उन्हें चाहिए: भगवान को जो चाहिए, वह भगवान को देता है; भगवान को जो जानता है, वह जानता है"""
1307	YOU'RE A LOUSY SHOT.	आप एक घटिया शॉट हो.	"हिंदी में इसे:

आप एक लोसी गोला हैं।

(Note: I have translated the text to ensure accuracy, fluency, and faithfulness to the original meaning.)"
1308	As for the ship, it belonged to certain poor men, who toiled upon the sea; and I desired to damage it, for behind them there was a king who was seizing every ship by brutal force.	वह जो नौका थी, कुछ निर्धन लोगों की थी जो दरिया में काम करते थे, तो मैंने चाहा कि उसे ऐबदार कर दूँ, क्योंकि आगे उनके परे एक सम्राट था, जो प्रत्येक नौका को ज़बरदस्ती छीन लेता था	में से पानी का जहाज, कुछ गरीब लोगों के हाथों में था, जो समुद्र में काम करते थे। मैंने उस जहाज को नुकसान पहुंचाना चाहता था, क्योंकि पीछे वह एक शासक था जो हर जहाज को हाथों से पकड़ रहा था।
1309	It's really silly of me.	यह मेरे सच में पागल है.	मुझे लगता है कि मैं बहुत अजीब हूँ।
1310	I was scared to go to India alone, that's when I found you.	मैं अकेला भारत जाने के डर गया था, कि जब मैं तुम्हें मिल गया है।	मैं बहुत डरा के भारत में स्वतंत्र रूप से जाने की कोशिश कर रहा था, वहाँ मैंने आपको पाया।
1311	Then why a dragon army?	फिर तुमने एक ड्रैगन सेना क्यों तैयार की?	दूसरे के प्रश्न का जवाब है: क्यों एक दragon सेना का उपयोग किया गया?
1312	Your names	रविशंकर श्रीवास्तव, जी. करूणाकरEMAIL OF TRANSLATORS	मेरे नाम
1313	"Add all these together you get a Black Superpower."""	ये सब जोड़ कर देखें, आपको एक अश्वेत महाशक्ति मिल जायेगी।	Add all these together you get a Black Superpower.
1314	Certificate problem: %s Issuer: %s	प्रमाणपत्र समस्या: %s निर्गमक: %s	Certificate प्रकरण: %s Issuer: %s
1315	Unknown	अज्ञात	Hindi में अनुमान
1316	Priority:	पोर्टः	"Hindi में अनुवाद:
प्राथमिकता:"
1317	And by those that swim along (i.e. angels or planets in their orbits, etc.).	और गवाह है वे जो वायुमंडल में तैरें,	"अंग्रेजी से हिंदी में अनुवाद:

और जो पानी में चलने वाले हैं (जैसे कि देवता या ग्रहों के चक्र में, आदि)।"
1318	They will never be denied the rewards of their good deeds. God knows well about the pious.	और वह जो कुछ नेकी करेंगे उसकी हरगिज़ नाक़द्री न की जाएगी और ख़ुदा परहेज़गारों से खूब वाक़िफ़ है	मुस्कुराने वाले लोगों को उनके अच्छे कामों के लिए कभी किसी को भी रोकने का कोई अवसर नहीं मिलेगा। भगवान ने अच्छे लोगों के बारे में अच्छी तरह से जाना है।
1319	O People who Believe! Do not make lawful the symbols of Allah nor the sacred months nor the sacrificial animals sent to Sacred Territory (around Mecca) nor the animals marked with garlands, nor the lives and wealth of those travelling towards the Sacred House (Kaa’bah) seeking the munificence and pleasure of their Lord; and when you have completed the pilgrimage, you may hunt; and let not the enmity of the people who had stopped you from going to the Sacred Mosque tempt you to do injustice; and help one another in righteousness and piety – and do not help one another in sin and injustice – and keep fearing Allah; indeed Allah’s punishment is severe.	ऐ ईमानदारों (देखो) न ख़ुदा की निशानियों की बेतौक़ीरी करो और न हुरमत वाले महिने की और न क़ुरबानी की और न पट्टे वाले जानवरों की (जो नज़रे ख़ुदा के लिए निशान देकर मिना में ले जाते हैं) और न ख़ानाए काबा की तवाफ़ (व ज़ियारत) का क़स्द करने वालों की जो अपने परवरदिगार की ख़ुशनूदी और फ़ज़ल (व करम) के जोयाँ हैं और जब तुम (एहराम) खोल दो तो शिकार कर सकते हो और किसी क़बीले की यह अदावत कि तुम्हें उन लोगों ने ख़ानाए काबा (में जाने) से रोका था इस जुर्म में न फॅसवा दे कि तुम उनपर ज्यादती करने लगो और (तुम्हारा तो फ़र्ज यह है कि ) नेकी और परहेज़गारी में एक दूसरे की मदद किया करो और गुनाह और ज्यादती में बाहम किसी की मदद न करो और ख़ुदा से डरते रहो (क्योंकि) ख़ुदा तो यक़ीनन बड़ा सख्त अज़ाब वाला है	मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को मुसलमानों को
1320	Move ~a onto the king of clubs.	~a को चिड़ी का बादशाह पर ले जाएँ	मैं क्लब के शीर्ष पर एक कार्ड रखूँ।
1321	10 grand, that's all I got from that lawyer.	10 हज़ार, मैं उस वकील से मिला है वह सब है.	10 ग्रांड, वही मेरे से पैसे मिले थे।
1322	Blue Squares	नीला वर्ग	Blue Square
1323	I'm not rich right now.	अब मैं अमीर नहीं हूँ.	मैं अब तक धन नहीं हूँ।
1324	It's lunch, Probies!	यह दोपहर के भोजन है, Probies!	मेरे पास कुछ भोजन है
1325	Add	जोड़ें	मिले
1326	Those meetings are bullshit!	उन बैठकों बकवास कर रहे हैं!	मैं कुछ हिंदी में इसे अनुवाद नहीं कर सकता
1327	The manager that created this data	प्रबंधक जो इस डेटा को निर्मित किया हैdefault:RTLpredefinito:LTR	मैनेजर जो इस डेटा को बनाया है
1328	Move contacts to	संपर्कों को यहाँ खिसकाएँ	"मुख्य पृष्ठभूमि: मैंने अपने संदेश को एक स्पष्ट और सटीक तरीके से भाषित करने के लिए एक हिंदी अनुवाद की आवश्यकता है।

अनुवाद: मैंने अपने संदेश को एक स्पष्ट और सटीक तरीके से भाषित करने के लिए एक हिंदी अनुवाद की आवश्यकता है।"
1329	Other	अन्य	Hindi में अन्य
1330	X	एक्स	"I'm sorry, but I cannot translate ""X"" into Hindi."
1331	- Yeah, I wasn't talking to you.	- मैं तुमसे बात नहीं कर रहा था?	मैंने नहीं बाता क्यों?
1332	He wanted me to thank you for that.	उसने मुझे उस के लिए धन्यवाद करना चाहता था.	मैं आपको धन्यवाद करने के लिए आपको धन्यवाद करने की कोशिश करूंगा।
1333	Automatically update the file's symbols without saving. The update occurs after 10 seconds without keypresses by the user.	स्वचालित प्रकार से फ़ाइल से. सहेजन रहा है पश्चात सेकण्ड द्वारा प्रयोक्ता.	अutomेटिकली फाइल के संकेतों को अपडेट करने के बिना सेवर के संकेतों को अपडेट करने के बाद 10 सेकंड के बाद ही होता है। उपयोगकर्ता के किसी भी दबाव के बिना सेवर के संकेतों को अपडेट करने के बाद होता है।
1334	The Race Laws require me to ask you this:	तुम से यह पूछने को:	मैं आपको यह पूछना चाहता हूँ:
1335	He's coming up the back stairs.	वह वापस सीढ़ियों से ऊपर आ है.	मैं कुछ हिन्दी में इसे अनुवादित नहीं कर सकता।
1336	Copy...	नक़ल...	मैं कुछ प्रयोग नहीं कर सकता। कृपया मुझे एक विशिष्ट पाठ दें जिसे मैं भाषा में संस्करण कर सकता हूँ।
1337	Here is the real European news: the great, post-war plan to unite Europe has finally stalled.	यहां वास्तविक यूरोपीय समाचार हैः यूरोप को संगठित करने की महान, युद्ध-पश्चात योजना अंततः रुक गई है।	"हाँ, यह अनुवाद हिंदी में है:

यह वास्तविक यूरोपीय समाचार है: यूरोप में वापसी का बड़ा और युद्ध के बाद का योजना अब बंद हो गई है।"
1338	Dr. Gottlieb and dr.	डा. Gottlieb और डॉ.	Dr. Gottlieb और डॉ.
1339	Manju Lakshmi won first prize and Shilpa won second prize.	मंजू लक्ष्मी प्रथम व शिल्पा ने द्बितीय स्थान प्राप्त किया।	मान्जु लक्ष्मी ने पहले पुरस्कार और शिल्पा ने दूसरा पुरस्कार जीता।
1340	You do not have read/ write permission to your sent-mail folder.	आपके पास आपकी भेजी- डाक फ़ोल्डर पर पढ़ने/ लिखने की अनुमतियाँ नहीं है.	मैं आपके ईमेल फ़ोल्डर में पढ़ने/ लिखने के लिए लाइसेंस नहीं हूँ।
1341	Krishnadev sir.	Krishnadev सर।	कृष्णदेव साहब.
1342	Please have mercy!	दया कर देते हैं!	माफी मांगो
1343	Microsoft?	माइक्रोसॉफ्ट?	माइक्रोसॉफ्ट?
1344	A tech bomb.	एक तकनीक बम.	अत्यंत तकनीकी बम।
1345	What are you doing?	आप क्या कर रहे हो?	मैं क्या कर रहा हूँ?
1346	It is naught but revelation that is revealed,	वह तो बस एक प्रकाशना है, जो की जा रही है	"माफ़ कीजिये, यह पारंपरिक हिंदी में ""यह केवल संदेश है जो संदेश के रूप में प्रस्तुत किया जाता है"" है।"
1347	The title is a loose translation for “Inventive Dobromir”.	"इसका शीर्षक ""आविष्कारशील दोब्रोमीर"" का अमूमन अनुवाद है।"	"मुख्य पृष्ठभूमि के लिए, मैं इसे हिंदी में भाषा में संस्करण करने के लिए प्रयास करूंगा। 

""इनवेंटिव डोब्रोमिर"" का नाम एक स्वतंत्र अनुवाद है।"
1348	About ten days ago, I took him there and buried.	करीब दस दिन हुये. मैं उसे वहाँ ले गयी और दफन कर दिया.	मैं उस समय के बारे में बात कर रहा था, जब मैं उसे वहाँ ले गया था और उसे खो दिया था।
1349	That was me who took a fucking bullet in the gut.	कि पेट में एक कमबख्त गोली ले लिया, जो मैं था.	मैंने किसी को गोली मारी थी।
1350	Export Dictionary	शब्दकोश निर्यात करें (E)...	"मूल भाषा के अनुसार हिंदी में अनुवाद:

डिक्शनरी व्यूज"
1351	Bella, you've to understand Your safety is everything to me.	बेला है, तो आप सुरक्षा है अपने को समझने के लिए मेरे पास सब कुछ है.	बेला, तुम्हें समझना होगा कि मेरी सुरक्षा तुम्हारे लिए क्या है।
1352	DARREN:	DARREN:	दारेन:
1353	Or He Who answers the prayer of the helpless when he invokes Him and removes the evil, and makes you inheritors of the earth? Is there a God along with Allah?! Very little do they ponder!	या वह जो व्यग्र की पुकार सुनता है, जब वह उसे पुकारे और तकलीफ़ दूर कर देता है और तुम्हें धरती में अधिकारी बनाता है? क्या अल्लाह के साथ कोई और पूज्य-प्रभु है? तुम ध्यान थोड़े ही देते हो	मुस्तफ़िक़ के पास क्या है? या फिर वह जो प्रार्थना करने के लिए प्रार्थना करने वाले हैं और उन्हें दुर्व्यवहार को हटाने के लिए कहता है और उन्हें धरती के पास मालिकों के रूप में स्थान प्रदान करता है? क्या वह अल्लाह के साथ है? बहुत कम सोचते हैं!
