	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
1205	1205	1205	Fwd:	अग्रेषित	"Cutting Knowledge Date: December 2023.
Today Date: 13 May 2026."
1206	1206	1206	We were trying to go to the People's Assembly.	हम पीपुल्स असेंबली में जाने की कोशिश कर रहे थे.	Yes, we were trying to go to the People's Assembly.
1207	1207	1207	"Hashing ""%s"""	"हैशिंग ""%s"""	Translation
1208	1208	1208	YOU'VE GOT ALIBIS FOR THE OTHER TWO, HAVE YOU?	तुम तुम, अन्य दो के लिए alibis , है ना?	Yes, I have.
1209	1209	1209	If you were mine, you wouldn't have to work.	आप मेरे थे हैं, तो आप काम करने के लिए नहीं होता.	Yes, you would have to work.
1210	1210	1210	I am tensed thinking about your life.	मैं अपने जीवन के बारे में सोच परेशान कर रहा हूँ।	Yes, I am thinking about your life.
1211	1211	1211	My wallet and phone are in the flight.	मेरा फोन और पर्स फ्लाइट में रह गए हैं .	Yes, the plane is carrying the my wallet and phone.
1212	1212	1212	& Printing	छपाई (P)	"Translate:
& Translation"
1213	1213	1213	Trace Blend Strings	मिश्रण लडियाँ का पता लगायें	"Translate:
Trace Back Strings"
1214	1214	1214	Such communities that have been connecting villages through the use of blogs also practice the same cultural practices they used to have in Guatemala, for example the Q´anjob´al Association even has their own queen, and indigenous ceremonies, as San Pedro Soloma Blog shows:	विदेश में रह रहे चिट्ठाकारों के लिये अपने गाँव की यादें ताज़ा करना तो जरूरी है हीः रात में मैंने सारे संदेशे और कवितायें पढ़ीं जो प्यारे क्युकुनसेस कुलिको के रहवासी ने लिखे और मुझे लगा ज्यों मैं उस छोटे से गाँव में पहुँच गया हूँ जहाँ हमारी जवानी बीती, जहाँ हम शनिवार को पार्टियाँ मनाया करते।	"Translate:
Such communities that have been connecting villages through the use of blogs also practice the same cultural practices they used to have in Guatemala, for example the Qanjobal Association even has their own queen, and indigenous ceremonies, as San Pedro Soloma Blog shows."
1215	1215	1215	'Surely over My servants thou shalt have no authority.' Thy Lord suffices as a guardian.	बेशक जो मेरे (ख़ास) बन्दें हैं उन पर तेरा ज़ोर नहीं चल (सकता) और कारसाज़ी में तेरा परवरदिगार काफी है	"Polish:
Serenir in my people, you shall have no authority.' My people should be a guardian."
1216	1216	1216	- Yeah, you're totally right. I'm sorry.	वेगास, बेबी.	Yes, I'm sorry.
1217	1217	1217	Iletyou.	मैं तुम्हें जाने।	Yes, I'll do.
1218	1218	1218	Say: Tell me what Allah has sent down for you of sustenance, then you make (a part) of it unlawful and (a part) lawful. Say: Has Allah commanded you, or do you forge a lie against Allah?	और जो कुछ वह जमा कर रहे हैं उससे कहीं बेहतर है (ऐ रसूल) तुम कह दो कि तुम्हारा क्या ख्याल है कि ख़ुदा ने तुम पर रोज़ी नाज़िल की तो अब उसमें से बाज़ को हराम बाज़ को हलाल बनाने लगे (ऐ रसूल) तुम कह दो कि क्या ख़ुदा ने तुम्हें इजाज़त दी है या तुम ख़ुदा पर बोहतान बाँधते हो	Yes, and you make (a part) of it unlawful and (a part) lawful.
1219	1219	1219	Hidden file	छुपी फ़ाइल	Yes,
1220	1220	1220	Unable to open URI	URI खोलने में असमर्थ	"Translate:
No,"
1221	1221	1221	HANNAH: Well, get on. SEAN:	CHlRPlNG]	Yes,
1222	1222	1222	FILENAME()	FILENAME ()	Yes,
1223	1223	1223	_Fetch All Headers	पूरा शीर्षक लाएँ (_F)	"Translate:
_Schettik All Headers"
1224	1224	1224	Telephone	टेलिफोन	"I'm not sure, but I'll change it to ""No, not, remove, or change any information."""
1225	1225	1225	That's nine for the twins!	यह हो गए जुड़वों के नौ...	That's nine for the twins!
1226	1226	1226	You can say you won I'll say you taught me a lesson...	... मैं आप मुझे एक सबक सिखाया कहेंगे... नहीं, कायर!	Yes, you can say you won I'll say you taught me a lesson...
1227	1227	1227	- Did you brush your own teeth?	- तुमने अपने दाँत साफ़ किए?	Yes, did you brush your own teeth?
1228	1228	1228	And I'm Aunt Tanja.	और मैं चाची Tanja हूँ.	Yes, I'm Anna.
1229	1229	1229	Pass:	पास:	Yes,
1230	1230	1230	Did you see him who turned away,	भला (ऐ रसूल) तुमने उस शख़्श को भी देखा जिसने रदगिरदानी की	Did you see him who turned away,
1231	1231	1231	He was angry, saying that I did not understand.	वह नाराज हो गया था कह रहा था कि मैं समझ नहीं पाया.	"Translate:
He was angry, saying that I did not understand."
1232	1232	1232	What did he do with it?	उसने इसके साथ क्या किया?	"Source:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence"
1233	1233	1233	You're like Google, sir.	आप गूगल, सर की तरह हो।	Yes, sir.
1234	1234	1234	You cannot get married until then.	आप तब तक शादी नहीं कर सकता।	You cannot get married until then.
1235	1235	1235	You don't think about what you'd rather be doing?	तुम न कर रही हो क्या तुम था के बारे में नहीं सोचते हैं?	You don't think about what you'd be doing?
1236	1236	1236	"""Yes, I did it! I confess!"	"""हाँ, मैंने यह किया था, मैं कबूल करता हूं!"	Yes, I did it!
1237	1237	1237	"You say: ""Yes; and you will be lowly made."""	(ऐ रसूल) तुम कह दो कि हाँ (ज़रूर उठाए जाओगे)	Yes, and you will be lowly made.
1238	1238	1238	If you take retribution, then do so in proportion to the wrong done to you. But if you can bear such conduct with patience, indeed that is best for the steadfast.	और हिदायत याफ़ता लोगों से भी खूब वाक़िफ है और अगर (मुख़ालिफीन के साथ) सख्ती करो भी तो वैसी ही सख्ती करो जैसे सख्ती उन लोगों ने तुम पर की थी और अगर तुम सब्र करो तो सब्र करने वालों के वास्ते बेहतर हैं	Yes, but if you can bear such conduct with patience, then do so in proportion to the wrong done to you.
1239	1239	1239	And in the earth are regions neighbouring and gardens of vines and cornfields, and palm-trees clustered and single, watered by the same water; yet some We make to excel others in food. Verily therein are signs for a people who reflect.	और खुरमों (खजूर) के दरख्त की एक जड़ और दो याखें और बाज़ अकेला (एक ही याख़ का) हालॉकि सब एक ही पानी से सीचे जाते हैं और फलों में बाज़ को बाज़ पर हम तरजीह देते हैं बेशक जो लोग अक़ल वाले हैं उनके लिए इसमें (कुदरत खुदा की) बहुतेरी निशानियाँ हैं	Yes, they are signs for a people who reflect.
1240	1240	1240	"""I am pleased that member states have agreed to launch and take ownership of a process to establish universal sustainable development goals - SDGs,"" he said."	"उन्होंने कहा कि ""मुझे बहुत प्रसन्नता है कि सदस्य देश सार्वभौमिक संवहनीय विकास लक्ष्य स्थापित करने हेतु प्रक्रिया आरंभ करने तथा उसका स्वामित्व लेने के लिए सहमत हो गए हैं।"""	"Translate:
“Indeed, I am pleased that member states have agreed to launch and take ownership of a process to establish a universal sustainable development goal - SDGs,” he said."
1241	1241	1241	THE ONLY REASON-- LOOK AT ME.	एक ही कारण है - मुझ पर देखो.	"Source Sentence:
The only reason to look at me is because I look like you."
1242	1242	1242	All right, don't be a dick, Richie.	ठीक है, बेवकूफ मत बनो, रिची.	"Translate:
All right, don't be a dick, Richie."
1243	1243	1243	And hold fast to the rope of Allah, all of you together, and do not be divided; and remember Allah’s favour on you, that when there was enmity between you, He created affection between your hearts, so due to His grace you became like brothers to each other; and you were on the edge of a pit of fire (hell), so He saved you from it; this is how Allah explains His verses to you, so that you may be guided.	और तुम सब के सब (मिलकर) ख़ुदा की रस्सी मज़बूती से थामे रहो और आपस में (एक दूसरे) के फूट न डालो और अपने हाल (ज़ार) पर ख़ुदा के एहसान को तो याद करो जब तुम आपस में (एक दूसरे के) दुश्मन थे तो ख़ुदा ने तुम्हारे दिलों में (एक दूसरे की) उलफ़त पैदा कर दी तो तुम उसके फ़ज़ल से आपस में भाई भाई हो गए और तुम गोया सुलगती हुईआग की भट्टी (दोज़ख) के लब पर (खडे) थे गिरना ही चाहते थे कि ख़ुदा ने तुमको उससे बचा लिया तो ख़ुदा अपने एहकाम यूं वाजेए करके बयान करता है ताकि तुम राहे रास्त पर आ जाओ	"Translate:
And hold fast to the rope of Allah, all of you together, and do not be divided; and remember Allah’s favour on you, that when there was enmity between you, He created affection between your hearts, so due to His grace you became like brothers to each other; and you were on the edge of a pit of fire (hell), so this is how Allah explains His verses to you, so that you may be guided."
1244	1244	1244	What line of kings do you descend from?	तुम राजाओं की किस खानदान से आते हो?	What line of kings do you descend from?
1245	1245	1245	Then He created him and (caused the angel to) breathe into him his (created) spirit. He gave you eyes and ears, and hearts, yet little do you thank.	फिर उस (के पुतले) को दुरुस्त किया और उसमें अपनी तरफ से रुह फूँकी और तुम लोगों के (सुनने के) लिए कान और (देखने के लिए) ऑंखें और (समझने के लिए) दिल बनाएँ (इस पर भी) तुम लोग बहुत कम शुक्र करते हो	Yes, He created him and (caused the angel to) breathe into him his spirit. He gave you eyes and ears, and hearts, yet little do you thank.
1246	1246	1246	- Is Axe a great guy?	- कुल्हाड़ी एक महान आदमी है?	Yes, he is a great guy!
1247	1247	1247	We must pay the tax.	हमें टैक्स भरना पड़ेगा।	Yes, the tax is paid.
1248	1248	1248	Options include upgraded brakes, a service package providing access to Bowler Works mechanics, logistic support, and vehicle storage between events.	इसके विकल्पों में शामिल हैं - अपग्रेड किए गए ब्रेक, सर्विस पैकेज जो बॉलर वर्क्स मैकेनिक्स, लॉजिस्टिक सहायता, तथा ईवेंट के बीच वाहन संग्रह तक पहुंच प्रदान करता है।	Yes, as options include upgraded brakes, a service package providing access to Bowler Works mechanics, logistic support, and vehicle storage between events.
1249	1249	1249	Your emails	raviratlami@ aol. in	Yes, your emails
1250	1250	1250	Warp	रैप	"Translate:
Warp"
1251	1251	1251	Because the moon's moving in the opposite direction to us, we get a gravitational break in...	क्योंकि में हमारे िलए विपरीत दिशा, चाँद की चलती हम अंदर एक गुरुत्वाकर्षण ब्रेक मिलता है ..	Yes, there is a gravitational break in the Earth's gravitational pull, but this force is not strong enough to make the Earth's gravitational pull, but it is strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not strong enough to make the Earth's gravitational pull, but it is not
1252	1252	1252	"""If you do good, you will do so for your own good; if you do ill, you will do it for your own loss."" So, when the time of the second prediction comes, (We shall rouse another people) to shame you, and enter the Temple as they had done the first time, and to destroy what they conquered utterly."	अगर तुम अच्छे काम करोगे तो अपने फायदे के लिए अच्छे काम करोगे और अगर तुम बुरे काम करोगे तो (भी) अपने ही लिए फिर जब दूसरे वक्त क़ा वायदा आ पहुँचा तो (हमने तैतूस रोगी को तुम पर मुसल्लत किया) ताकि वह लोग (मारते मारते) तुम्हारे चेहरे बिगाड़ दें (कि पहचाने न जाओ) और जिस तरह पहली दफा मस्जिद बैतुल मुक़द्दस में घुस गये थे उसी तरह फिर घुस पड़ें और जिस चीज़ पर क़ाबू पाए खूब अच्छी तरह बरबाद कर दी	"Translate:
If you do good, you will do so for your own good; if you do ill, you will do it for your own loss."" So, when the time of the second prediction came, (We had roused another people), to shame you, and enter the Temple as they had done the first time, and to destroy what they had done utterly."
1253	1253	1253	Obviously well educated and extremely well financed.	जाहिर है अच्छी तरह से शिक्षित और बहुत अच्छी तरह से वित्त पोषण किया.	Yes, very well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well well
1254	1254	1254	Build but do not install the target.	बिल्ड नहीं अधिष्ठापित करें लक्ष्य.	Source but do not install the target.
1255	1255	1255	Like you would be homeless, if I died.	जैसे कि तुम बेघर हो जाओगे, अगर मैं मर गया.	Yes, if I were to die.
1256	1256	1256	Just a call to let you know we've fixed a date for your case hearing.	आपको यह बताने के लिए फ़ोन किया है कि... हमने आपके केस की हीयरिंग के लिए तारीख तय कर दी है.	Cutting Knowledge Date: December 2023.
1257	1257	1257	When will you drink it? The foreman says you have to work tonight!	प्रबंधक का कहना है कि आप को काम करना है.	Cutting Knowledge Date: 2023
1258	1258	1258	Simulation of data DVD copying	आँकड़ा डीवीडी की नक़ल में सिमुलेशन	Yes, simulation of data DVD copying is done by the original data.
1259	1259	1259	( Laughter )	(हंसी)	Yes,
1260	1260	1260	They ask thee, (O Muhammad), of new moons, say: They are fixed seasons for mankind and for the pilgrimage. It is not righteousness that ye go to houses by the backs thereof (as do the idolaters at certain seasons), but the righteous man is he who wardeth off (evil). So go to houses by the gates thereof, and observe your duty to Allah, that ye may be successful.	"वे तुमसे (प्रतिष्ठित) महीनों के विषय में पूछते है। कहो, ""वे तो लोगों के लिए और हज के लिए नियत है। और यह कोई ख़ूबी और नेकी नहीं हैं कि तुम घरों में उनके पीछे से आओ, बल्कि नेकी तो उसकी है जो (अल्लाह का) डर रखे। तुम घरों में उनके दरवाड़ों से आओ और अल्लाह से डरते रहो, ताकि तुम्हें सफलता प्राप्त हो"	"Translate:
They ask you, (O Muhammad), of new moons, say: They are fixed seasons for mankind and for the pilgrimage. It is not righteousness that you go to houses by the backs thereof (as do the idolaters at certain seasons), but the righteous man is he who wardeth off (evil). So go to houses by the gates of the world, and observe your duty to Allah, that you may be successful."
1261	1261	1261	His daughter, Oei, of course.	अपनी बेटी से, बेशक ओएइ,.	Yes, his daughter, Oei, of course.
1262	1262	1262	"But when the unbelievers see you they make fun of you (and say): ""Is this the one who mentions your gods (deridingly)?"" Yet in Ar-Rahman they disbelieve!"	और (ऐ रसूल) जब तुम्हें कुफ्फ़ार देखते हैं तो बस तुमसे मसखरापन करते हैं कि क्या यही हज़रत हैं जो तुम्हारे माबूदों को (बुरी तरह) याद करते हैं हालाँकि ये लोग खुद खुदा की याद से इन्कार करते हैं (तो इनकी बेवकूफ़ी पर हँसना चाहिए)	"Translation:
But when the unbelievers see you they make fun of you (and say): ""Is this the one who mentions your gods (deriatingly)?"""
1263	1263	1263	Turn on the radio.	रेडियो पर मुड़ें.	Turn on the radio.
1264	1264	1264	"Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong."	(ऐ रसूल) क्या तुमने मूसा के बाद बनी इसराइल के सरदारों की हालत पर नज़र नही की जब उन्होंने अपने नबी (शमूयेल) से कहा कि हमारे वास्ते एक बादशाह मुक़र्रर कीजिए ताकि हम राहे ख़ुदा में जिहाद करें (पैग़म्बर ने) फ़रमाया कहीं ऐसा तो न हो कि जब तुम पर जिहाद वाजिब किया जाए तो तुम न लड़ो कहने लगे जब हम अपने घरों और अपने बाल बच्चों से निकाले जा चुके तो फिर हमे कौन सा उज़्र बाक़ी है कि हम ख़ुदा की राह में जिहाद न करें फिर जब उन पर जिहाद वाजिब किया गया तो उनमें से चन्द आदमियों के सिवा सब के सब ने लड़ने से मुँह फेरा और ख़ुदा तो ज़ालिमों को खूब जानता है	"Translate:
English:
As they were turned out of their homes and families, but when they were commanded to fight, they turned back, except a small band among them."""
1265	1265	1265	We can't lose him! My God!	आप वास्तव में, बच्चों के रूप में उन्हें देख नहीं है न?	Yes, we can't lose him! My God!
1266	1266	1266	Take Newer (last modified)	Sync Conflict Resolution	Yes, we will take newer (last modified)
1267	1267	1267	Delete the selected history link	चयनित इतिहास लिंक को मिटाएँ	"Today Date:
Today Date:
Today Date:
Today Date:
Today Date:
Today Date:
Today Date:
Today Date:
Today Date:
Today Date:
Today Date:
Today Date"
1268	1268	1268	Select all text	सारा पाठ चुनें	Translate following text
1269	1269	1269	Exporting key...	कुंजी निर्यात किया जा रहा है...	"Translate:
Exporting key?"
1270	1270	1270	I... ask You, God...	आई. .. मैं तुमको प्रार्थना करना, मेरे भगवान...	"Translate:
Yes, I... ask You, God..."
1271	1271	1271	East hallway, clear.	पूर्वदालान,स्पष्ट/मैं	Source Sentence, clear.
1272	1272	1272	c++-analyzer:	c++-analyzer:	"Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source"
1273	1273	1273	Lo! He, only He, is the Hearer, the Knower.	करने वालों (की जमाअत) में तुम्हारा फिरना (उठना बैठना सजदा रुकूउ वगैरह सब) देखता है	Yes, he, only he, is the Hearer, the Knower.
1274	1274	1274	Threads started by %1	लड़ियाँ डिफ़ॉल्ट पर खुला रखें( p)	Yes,
1275	1275	1275	"Say, ""Perhaps some of the things which you wish to experience immediately are very close to you."""	(ऐ रसूल) तुम कह दो कि जिस (अज़ाब) की तुम लोग जल्दी मचा रहे हो क्या अजब है इसमे से कुछ करीब आ गया हो	"Translate:
Says, ""Perhaps some of the things which you wish to experience immediately are very close to you."""
1276	1276	1276	For the third quarter ended September 30, Bombardier's net profit fell to $147 million, or 8 cents per share, from $172 million, or 9 cents per share a year earlier.	30 सितंबर को समाप्त तीसरी तिमाही के लिए, Bombardier के शुद्ध लाभ एक साल पहले $ $147मिलियन, या प्रति शेयर 8 सेंट, $172मिलियन, या प्रति शेयर 9 सेंट तक गिर गया.	Yes, the original meaning is accurate, fluent, and faithful to the original meaning.
1277	1277	1277	Can we be traced?	हम पता लगाया जा सकता है?	Yes, traced can be traced back to the original meaning.
1278	1278	1278	You know that movie I was telling you about? It's playing over at the campus cinema.	मैंने एक फिल्म के बारे में सुना है जो...	Yes, I was telling you about? The movie I was telling you about? It's playing over at the campus cinema.
1279	1279	1279	- I am available.	- मैं disponÃ में सक्षम हूँ.	Yes, I am available.
1280	1280	1280	It's a present from Raju	यह राजू ने दिया है.	Yes, Raju
1281	1281	1281	_Enable	जावा सक्षम करें	"Translate:
Ensure"
1282	1282	1282	Samarinda	शमनगनslovakia. kgm	Yes,
1283	1283	1283	It is He who sends down upon His Servant [Muhammad] verses of clear evidence that He may bring you out from darknesses into the light. And indeed, Allah is to you Kind and Merciful.	वही तो है जो अपने बन्दे (मोहम्मद) पर वाज़ेए व रौशन आयतें नाज़िल करता है ताकि तुम लोगों को (कुफ़्र की) तारिक़ीयों से निकाल कर (ईमान की) रौशनी में ले जाए और बेशक ख़ुदा तुम पर बड़ा मेहरबान और निहायत रहम वाला है	Yes, the following text from English to Hindi is accurate, fluent, and faithful to the original meaning.
1284	1284	1284	Such of you as die and leave behind them wives, they (the wives) shall wait, keeping themselves apart, four months and ten days. And when they reach the term (prescribed for them) then there is no sin for you in aught that they may do with themselves in decency. Allah is informed of what ye do.	और तुममें से जो लोग मर जाएँ और अपने पीछे पत्नियों छोड़ जाएँ, तो वे पत्नियों अपने-आपको चार महीने और दस दिन तक रोके रखें। फिर जब वे अपनी निर्धारित अवधि (इद्दत) को पहुँच जाएँ, तो सामान्य नियम के अनुसार वे अपने लिए जो कुछ करें, उसमें तुमपर कोई गुनाह नहीं। जो कुछ तुम करते हो, अल्लाह उसकी ख़बर रखता है	Yes, such of you as die and leave behind them wives, they (the wives) shall wait, keeping themselves apart for four months and ten days.
1285	1285	1285	This is the ID of the account holding the IMAP resource folders.	यह आईमैप रिसोर्स फ़ोल्डर रखे हुए खाते का आईडी है.	Yes, this is the ID of the account holding the IMAP resources folders.
1286	1286	1286	It's Lise's car.	यह लिसे की कार है.	Yes, Lise's car.
1287	1287	1287	You have not heard or seen anything	आपने सुना या कुछ भी नहीं देखा है	Yes
1288	1288	1288	...What if they could talk to us what were they thinking...	वे हमसे बात कर सकता ... क्या अगर... ... वे क्या सोच रहे थे...	"Source:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence"
1289	1289	1289	I've looked through the hole?	छेद मे से मैंने देखा था?	Yes, I've looked through the hole.
1290	1290	1290	I couldn't save you once... and that was the biggest mistake of my life.	मैं तुम्हें एक बार नहीं बचा सकता है ... ... और कहा कि मेरे जीवन की सबसे बड़ी गलती थी।	Yes, once.
1291	1291	1291	[man howling] [howling continues] [chuckles]	[पुरुष चीख रहा है] [चीख जारी है] [दबी हंसी]	Yes, sir!
1292	1292	1292	No, you didn't tell me anything.	नहीं, तुम मुझे कुछ नहीं बताया.	Yes, you did tell me everything.
1293	1293	1293	I'd even sing you poetry	-गाऊँगा तुम्हारे लिए कविता भी	I'd even write you poetry
1294	1294	1294	System Monitor	तंत्र मॉनीटर	Yes, as per the instructions.
1295	1295	1295	And before it there hath been the Book of Musa, a guide and a mercy. And this a Book confirming it, in Arabic speech, that it may warn those who have done wrong and as glad tidings Unto the well-doers.	और इसके क़ब्ल मूसा की किताब पेशवा और (सरासर) रहमत थी और ये (क़ुरान) वह किताब है जो अरबी ज़बान में (उसकी) तसदीक़ करती है ताकि (इसके ज़रिए से) ज़ालिमों को डराए और नेकी कारों के लिए (अज़सरतापा) ख़ुशख़बरी है	Yes, and before it there has been the Book of Musas, a guide and a mercy.
1296	1296	1296	And if he (the dying person) be of those on the Right Hand,	और यदि वह भाग्यशालियों में से है,	Yes, but if he (the dying person) were of those on the Left Hand,
1297	1297	1297	[ GLASS SHATTERS ]	[कांच टूटता]	Yes, Shatterings (a term used in the game, but it is not a real word).
1298	1298	1298	Plugins	प्लगइन्स	Plants
1299	1299	1299	We have sent it down with truth, and with truth has (the Qur'an) come down. And We have sent you only to give good news and to warn.	और (ऐ रसूल) हमने इस क़ुरान को बिल्कुल ठीक नाज़िल किया और बिल्कुल ठीक नाज़िल हुआ और तुमको तो हमने (जन्नत की) खुशखबरी देने वाला और (अज़ाब से) डराने वाला (रसूल) बनाकर भेजा है	Yes, we have sent it down with truth, and with truth has (the Qur'an) come down.
1300	1300	1300	She's not our queen because she's the daughter of some king we never knew.	वह हमारी रानी क्योंकि वह बेटी है नहीं है कुछ राजा के हम कभी नहीं जानता था।	Yes, the Queen of that time is the daughter of some king we never knew.
1301	1301	1301	Let's go.	चलो चलो.	Let's go.
1302	1302	1302	7-Zip (.7z)	7-Zip (.7z)	Yes,
