	Source_Dialogue	Reference	MT
829	Whoever does that, out of hostility and wrongdoing, We will cast him into a Fire. And that would be easy for God.	और जो कोई ज़ुल्म और ज़्यादती से ऐसा करेगा, तो उसे हम जल्द ही आग में झोंक देंगे, और यह अल्लाह के लिए सरल है	अरे वे जो ऐसा करते हैं, वह हमेशा द्वेष और अपराध से भरे होते हैं, हमें उन्हें आग में डाल देंगे। और यह आसान होगा भगवान को।
830	Feed them, nurture them but still, they can turn on you.	उन्हें खिलाना, उन्हें पोषण... ... लेकिन फिर भी, वे आप पर बारी कर सकते हैं.	हैवे दोस्तों, उन्हें खिलाना, उन्हें पोषण देना लेकिन अभी भी उन्हें आपको हंसाने की संभावना है।
831	Valid until:	तब तक वैध:	मानचित्र के संदर्भ में:  Valid until:
832	Love desire its 4 centuries old unfulfilled desire.	कामाग्नि इच्छा... ...ये 4 शताब्दियों पुरानी इच्छा है. लगभग 400 साल पहले...	लव की इच्छा ४०० वर्ष पुरानी अनंत इच्छा है।
833	It is almost totally done.	यह लगभग पूरी तरह से किया जाता है.	यह बहुत ही पूरी हो गया है।
834	Password:	पासवर्ड:	"हिंदी में इसे:

पासवर्ड:"
835	Your emails	raviratlami@ aol. in	आपके ईमेल
836	I'm gonna leak the photos of your body to the press.	मैं प्रेस करने के लिए अपने शरीर की तस्वीरें रिसाव वाला हूँ.	मैं आपके शरीर की तस्वीरों को प्रेस को साझा करने के लिए तैयार हूँ।
837	Look at her features.	अपनी सुविधाओं को देखो.	"हाँ, यहाँ हिंदी में इसका अनुवाद है:

वह की सुंदरता देखो।"
838	Thus He revealed Unto His bondman whatsoever He revealed.	ख़ुदा ने अपने बन्दे की तरफ जो 'वही' भेजी सो भेजी	हे उस अपने बंधक को जो उसने सारी जानकारी दी थी।
839	Writing leadin	लीडइन लिखा जा रहा है	हिंदी में लिखने की लीडिन
840	Do they not see that Allah, who created the heavens and the earth and [who] was not exhausted by their creation, is able to revive the dead? Yes, indeed He has power over all things.	क्या उन्होंने देखा नहीं कि जिस अल्लाह ने आकाशों और धरती को पैदा किया और उनके पैदा करने से थका नहीं; क्या ऐसा नहीं कि वह मुर्दों को जीवित कर दे? क्यों नहीं, निश्चय ही उसे हर चीज़ की सामर्थ्य प्राप्त है	"हिंदी में इस पाठ का अनुवाद यह है:

अरे, वे नहीं देखते हैं कि अल्लाह, जो आकाशों और पृथ्वी की सृष्टि बनाने और उनकी सृष्टि को पूरा करने के लिए कोई सीमा नहीं है, वह मृत्यु के मृत्यु को जीवित कर सकता है। हाँ, वे सभी चीजों का नियंत्रण करते हैं।"
841	Those to whom We have given the Scripture recognize it as they recognize their [own] sons. Those who will lose themselves [in the Hereafter] do not believe.	मै तो उनसे बेज़र हूँ जिन लोगों को हमने किताब अता फरमाई है (यहूद व नसारा) वह तो जिस तरह अपने बाल बच्चों को पहचानते है उसी तरह उस नबी (मोहम्मद) को भी पहचानते हैं (मगर) जिन लोगों ने अपना आप नुक़सान किया वह तो (किसी तरह) ईमान न लाएंगें	"मुझे आपको यहाँ एक हिंदी अनुवाद देने का प्रयास करने में खुशी है:

जो हमने उन लोगों को दिया है जो अपने [व्यक्तिगत] पुत्रों को समझते हैं, उन्हें यह समझने की कोशिश करते हैं कि वे अपने [व्यक्तिगत] पुत्रों को कैसे समझते हैं। जो लोग अपने [अंतिम] जीवन में खो जाते हैं उन्हें यह नहीं पता है कि वे अपने [अंतिम] जीवन में क्या करेंगे।"
842	- CASE: Nothing good.	कुछ भी अच्छा नहीं होगा.	है - केस: कुछ अच्छा नहीं है।
843	I like it clean.	मुझे सफाई पसंद है.	मुझे यह साफ़ लगना पसंद है।
844	(%s) requires a single bool result	(%s) के लिए एकल बूल परिणाम जरूरी है	"हिंदी में इसे निम्नलिखित में बदलना है:

(सब्सक्राइब) के लिए एक ही विशिष्ट लॉगिन के परिणाम की आवश्यकता है"
845	Fitzpatrick's photography class was soon exploring all the classical poses, naughty school girl, sexy tennis player, slutty nurse.	फिट्ज़पैट्रिक की फोटोग्राफ़ी कक्षा जल्दी खोज रही थी... सभी क्लासिक ढंग को, नटखट स्कूल जाने वाली लड़की... कामुक टेनिस खिलाड़ी, गंदी नर्स।	फिटज़ीपेट्रिक्स की फोटोग्राफी कक्षा जल्द ही सभी प्राचीन स्थितियों की पोज़ की तलाश में थी, नारी की शिक्षा की लड़की, टेनिस खिलाड़ी की सेक्सी पोज़, सेक्सी नर्स।
846	Navarathiri is the theme for the monthly Indian food-blog event Jihva for Ingredients (JFI).	जिव्हा फ़ॉर इनग्रेडिएंट (जेएफआई) मासिक भारतीय पकवान-ब्लॉग के लिए वर्तमान थीम नवरात्रि है.	नवारात्रि एक महीने के भारतीय भोजन ब्लॉग आयोजन जिह्वा फॉर इन्ग्रीडेंट्स (जीएफआई) के लिए एक मुद्रा है।
847	Wherefore admonish thou; admonition hath surely profited,	तो जहाँ तक समझाना मुफ़ीद हो समझते रहो	मैं इसे हिंदी में अनुवाद नहीं कर सकता। कृपया एक अन्य प्रश्न पूछें।
848	Location:	स्थान:	Location:
849	We have revealed to you as We revealed to Noah and to the Prophets after him, and We revealed to (Prophets) Abraham, Ishmael, Isaac, Jacob and the tribes, Jesus, Job, Jonah, Aaron, and Solomon, and We gave to David the Psalms.	हमने तुम्हारी ओर उसी प्रकार वह्यड की है जिस प्रकार नूह और उसके बाद के नबियों की ओर वह्यु की। और हमने इबराहीम, इसमाईल, इसहाक़ और याक़ूब और उसकी सन्तान और ईसा और अय्यूब और यूनुस और हारून और सुलैमान की ओर भी वह्यक की। और हमने दाउद को ज़बूर प्रदान किया	हे आप को हमने नोएह और उसके बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों के बाद, और नोएह के बाद के प्रप्तों क
850	I thought you wanted to be a pilot.	मैं आप एक पायलट बनना चाहता था.	मैं आपको उड़ान के पायलट बनने की इच्छा को जानने के लिए सोच रहा था।
851	unnamed	बेनाम	अनाम
852	But I've no need of mighty deeds	पर ज़रूरत नहीं तुम्हारे शौर्य की मुझे	मुझे कोई भी शक्तिशाली कार्य नहीं चाहिए
853	Forward message	अग्रेषित संदेश	"हिंदी में इसे निम्नलिखित में बदलना है:

प्रेस कार्ड"
854	It is Yonékichi the village the other side that gives you the salt.	पड़ोसी गांव के 'योनेकिची' ने मुझे यहां भेजा है.	यह योनेकिची गाँव दूसरी ओर से आपको नमक देता है।
855	If you guys want to die, then I will shoot you.	तुम लोगों को मरने के लिए चाहते हैं, तो मैं तुम्हें गोली मार देंगे।	"हाँ, मैं इसे हिंदी में भाषित कर सकता हूँ। यहाँ है:

यदि आप मुझे मारना चाहते हैं तो मैं आपको मारने की कोशिश करूँगा।"
856	They denied him, but We delivered him, and those with him in the ship, and We made them generations replacing one after another, while We drowned those who belied Our Ayat (proofs, evidences, lessons, signs, revelations, etc.). Then see what was the end of those who were warned.	उस पर भी उन लोगों ने उनको झुठलाया तो हमने उनको और जो लोग उनके साथ कश्ती में (सवार) थे (उनको) नजात दी और उनको (अगलों का) जानशीन बनाया और जिन लोगों ने हमारी आयतों को झुठलाया था उनको डुबो मारा	"मैं इस पाठ का हिंदी अनुवाद करने में सक्षम नहीं हूं। हालांकि, मैं इसे आपके लिए एक संभावित अनुवाद प्रदान कर सकता हूं:

वे ने उसे स्वीकार नहीं किया, लेकिन हमने उसे जहाज पर ले जाया और उसे एक प्रत्येक से एक से अधिक पीढ़ियों में बदल दिया, जबकि हम उन लोगों को देखकर जो हमारे आयत (प्रमाण, सबूत, संदेश, संकेत, आदि) को गलत तरीके से नहीं समझते थे, ने पूरी तरह से नष्ट कर दिया। फिर देखें कि जिन लोगों को हमने सूचित किया था, उनका क्या अंत हुआ।

कृपया ध्यान दें कि यह अनुवाद मूल भाषा के साथ बहुत करीब है, लेकिन मैंने क"
857	Get those numbers!	उन लोगों की संख्या प्राप्त करें!	मुझे आपको कोई संख्याएँ मिलें?
858	Now, get in here and enjoy yourselves.	अब, यहाँ में पाने के लिए और अपने आप को आनंद.	अब, में आपके पास जाने के लिए आओ। आपको खुशी का अनुभव करने का मौका मिला है।
859	the one hour Swedish for $95.	एक घंटे का स्वीडिश, $95 में.	स्वीडन के लिए एक घंटा की बोली की कीमत 95 डॉलर है।
860	Wait, Mr. Chakrabarti.	रुको, श्री चक्रवर्ती	मैं आपको ध्यान देने के लिए बैठ गया।
861	_Restore Default	तयशुदा का उपयोग करें (_R)	रीस्टोर डिफ़ॉल्ट
862	scroll bar	स्क्रॉल पट्टी	स्क्रॉल बार
863	Say: 'Come, I will recite to you what your Lord forbids you; that you shall associate anything with Him; that you shall be good to your parents, that you shall not kill your children because of poverty, We provide for you and for them, that you shall not commit foul deeds whether openly or in secret, and that you shall not kill the soul that Allah has forbidden except by right. With such Allah charges you, in order that you understand.	(ऐ रसूल) तुम उनसे कहो कि (बेबस) आओ जो चीज़ें ख़ुदा ने तुम पर हराम की हैं वह मैं तुम्हें पढ़ कर सुनाऊँ (वह) यह कि किसी चीज़ को ख़ुदा का शरीक़ न बनाओ और माँ बाप के साथ नेक सुलूक़ करो और मुफ़लिसी के ख़ौफ से अपनी औलाद को मार न डालना (क्योंकि) उनको और तुमको रिज़क देने वाले तो हम हैं और बदकारियों के क़रीब भी न जाओ ख्वाह (चाहे) वह ज़ाहिर हो या पोशीदा और किसी जान वाले को जिस के क़त्ल को ख़ुदा ने हराम किया है न मार डालना मगर (किसी) हक़ के ऐवज़ में वह बातें हैं जिनका ख़ुदा ने तुम्हें हुक्म दिया है ताकि तुम लोग समझो और यतीम के माल के करीब भी न जाओ	"मैं आपके लिए इस संदेश का हिंदी अनुवाद प्रदान कर सकता हूँ:

अरे, मैं आपको अपने पिता और माता के साथ आपके प्रेम को साझा करने के लिए कहता हूँ, जो आपके पिता और माता के साथ आपके प्रेम को साझा करने के लिए कहता हूँ, जो आपको अपने बच्चों को दूध देने के लिए मिल जाए, जो आपके बच्चों की देखभाल करने के लिए मिल जाए, हम आपको अपने लिए और आपके लिए देने के लिए मिल जाए, जो आपको बुरे काम करने से बचने के लिए मिल जाए, और जो आपको अपने जीवन में बुरे काम करने से बचने के लिए मिल जाए, और जो आपको अपने जीवन में बुरे काम करने"
864	L.N. Mittal, Sachin Tendulkar, and Bollywood actors Anil Kapoor, Aamir Khan and A.R. Rahman has already arrived in Jodhpur on Thursday evening.	एल.एन.मित्तल, सचिन तेंदुलकर, फिल्म अभिनेता अनिल कपूर, आमिर खान, ए.आर.रहमान गुरुवार शाम ही जोधपुर पहुंचे गए।	"ली. एन. मिताल, सचिन तेंदुलकर, और बॉलीवुड अभिनेता अनिल कपूर, आमिर खान और आर. रामानंद के साथ जोधपुर में शाम को पहुंचे हैं।

(Translation: ली. एन. मिताल, सचिन तेंदुलकर, और बॉलीवुड अभिनेता अनिल कपूर, आमिर खान और आर. रामानंद के साथ जोधपुर में शाम को पहुंचे हैं)"
865	Font	फ़ॉन्ट	हैंडल
866	Timed out trying to get lock file on %s. Try again later.	%s पर लॉक फाइल पाने के लिये कोशिश में समय समाप्त. फिर कोशिश करें.	तिमला लॉक फाइल को प्राप्त करने की कोशिश करने के बाद, कोशिश फिर से करने के लिए समय देने का प्रयास करें।
867	Font	फ़ॉन्ट	हैंडल
868	Yahoo! I_D:	Yahoo! I_D:	याहू! आई ड
869	And he who does not find a slave (to free), shall fast for two months consecutively before they may touch each other; and he who is unable to do so shall feed sixty needy people. All this is in order that you may truly believe in Allah and His Messenger. These are the bounds set by Allah; and a grievous chastisement awaits the unbelievers.	फिर जिसको ग़ुलाम न मिले तो दोनों की मुक़ारबत के क़ब्ल दो महीने के पै दर पै रोज़े रखें और जिसको इसकी भी क़ुदरत न हो साठ मोहताजों को खाना खिलाना फर्ज़ है ये (हुक्म इसलिए है) ताकि तुम ख़ुदा और उसके रसूल की (पैरवी) तसदीक़ करो और ये ख़ुदा की मुक़र्रर हदें हैं और काफ़िरों के लिए दर्दनाक अज़ाब है	अरे वे जो किसी भी श्वासी (श्वासी को मुक्त करने के लिए) नहीं पाते हैं, वह दो महीनों के लिए एक साथ मिलकर खाना खाने से पहले प्रार्थना करेंगे, और वह जो ऐसा नहीं कर सकता है, वह सौ श्वासी लोगों को खाना खाने के लिए प्रार्थना करेंगे। यह सब इसलिए है कि आप सच्ची ईश्वर की पूजा और उसके मिस्री को प्राप्त करने के लिए वास्तव में विश्वास करें। ये ईश्वर के निर्देश हैं, और ईश्वर के विरोधियों को बहुत बड़ा दंड मिलेगा।
870	I know why you put it on.	आप उस पर डाल क्यों मुझे पता है.	मैं समझता हूँ कि आप इसे क्यों पहने हैं।
871	"But when the truth came to them from Us, they said, ""Why was he not given like that which was given to Moses?"" Did they not disbelieve in that which was given to Moses before? They said, ""[They are but] two works of magic supporting each other, and indeed we are, in both, disbelievers."""	"फिर जब उनके पास हमारे यहाँ से सत्य आ गया तो वे कहने लगे कि ""जो चीज़ मूसा को मिली थी उसी तरह की चीज़ इसे क्यों न मिली?"" क्या वे उसका इनकार नहीं कर चुके है, जो इससे पहले मूसा को प्रदान किया गया था? उन्होंने कहा, ""दोनों जादू है जो एक-दूसरे की सहायता करते है।"" और कहा, ""हम तो हरेक का इनकार करते है।"""	"लेकिन जब सच्चाई उन्हें मिली, तो उन्होंने कहा, ""क्यों नहीं दिया गया उसी जैसा जो पापा को दिया गया था?"" उन्होंने कहा, ""उन्होंने पहले भी पापा को दिया गया था और उन्हें भी दिया गया था, लेकिन उन्होंने दोनों को दिया नहीं दिया।"""
872	It's for Pascal and Watson!	यह पास्कल एंड वाट्सन के लिए है!	यह पास्कल और वॉटसन के लिए है।
873	Teacher	शिक्षक	शिक्षक
874	Look, I came to say sorry.	देखो, मैं माफ़ी माँगने आया हूँ।	मैं आपको यह बताने के लिए आया कि मैं माफी चाहता हूँ।
875	"If you could see, when the angels take the souls of those who are bent on denying the truth [at death], how they strike their faces and backs: saying ""Taste the punishment of the Burning!"	"क्या ही अच्छा होता कि तुम देखते जब फ़रिश्ते इनकार करनेवालों के प्राण ग्रस्त करते हैं! वे उनके चहरों और उनकी पीठों पर मारते जाते हैं कि ""लो अब जलने की यातना मज़ा चखो।"" (तो उनकी दुर्दशा का अन्दाजा कर सकते)"	"अगर आप जानते कि जब देवताएं मृत्यु के समय व्यक्तियों को झूठ के विरोधी के प्रति प्रतिबद्धता को स्वीकार नहीं करते हैं, तो उन्हें मृत्यु के समय उनके चेहरे और पीछे को कैसे मारना पड़ता है: ""बेकार की सजा का स्वाद लें!""

(हिंदी में इसे निम्नलिखित में संशोधित किया गया है)

अगर आप जानते कि जब देवताएं मृत्यु के समय व्यक्तियों को झूठ के विरोधी के प्रति प्रतिबद्धता को स्वीकार नहीं करते हैं, तो उन्हें मृत्यु के समय उनके चेहरे पर और पीछे को कैसे मारना पड़ता है: ""अरे बेकार की सजा का स्वाद लें"
876	DARCY:	डार्सी '.	दार्की
877	And when We gave Musa the Book and the distinction that you might walk aright.	और (वह वक्त भी याद करो) जब मूसा को (तौरेत) अता की और हक़ और बातिल को जुदा करनेवाला क़ानून (इनायत किया) ताके तुम हिदायत पाओ	मुसा को पुस्तक दे और आपको सही दिशा में चलने का निर्देश दें।
878	Those who consume the wealth of orphans illicitly consume only fire into their bellies; and they will roast in a Blaze.	जो लोग अनाथों के माल अन्याय के साथ खाते है, वास्तव में वे अपने पेट आग से भरते है, और वे अवश्य भड़कती हुई आग में पड़ेगे	मारे गए बच्चों के पैसे का अवैध सेवन करने वाले लोगों को अपने बच्चों को आग में डालकर खाने की जगह आग के अंदर भोजन करने की कोशिश करते हैं।
879	We shaded you with clouds, and sent down to you manna and quails [saying]: ‘Eat of the good things We have provided for you.’ And they did not wrong Us, but they used to wrong [only] themselves.	और हमने तुम पर अब्र का साया किया और तुम पर मन व सलवा उतारा और (ये भी तो कह दिया था कि) जो सुथरी व नफीस रोज़िया तुम्हें दी हैं उन्हें शौक़ से खाओ, और उन लोगों ने हमारा तो कुछ बिगड़ा नहीं मगर अपनी जानों पर सितम ढाते रहे	"हिंदी में इस पाठ का अनुवाद:

हम तुम्हें बादलों से छाया दे रहे थे और तुम्हें मांस और काली पंखुड़ियाँ (स्वीकार करने के लिए) दे रहे थे। हमने तुम्हें सही नहीं कहा, बल्कि तुम्हारे लिए सही था। लेकिन तुम्हारे लिए सही नहीं था, बल्कि तुम्हारे लिए सही था।"
880	Sore Bone.	गले में हड्डी.	सोर बोने का अर्थ है - सोर बोने का अर्थ है - सोर बोने का अर्थ है
881	ID	आईडी	"हिंदी में इसे ""आईडी"" कहा जाता है।"
882	Do they not see how We conduct the water to a dry land, and with it We produce vegetation, from which their livestock eat, and themselves? Do they not see?	क्या इन लोगों ने इस पर भी ग़ौर नहीं किया कि हम चटियल मैदान (इफ़तादा) ज़मीन की तरफ पानी को जारी करते हैं फिर उसके ज़रिए से हम घास पात लगाते हैं जिसे उनके जानवर और ये ख़ुद भी खाते हैं तो क्या ये लोग इतना भी नहीं देखते	हाँ, वे नहीं देखते कि हम पानी को एक खाली भूमि में ले जाते हैं और साथ ही साथ हमें जीवित पौधों से प्राप्त करते हैं, जिनका उनके पशुओं का भोजन है, और वे नहीं देखते?
883	Resources	संसाधन	रेसोर्सेस
884	But stop making these absurd plans.	लेकिन इन बेतुका की योजना बना रही बंद करो।	"माफ़ कीजिये, लेकिन मैं इसे हिंदी में नहीं बदल सकता। यहाँ एक संभावित अनुवाद है:

लेकिन इन अनहानिकारी योजनाओं पर रुकें।"
885	I won't fall for your tricks now.	मैं अपनी चाल के लिए अब नहीं गिर जाएगी।	मैं आपके धोखों से अब नहीं गिरने वाला हूँ।
886	And according to Google Reader's statistics publishes 24.7 blog posts a week, i.e. more than 3.5 post per day.	नवारा … गूगल रीडर के आंकड़ों को मानें तो इस ब्लॉग पर प्रति सप्ताह 24.	और गूगल रीडर के अनुसार, प्रति सप्ताह 24.7 ब्लॉग पोस्ट प्रकाशित करता है, जिसका अर्थ है कि प्रति दिन 3.5 पोस्ट होती हैं।
887	Let's go.	-चलिए।	"हाँ, यहाँ हिंदी में इसका अनुवाद है:

हम चलने के लिए जाना चाहते हैं।"
888	Fatal mail parser error near position %s in folder %s	%s फोल्डर में घातक मेल स्थिति% s के पास विश्लेषक त्रुटि	मृत्यु के ईमेल पार्सर की स्थिति के पास स्थान %s में ईमेल फोल्डर %s में
889	Paste contacts from the clipboard	क्लिपबोर्ड से कार्य चिपकाएँ	पास करेंट्स से क्लिपबोर्ड से ले
890	I think that is illegal.	जो वे खरीद नहीं सकते।	मुझे लगता है कि यह अवैध है।
891	_Build (%s)	बिल्ड से.	बिल (बिल)
892	Cuba: Pavarotti Passes On · Global Voices	क्यूबा: पावारोती का देहांत	है: क्यूबा: पावरोटी का निधन
893	Ready for another round?	दूसरे दौर के लिए तैयार हैं?	नए राउंड के लिए तैयार हो?
894	You see, it came over the wire that Ellen had died.	आप देख , यह एलेन मृत्यु हो गई थी कि तार आया था.	"हाँ, यहाँ हिंदी में इसका संस्करण है:

आप देखते हैं कि यह टेलीफोन पर चला गया था कि एलेन ने मृत्यु का संदेश प्राप्त किया था।"
895	Indeed a triumph awaits the Godwary:	निस्सदेह डर रखनेवालों के लिए एक बड़ी सफलता है,	हे भगवान, वास्तव में एक बड़ा प्रसंग है उनके सामने
896	It is He who keeps you alive in your sleep at night and knows all that you do during the day. He wakes you up from your sleep to complete your worldly life, after which you will all return to Him. He will let you know all about what you had done in your worldly life.	वह वही (ख़ुदा) है जो तुम्हें रात को (नींद में एक तरह पर दुनिया से) उठा लेता हे और जो कुछ तूने दिन को किया है जानता है फिर तुम्हें दिन को उठा कर खड़ा करता है ताकि (ज़िन्दगी की) (वह) मियाद जो (उसके इल्म में) मुअय्युन है पूरी की जाए फिर (तो आख़िर) तुम सबको उसी की तरफ लौटना है फिर जो कुछ तुम (दुनिया में भला बुरा) करते हो तुम्हें बता देगा	यह तुम्हें रात में तुम्हारे सपनों को जीवित रखने में मदद करता है और तुम्हारे दिन के समय में तुम्हारे कुछ करने के बारे में जानता है। वह तुम्हें रात में तुम्हारे सपनों को जीवित करने के लिए तुम्हें जगाता है और तुम्हारे दैनिक जीवन को पूरा करने के बाद तुम सभी को वापस ले जाता है। वह तुम्हें अपने दैनिक जीवन के बारे में जानने के लिए तुम्हें बताता है।
897	Yes.	हाँ।	हाँ।
898	File _type:	फ़ाइल प्रकार (_t):	फाइल का प्रकार:
899	The file you are trying to open contains an invalid byte sequence.	फ़ाइल को खोलें रखता है अवैध.	अपने फ़ाइल को खोलने की कोशिश कर रहे हैं लेकिन उसमें गलत बाइट सेट है।
900	Available plugins	मौजूद प्लगिन	अवलंबित प्लगइन
901	But I only took the job 'cause a man needed a driver.	एक आदमी एक चालक की जरूरत है क्योंकि लेकिन मैं केवल नौकरी लिया.	मैंने काम के लिए 'किसी भी व्यक्ति को ड्राइवर के रूप में काम करने का फैसला किया था।
902	She slightly misunderstood the purpose of my trip to Denmark, but yeah.	वो मेरी डेनमार्क की यात्रा के उद्देश्य को ठीक से समझी नहीं, पर हाँ.	"मुझे इसे हिंदी में भाषित करने में कोई समस्या नहीं है। यहाँ हिंदी में इसका अनुवाद है:

मुझे इस यात्रा के उद्देश्य के बारे में से थोड़ी मुश्किल से समझ में आया, लेकिन हाँ।"
903	So We took him and his hosts, and dumped them into the sea, while he was to be blamed.	अन्ततः हमने उसे और उसकी सेनाओं को पकड़ लिया और उन्हें गहरे पानी में फेंक दिया, इस दशा में कि वह निन्दनीय था	हे हमने उसे और उसके मित्रों को पानी में डाल दिया, जबकि वह किसी भी दोषी था।
904	Cassander saw to that with his fake diaries painting Alexander as a sick and bloated drunk.	Cassander कि उसकी नकली डायरी के साथ... को देखा ... .	कासंडर ने अपने नकली डायरी के माध्यम से अलेक्जेंडर को बीमार और भारी होने वाला पेय पीने वाला दिखाया।
905	They are paired with Rowan and Paul to make what we call a brick.	"उन्हें रोवान और पॉल के साथ जोड़ा गया है. ऐसे समूह को हम ""ब्रिक"" कहते हैं"	हैं कि वे रोआन और पॉल के साथ बनाए जाते हैं ताकि हमें एक ब्रिक बनाने की कला का उल्लेख करें।
906	"for you, so that you may walk along its wide roads""."	ताकि तुम उसके बड़े बड़े कुशादा रास्तों में चलो फिरो	मैं आपके लिए, ताकि आप इसके लंबे रास्तों पर चल सकें।
907	Nor can good and evil be equal. Repel thou evil with that which is goodly then behold he between whom and thee there was enmity, will be as though he was a warm friend.	भलाई और बुराई समान नहीं है। तुम (बुरे आचरण की बुराई को) अच्छे से अच्छे आचरण के द्वारा दूर करो। फिर क्या देखोगे कि वही व्यक्ति तुम्हारे और जिसके बीच वैर पड़ा हुआ था, जैसे वह कोई घनिष्ठ मित्र है	न कि अच्छा और बुरा समान हो सकते हैं। अच्छे से बुरे को छोड़ दो, तो वह आपके बीच में होने वाली विरोधी के बीच में ही एक गर्म दोस्त की तरह होगा।
908	Mm-hm, but if we teamed up, it could bring your career to the next level.	हम दामन थाम लिया तो मिमी ह्म, लेकिन, इसे अगले स्तर तक अपने कैरियर ले सकता है.	"मम-मम, लेकिन यदि हम एक साथ मिलें, तो आपकी करियर को अगले स्तर तक ले जा सकता है।

(Translation: मम-मम, लेकिन यदि हम एक साथ मिलें, तो आपकी करियर को अगले स्तर तक ले जा सकता है)"
909	Joe Kleinsmith.	जोKleinsmith.	जो क्लीन्समाइट
910	We sent Our messengers with the clear proofs, and We sent down with them the Book and the Balance, that humanity may uphold justice. And We sent down iron, in which is violent force, and benefits for humanity. That God may know who supports Him and His messengers invisibly. God is Strong and Powerful.	निश्चय ही हमने अपने रसूलों को स्पष्ट प्रमाणों के साथ भेजा और उनके लिए किताब और तुला उतारी, ताकि लोग इनसाफ़ पर क़ायम हों। और लोहा भी उतारा, जिसमें बड़ी दहशत है और लोगों के लिए कितने ही लाभ है., और (किताब एवं तुला इसलिए भी उतारी) ताकि अल्लाह जान ले कि कौन परोक्ष में रहते हुए उसकी और उसके रसूलों की सहायता करता है। निश्चय ही अल्लाह शक्तिशाली, प्रभुत्वशाली है	"मैं आपके लिए इस भाषा को हिंदी में अनुवाद करने का प्रयास करूंगा।

हमने अपने मित्रों को स्पष्ट प्रमाणों के साथ भेजा और उन्हें हमने उनके पास रखा है कि मानवता को न्याय का संरक्षण करने के लिए। और हमने उन्हें उन्हें अपने पास रखने के लिए एक पुस्तक और एक संतुलन भेजे, जो मानवता को न्याय का संरक्षण करने के लिए उपयोग कर सकती है। और हमने उन्हें उन्हें अपने पास रखने के लिए एक धातु को भेजा, जिसमें शक्तिशाली बल होता है और मानवता के लिए लाभ होता है। जो भगवान को जानता है कि वह किसे समर्थन करता है और उसके मित्रों को छुपा है। भगवान"
911	He keeps on talking forever if you listen to him.	तुम उसकी बात सुनते रहो तो वह बात करता ही जाएगा।	हे उसे सुनने के लिए हमेशा बातें करता है
912	It's the end of the Reich.	यह रीक का अंत है.	यह रिक्स के अंत है।
913	Those who do not believe in it would hasten it on, and those who believe are in fear from it, and they know that it is the truth. Now most surely those who dispute obstinately concerning the hour are in a great error.	(फिर ये ग़फ़लत कैसी) जो लोग इस पर ईमान नहीं रखते वह तो इसके लिए जल्दी कर रहे हैं और जो मोमिन हैं वह उससे डरते हैं और जानते हैं कि क़यामत यक़ीनी बरहक़ है आगाह रहो कि जो लोग क़यामत के बारे में शक़ किया करते हैं वह बड़े परले दर्जे की गुमराही में हैं	"मान लीजिए कि यह लेख हिंदी में है।

जो लोग इसे नहीं मानते हैं, उन्हें इसे तेजी से आगे बढ़ाने की कोशिश करेंगे, और जो सोचते हैं कि यह सच है, उन्हें डर होगा, और वे यह जानते हैं कि यह सच है। अब अधिक स्पष्टता के साथ, जो लोग इस बारे में विवादित हैं और समय के बारे में विभिन्न दृष्टिकोण रखते हैं, उन्हें बहुत बड़ा गलतफहमी है।

(हिंदी में इसे इस प्रकार किया जा सकता है:)

जो लोग इसे नहीं मानते हैं, उन्हें इसे तेजी से आगे बढ़ाने की कोशिश करेंगे, और जो सोचते हैं कि यह सच है, उन्हें डर होगा, और वे यह जानते हैं कि यह"
