	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
908	908	908	Mm-hm, but if we teamed up, it could bring your career to the next level.	हम दामन थाम लिया तो मिमी ह्म, लेकिन, इसे अगले स्तर तक अपने कैरियर ले सकता है.	एम.एम. है, लेकिन अगर हम टीम में जुड़ कर चला देते, तो तुम्हारी कैरियर की स्तर पर ये सुधार आ सकता है।
909	909	909	Joe Kleinsmith.	जोKleinsmith.	जो क्लाइन्समिथ।
910	910	910	We sent Our messengers with the clear proofs, and We sent down with them the Book and the Balance, that humanity may uphold justice. And We sent down iron, in which is violent force, and benefits for humanity. That God may know who supports Him and His messengers invisibly. God is Strong and Powerful.	निश्चय ही हमने अपने रसूलों को स्पष्ट प्रमाणों के साथ भेजा और उनके लिए किताब और तुला उतारी, ताकि लोग इनसाफ़ पर क़ायम हों। और लोहा भी उतारा, जिसमें बड़ी दहशत है और लोगों के लिए कितने ही लाभ है., और (किताब एवं तुला इसलिए भी उतारी) ताकि अल्लाह जान ले कि कौन परोक्ष में रहते हुए उसकी और उसके रसूलों की सहायता करता है। निश्चय ही अल्लाह शक्तिशाली, प्रभुत्वशाली है	हमारे भाषणकर्ताओं ने स्पष्ट प्रमाण दिए और हमने उन्हें लिखा कि धर्म को बनाए रखने के लिए मानवता के लिए पुस्तक और संतुलन का संकेत है, जो न्याय को बनाए रखने के लिए रखा गया है। मानवता को इस बलगम में से उस बलगम को हटा दें जिसमें भयावह शक्ति है और उसे धर्म के लिए लाभ देने वाले सामान को भेजें जो कि आत्मा का शक्तिशाली है। आत्मा ज्ञानी है।
911	911	911	He keeps on talking forever if you listen to him.	तुम उसकी बात सुनते रहो तो वह बात करता ही जाएगा।	वो जब सुनें तो जितना जितना बोलता है
912	912	912	It's the end of the Reich.	यह रीक का अंत है.	रिक्स के अंत हो चुका है।
913	913	913	Those who do not believe in it would hasten it on, and those who believe are in fear from it, and they know that it is the truth. Now most surely those who dispute obstinately concerning the hour are in a great error.	(फिर ये ग़फ़लत कैसी) जो लोग इस पर ईमान नहीं रखते वह तो इसके लिए जल्दी कर रहे हैं और जो मोमिन हैं वह उससे डरते हैं और जानते हैं कि क़यामत यक़ीनी बरहक़ है आगाह रहो कि जो लोग क़यामत के बारे में शक़ किया करते हैं वह बड़े परले दर्जे की गुमराही में हैं	जो इस बात से इनकार करते हैं उन्हें जल्दी इस बारे में सुनवाई देता है, और जो इसके बारे में संदेह रखते हैं उन्हें यह सुनिश्चित करने के लिए यह देखते हैं कि यह सच है। अब ज़्यादातर स्पष्ट रूप से यह बताता है कि समय के बारे में विवाद जो हो वह सच्चाई से बाहर है।
914	914	914	Well, you can go wherever you wanna go.	यदि आप चाहते हैं जहाँ भी जाते ठीक है, तुम जा सकते हैं.	हाँ, तुम जो भी चाहे तुम वही जाओ.
915	915	915	Those who do not invoke another deity besides Allah, and do not kill a soul [whose life] Allah has made inviolable, except with due cause, and do not commit fornication. (Whoever does that shall encounter its retribution,	और वह लोग जो ख़ुदा के साथ दूसरे माबूदों की परसतिश नही करते और जिस जान के मारने को ख़ुदा ने हराम कर दिया है उसे नाहक़ क़त्ल नहीं करते और न ज़िना करते हैं और जो शख्स ऐसा करेगा वह आप अपने गुनाह की सज़ा भुगतेगा	अल्लाह के अलावा अन्य देवी को पूजा न करना, और जो लोग एक जीव की जान को जो अल्लाह द्वारा निर्मित है, उसे अपराधात्मक बना रखते हैं, (जिसे जो कारण है उसमें से) एक उचित कारण के साथ किसी को यौन विवाह करना (जिस व्यक्ति को होता है, वह) उसे प्राप्त करने वाले लोग को चुनाव में उसके प्रति प्रतिबंधित होता है।
916	916	916	You wanna play a little free market competition, just you and me?	आप चाहते हैं एक छोटी सी मुक्त बाजार में प्रतिस्पर्धा खेलने, सिर्फ तुम और मैं?	तुम्हें कुछ लाइट फ़्री मार्केट स्पर्धा खेलना है, बस तुम और मैं?
917	917	917	- How can I live without him?	कैसे मैं उसके बिना रह सकते हैं?	- मैं इसे खोने के बिना कैसे रह सकता हूँ?
918	918	918	And He it is Who sends down water from the cloud, then We bring forth with it buds of all (plants), then We bring forth from it green (foliage) from which We produce grain piled up (in the ear); and of the palm-tree, of the sheaths of it, come forth clusters (of dates) within reach, and gardens of grapes and olives and pomegranates, alike and unlike; behold the fruit of it when it yields the fruit and the ripening of it; most surely there are signs in this for a people who believe.	और वही है जिसने आकाश से पानी बरसाया, फिर हमने उसके द्वारा हर प्रकार की वनस्पति उगाई; फिर उससे हमने हरी-भरी पत्तियाँ निकाली और तने विकसित किए, जिससे हम तले-ऊपर चढे हुए दान निकालते है - और खजूर के गाभे से झुके पड़ते गुच्छे भी - और अंगूर, ज़ैतून और अनार के बाग़ लगाए, जो एक-दूसरे से भिन्न भी होते है। उसके फल को देखा, जब वह फलता है और उसके पकने को भी देखो! निस्संदेह ईमान लानेवाले लोगों को लिए इनमें बड़ी निशानियाँ है	और वह जो पानी के गाढ़े गुलाब से निकलता है, उसे हम पौधों के पंखों से निकलते हैं; पौधों के पंखों से निकलते हैं हैं पीले पंख से निकलते हैं वे पौधे चारों प्रकार के (सेब, काजू, अंगूर और पपीते के) बन सकते हैं; चारों प्रकार के फल चढ़ते हैं जो फल चढ़ते हैं और चौबीसों के चम्मचों में से चारों चम्मच जो फल के चम्मच चढ़ते हैं; और चौबीसों के चम्मच से चारों चम्मच जो फल के चम्मच चढ़ते हैं चूँतो चूँतो चढ़ते हैं; देखो जब फल छूटता है और जब फल का फल छूटता है; सबसे ज़्यादा
919	919	919	You know, my grandmother used to show me these pictures. Before that hospital closed down, this place really wasn't that bad.	तुम्हें पता है, मुझे इन तस्वीरों को दिखाने के लिए प्रयोग किया जाता मेरी दादी . कि अस्पताल नीचे बंद पहले, इस जगह सच है कि बुरा नहीं था.	तुम्हें याद है कि मेरी ग्रैंडमाँ इस चित्रों को मैंने दिखाती थी। पहले हॉस्पिटल ने बंद हो गया था, इस स्थान के पहले यह कितना खराब नहीं था इसका कोई फर्क नहीं रहा था।
920	920	920	After the parade, the family will attend the... (TURNS RADIO OFF)	परेडकेबाद, परिवार भाग लेंगे... / मैं (रेडियो मुड़ता रवाना)	पारेडी के बाद, परिवार ने ... (टर्न्स रेडियो ऑफ़) में ध्यान देने के लिए वापस आएँगे।
921	921	921	What kind of father does that make you?	- यह खेल नहीं है। विंसेंट। यह तुम्हारे शोरूम का कोई मज़ाक नहीं है।	आपके फ़र्ज़ का कौन है?
922	922	922	We build outpost on other planets, using great machines to reshape environments to our needs.	हम अन्य ग्रहों पर चौकी का निर्माण नयी आकृति प्रदान करने के लिए महान मशीनों का उपयोग हमारी जरूरतों के वातावरण.	हम अन्य ग्रहों पर outpost बनाते हैं , जैविक मशीनों का उपयोग करके परिस्थिति को अपनी ज़रूरतों के अनुसार बदलते हुए.
923	923	923	PHOTOS]	PHOTOS]	फ़ोटो]
924	924	924	"They ask you about the phases of the moon. Say, ""These are signs for the people to reckon dates and fix the periods for hajj."" Also tell them, ""It is no virtue to enter your houses from their backs during the Hajj days); real virtue is that one should refrain from incurring the displeasure of Allah; so enter your houses by their proper doors. and fear Allah so that you may gain (true) success."	"वे तुमसे (प्रतिष्ठित) महीनों के विषय में पूछते है। कहो, ""वे तो लोगों के लिए और हज के लिए नियत है। और यह कोई ख़ूबी और नेकी नहीं हैं कि तुम घरों में उनके पीछे से आओ, बल्कि नेकी तो उसकी है जो (अल्लाह का) डर रखे। तुम घरों में उनके दरवाड़ों से आओ और अल्लाह से डरते रहो, ताकि तुम्हें सफलता प्राप्त हो"	वे तुमसे सौरमंडल के चरणों के बारे में पूछते हैं। कहते हैं, “इन चिह्न हैं जो लोग तारीखों को समझने और हज़ारे के समय के समय के लिए अवधि निर्धारित करने में मदद कर सकते हैं.” तथा उन्हें भी बताते हैं, “हज़ाई के दिनों में अपने घरों से पीछे निकलना ना है; सच्ची ताकत है कि अल्लाह से डरो कि आप हज़ाई के दिन अपने घरों को सही तरीके से प्रवेश करने से मिल सकें; और अल्लाह से डर करें कि तुम्हारे पास सच्ची सफलता मिले।”
925	925	925	- That's not really for me to say.	- मै उस बारेमे कुछ कह नहीं पाऊँगी।	- ये मेरे लिए नहीं है कुछ कह सकता हूँ।
926	926	926	Yeah.	/ हाँ, मैं करता हूँ.	जी हाँ।
927	927	927	Kettle escaped!	भाप निकल गई!	कैथल को छोड़ दिया गया!
928	928	928	woman #2 speaking native language:	महिला #2 मातृभाषा में बोलती है:	पत्नी द्वितीय निष्ठावान भाषा:
929	929	929	Source of vertex shader	शिखर shader का स्रोत	वर्च्यस हैंडश्रेड सोर्स
930	930	930	Session management options:	सत्र प्रबंधन विकल्प:	सीज़न मैनेजमेंट ऑप्शन:
931	931	931	You did not enter a password.	आपने कूटशब्द नहीं दाखिल किया.	आपका पासवर्ड नहीं दर्ज कराया है।
932	932	932	Then, after inflict-ing this grief, He sent down an inner peace upon you - a sleep which overtook some of you. Those who were concerned merely about themselves, entertaining false notions about Allah - the notions of the Age of Ignorance - asked: 'Have we any say in the matter?' Tell them: 'Truly, all power of decision rests solely with Allah.' Indeed, they conceal in their hearts what they would not reveal to you, saying: 'If we had any power of decision, we would not have been slain here.' Say: 'Even if you had been in your houses, those for whom slaying had been appointed would have gone forth to the places where they were to be slain.' And all this happened so that Allah might test your secret thoughts and purge your hearts of all impurities. Allah knows well what is in the breasts of men.	फिर ख़ुदा ने इस रंज के बाद तुमपर इत्मिनान की हालत तारी की कि तुममें से एक गिरोह का (जो सच्चे ईमानदार थे) ख़ूब गहरी नींद आ गयी और एक गिरोह जिनको उस वक्त भी (भागने की शर्म से) जान के लाले पड़े थे ख़ुदा के साथ (ख्वाह मख्वाह) ज़मानाए जिहालत की ऐसी बदगुमानियॉ करने लगे और कहने लगे भला क्या ये अम्र (फ़तेह) कुछ भी हमारे इख्तियार में है (ऐ रसूल) कह दो कि हर अम्र का इख्तियार ख़ुदा ही को है (ज़बान से तो कहते ही है नहीं) ये अपने दिलों में ऐसी बातें छिपाए हुए हैं जो तुमसे ज़ाहिर नहीं करते (अब सुनो) कहते हैं कि इस अम्र (फ़तेह) में हमारा कुछ इख़्तियार होता तो हम यहॉ मारे न जाते (ऐ रसूल उनसे) कह दो कि तुम अपने घरों में रहते तो जिन जिन की तकदीर में लड़के मर जाना लिखा था वह अपने (घरो से) निकल निकल के अपने मरने की जगह ज़रूर आ जाते और (ये इस वास्ते किया गया) ताकि जो कुछ तुम्हारे दिल में है उसका इम्तिहान कर दे और ख़ुदा तो दिलों के राज़ खूब जानता है	तब, जो दुःसुख का दर्जा दे रहा हूँ, आपको दिया गया था - उसे आप पर बैठे हुए आपको शांति दे रहा हूँ, जो कि कुछ लोगों को थका देता था। जो चिंतित थे अपने बारे में, इस युग की बुद्धिमत्ता की बातों से अवगत नहीं थे - इस युग की बुद्धिमत्ता की बातों को बताते जो कि इस युग की बुद्धिमत्ता इस प्रकार थी: 'हमारे पास इस बात को किसी के पास नहीं ले सकता है' - आपको यह बताते हुए उन्हें कहते हैं: 'सच बताएँ नहीं, हमें इस मामले पर किसी ने किसी ने किसी को क्या कह कर नहीं दिया है?' उन्हें कहते हैं: '
933	933	933	She did not come to marry Késakichi.	ये केसाकिची से शादी करने के लिए नहीं आयी है.	उसने केजाकिची के विवाह पर विचार नहीं किया।
934	934	934	Disdaining ungratefully Our gifts, and giving themselves up to (worldly) enjoyment! But soon will they know.	ताकि जो (नेअमतें) हमने उन्हें अता की हैं उनका इन्कार कर बैठें और ताकि (दुनिया में) ख़ूब चैन कर लें तो अनक़रीब ही (इसका नतीजा) उन्हें मालूम हो जाएगा	असभरीय मनोरंजन की ओर बढ़ते हुए हमारी उपहारों का अपभाव करना और हमें ही होने के लिए समर्पित होना! लेकिन जल्द ही उन्हें समझ पाएगा।
935	935	935	"I won't see her until a fortnight on Friday, when my sweet little weasel appears at the station in her strappy blue dress."""	और मैं तुम्हें अगले हफ्ते तक नहीं मील पाऊँगा मेरी प्यारी... .	मैं उसे फ़रवारे की अवधि के बाद शुक्रवार को स्टेशन पर मिलेंगा जब मेरी दिलचस्प लिटल वेजेल ने ब्लू ड्रेस में अपना स्टेशन में आगे बढ़ाया होगा।
936	936	936	Make trial of orphans until they reach the age of marriage; if then ye find sound judgment in them, release their property to them; but consume it not wastefully, nor in haste against their growing up. If the guardian is well-off, Let him claim no remuneration, but if he is poor, let him have for himself what is just and reasonable. When ye release their property to them, take witnesses in their presence: But all-sufficient is Allah in taking account.	और यतीमों को कारोबार में लगाए रहो यहॉ तक के ब्याहने के क़ाबिल हों फिर उस वक्त तुम उन्हे (एक महीने का ख़र्च) उनके हाथ से कराके अगर होशियार पाओ तो उनका माल उनके हवाले कर दो और (ख़बरदार) ऐसा न करना कि इस ख़ौफ़ से कि कहीं ये बड़े हो जाएंगे फ़ुज़ूल ख़र्ची करके झटपट उनका माल चट कर जाओ और जो (जो वली या सरपरस्त) दौलतमन्द हो तो वह (माले यतीम अपने ख़र्च में लाने से) बचता रहे और (हॉ) जो मोहताज हो वह अलबत्ता (वाजिबी) दस्तूर के मुताबिक़ खा सकता है पस जब उनके माल उनके हवाले करने लगो तो लोगों को उनका गवाह बना लो और (यूं तो) हिसाब लेने को ख़ुदा काफ़ी ही है	अर्थात जब तक विधवाओं को वयस्क होने की उम्र में न पहुंच न जाए तो उनमें अपनी आय का उपयोग न करें लेकिन उन्हें अपनी संपत्ति दें; लेकिन उन्हें पर्याप्त रूप से नष्ट न करें और उन्हें बड़े होने पर परेशानी में न करो। यदि रक्षक धनवाना हो तो उन्हें धनवाना का भुगतान नहीं लेने दो, लेकिन यदि रक्षक गरीब हो तो उन्हें धनवाना के लिए जो मूल्य उचित और सामान्य हो वह लें. जब विधवाओं की आयु पूरी हो जाती है तो उन्हें सब कुछ दे दो। लेकिन सब कुछ सब सufficient है अल्लाह में लिखना।
937	937	937	File	फ़ाइल	फ़ाइल
938	938	938	"Your login to your server ""{0}"" as ""{0}"" failed."	"""{0}"" रूप में आपके सर्वर ""{0}"" से लॉगिन असफल."	"आपके सेवा पर संकल्प ""{0}"" के रूप में फ़ैल हो जाने पर।"
939	939	939	"But many of them will have feelings of vacuum in their hearts over your failure to distinguish between the right and the wrong."""	परंतु बहुतों के मन में आपके प्रति शून्य का वह भाव भी जागेगा जिसमें आपकी वो असफलता झलकेगी जिसमें आपकी सही और गलत की पहचान ही नहीं थी.	लेकिन उनमें आपके निर्णय में गलती करने के बीच निर्णायकता के बारे में उनके दिल में एक अंतर्निहित भावना होगी कि कि क्या वे सही या गलत थी।
940	940	940	He said, ‘Certainly not! Indeed my Lord is with me. He will guide me.’	"उसने कहा, ""कदापि नहीं, मेरे साथ मेरा रब है। वह अवश्य मेरा मार्गदर्शन करेगा।"""	यह कहते हुए कहा कि उसने कहा, ‘नहीं, पूरी तरह से! मेरे भगवान से मुझे यह कहा जा रहा है कि वे मुझे सही रास्ते पर चलने में मदद करेंगे।’
941	941	941	Display video, audio and image preview	वीडियो, ऑडियो और छवि पूर्वावलोकन दिखाएँ	डिस्प्ले वीडियो, ऑडियो और इमेज प्रीव्यू प्रदर्शन
942	942	942	Unrecognized desktop file Version '%s'	अपरिचित डेस्कटॉप फ़ाइल संस्करण '%s'	अनजाने से डेस्कटॉप फ़ाइल वेरिएशन '%s'
943	943	943	And a faking will!	और एक faking करेंगे!	और फ़िक्स करना भी!
944	944	944	Saddam rejected the demand.	सद्दाम ने मांग को अस्वीकार किया।	सद्दाम ने इस माँग का खंडन किया।
945	945	945	Is he then who is a believer like him who is a transgressor? They are not equal.	भला जो व्यक्ति ईमानवाला हो वह उस व्यक्ति जैसा हो सकता है जो अवज्ञाकारी हो? वे बराबर नहीं हो सकते	अगर उसे जानते हैं कि वे जिन्होंने इस तरह विश्वास किया है, वे जिन्होंने इस तरह अपराध किया है, वे नहीं हैं उन्हें जो अपराधी हैं?
946	946	946	Install online script package	ऑनलाइन स्क्रिप्ट पैकैज संस्थापित करें	ऑनलाइन स्क्रिप्ट पैकेज इंस्टॉल करें
947	947	947	Terrace	टेरेस	पर्वतीय इलाका
948	948	948	You will all make this bunkroom, your home.	आप सभी इस bunkroom, अपने घर बनाना होगा.	तुम सभी को बूँकरूम में बनना होगा, तुम्हारा घर।
949	949	949	Remember my only thoughts are of you.	याद रखें ... / मैं ... मेरी केवल विचारों के हैं तुम.	तुम्हारे बारे मैं याद रखना चाहता हूँ।
950	950	950	Just like a ghost ship, huh?	वेन्डी: बस एक भूतहा जहाज की तरह, हुह?	क्या है ऐसा तो कुछ नहीं?
951	951	951	When she heard of their sly whispers, she sent for them and prepared a banquet. To each she gave a knife, (then called Joseph saying:) 'Come and attend to them' When they saw him, they were so taken with him that they cut their hands, and said: 'Allah save us! This is no mortal, he is no other but a noble angel'	तो जब ज़ुलेख़ा ने उनके ताने सुने तो उस ने उन औरतों को बुला भेजा और उनके लिए एक मजलिस आरास्ता की और उसमें से हर एक के हाथ में एक छुरी और एक (नारंगी) दी (और कह दिया कि जब तुम्हारे सामने आए तो काट के एक फ़ाक उसको दे देना) और यूसुफ़ से कहा कि अब इनके सामने से निकल तो जाओ तो जब उन औरतों ने उसे देखा तो उसके बड़ा हसीन पाया तो सब के सब ने (बे खुदी में) अपने अपने हाथ काट डाले और कहने लगी हाय अल्लाह ये आदमी नहीं है ये तो हो न हो बस एक मुअज़िज़ (इज्ज़त वाला) फ़रिश्ता है	जब सुनी गई उनके छोटे-छोटे शब्दों की बात, उसने उन्हें बुलाया और एक बारेंका तैयार कर दिया था। प्रत्येक को एक तलवार दे दी थी (जिसे जोया कहा गया था जब उन्होंने उन्हें कहा था:) 'आ कर उन्हें ध्यान दें' जब उन्हें देखा, तो वे उसकी ओर आकर्षित हो जाते थे और कहें: 'अल्लाह की रक्षा करो! ये कोई मortal नहीं हैं, वे किसी अन्य की नहीं हैं'
952	952	952	I never said she was cheating.	मैं वह धोखा दे रहा था कभी नहीं कहा.	मैंने कहा नहीं कि वह चोरी कर रही थी।
953	953	953	Class-Meet?	कक्षा मिलो?	क्लास मीट करें?
954	954	954	& File	फ़ाइल (F)	& फाइल
955	955	955	I qu...	मैं qu -	मैं...
956	956	956	_Load Images	छवि डाउनलोड करें (_L)	लोड इमेजेज
957	957	957	Unlimited	असीमित	असीमित
958	958	958	South _European (ISO-8859-3)	दक्षिणी यूरोपीय (_E) (ISO-8859-3)	दक्षिण यूरोपीय (आई.एस.ओ.-८५-९-3)
959	959	959	I want to spend my life with her...	I want to spend my life with her...	मुझे उनके साथ अपना जीवन रहना चाहता हूँ...
960	960	960	"Your login to your server ""{0}"" as ""{0}"" failed."	"""{0}"" रूप में आपके सर्वर ""{0}"" से लॉगिन असफल."	"आपके सेवा पर संकल्प ""{0}"" के रूप में फ़ैल हो जाने पर।"
961	961	961	SERGEI SOLD HER TO IVAN.	सर्गेई इवान के लिए है उसे बेचा.	सरेजी ने इवान से 100 डॉलर का सीरियल कार बेचा था।
962	962	962	And they say: There is naught but our life of the world; we die and we live, and naught destroyeth us save time; when they have no knowledge whatsoever of (all) that; they do but guess.	और वह लोग कहते हैं कि हमारी ज़िन्दगी तो बस दुनिया ही की है (यहीं) मरते हैं और (यहीं) जीते हैं और हमको बस ज़माना ही (जिलाता) मारता है और उनको इसकी कुछ ख़बर तो है नहीं ये लोग तो बस अटकल की बातें करते हैं	और कहलाते हैं: केवल वास्तव है दुनिया का जीवन; हम मरते हैं और जीवते हैं, और किसी को भी न तो रुकता है और किसी को भी समझ न आता कि (कभी भी) हमारे पास (कोई भी) कुछ भी है; वे बस सुझाव देते हैं।
963	963	963	- Yes.	- हाँ	जी हाँ।
964	964	964	Autocompletion	स्वतः समापन	अटोकॉम्प्लेंटेशन
965	965	965	The idea brings my defenses down.	यह विचार मेरी दलीलों को कमजोर कर देता है।	यह विचार मेरी रक्षा की साजिश को कम कर देता है।
966	966	966	that you may seek forgiveness of your Lord and turn to Him in repentance whereupon He will grant you a fair enjoyment of life until an appointed term, and will bestow favour on everyone who merits favour. But should you turn away (from the truth), I fear for you the chastisement of an Awesome Day.	और ये भी कि अपने परवरदिगार से मग़फिरत की दुआ मॉगों फिर उसकी बारगाह में (गुनाहों से) तौबा करो वही तुम्हें एक मुकर्रर मुद्दत तक अच्छे नुत्फ के फायदे उठाने देगा और वही हर साहबे बुर्ज़गी को उसकी बुर्जुगी (की दाद) अता फरमाएगा और अगर तुमने (उसके हुक्म से) मुँह मोड़ा तो मुझे तुम्हारे बारे में एक बड़े (ख़ौफनाक) दिन के अज़ाब का डर है	जिससे आप अपने राजा से शुक्र माँग सकें और शुक्र से पलित हो जाएँ, जहाँ पर आप शुक्र से पलित होने के बाद रिहज्या प्राप्त करेंगे जहाँ पर आप एक निर्धारित काल के दौरान जीव को समृद्धि प्राप्त करने में ले जायेगा और जहाँ पर हर कोई जो शुभत्व पाता है, उसे प्राप्त करने वाले लोग आपको समृद्धि प्राप्त करने वाले लोग होंगे। लेकिन अगर तुम सच्चाई से दूर रहोगे तो मुझे आशा नहीं है कि तुम Awesome Day की दंड को सामने आने दोगे।
967	967	967	How could they be firing artillery?	वे तोप कैसे चला सकते हैं?	इससे कैसे आरटी फायरिंग हो रही है?
968	968	968	Didn't realise who he was fucking with.	वह साथ कमबख्त था जो पता ही नहीं चला.	अभी तो मुझे पता नहीं था उनसे कौन सा व्यवहार कर रहा था।
969	969	969	I'm clearly not a child.	मैं बच्चा नहीं हूँ।	मुझे लगता है कि मैं किसी बच्चे की नहीं हूँ।
970	970	970	I don't want Charisse or Becca.	मैं बारबरा को देखने आया था.	मुझे चैरिज़ या बेका न होगा।
971	971	971	Pakistan: Media and restrictions · Global Voices	पाकिस्तान: मीडिया और रोकटोक	पाकिस्तान: मीडिया और प्रतिबंध। विश्व मीडिया
972	972	972	Tell me...	मुझे बताओ...	मुझे...
973	973	973	A thousand ships we'll launch from here, Hephaistion.	एक हजार जहाजों हम यहाँ से Hephaistion का शुभारंभ करेंगे.	यहाँ से एक हज़ार से बढ़ कर हेप्हाइस्टियोन लाने वाली शिपें आएँगी।
974	974	974	Glorified be the Lord of the heavens and the earth, the Lord of the Throne! Exalted be He from all that they ascribe (to Him).	ये लोग जो कुछ बयान करते हैं सारे आसमान व ज़मीन का मालिक अर्श का मालिक (ख़ुदा) उससे पाक व पाक़ीज़ा है	अर्थात् पृथ्वी और आकाश के भगवान्, प्राधिमान् हो जाएँ! प्राधिमान् भगवान् से सभी को जो स्थानिक्ति देते हैं (उससे), उसे उत्कृष्ट बना लें!
975	975	975	I'm here to offer my--	मैं काम तलाश रहा हूँ ... नहीं ..	मैं यहाँ से आपको--
976	976	976	Next	अगला	अगला
977	977	977	Simulation of image to CD burning	छवि की सीडी बर्निंग का सिमुलेशन	इमेज़ को स्टोरेज़-डीडी में बार-बार रिकॉर्ड करने का सिम्युलेशन
978	978	978	Your names	रविशंकर श्रीवास्तव, जी. करूणाकर	आपके नाम
979	979	979	You think that is what the great Master Oogway saw for you?	तुम्हारे खयाल से महान गुरू ऊगवे ने तुम्हारे लिए यही ख्वाब देखा था?	तुम्हें लगता है कि ओगवay वास्तव में तुम्हारे लिए वह देखा था?
980	980	980	♪ OH NO	♪अरेनहीं	फ़र्स्ट प्लेज़ Oh no
981	981	981	There are many names in Indian history with a golden glow.	भारत के इतिहास में ही स्वर्णिम आभा वाले अनेक नाम हैं।	भारत की इतिहास में स्वर्ण का चमकता हुआ नाम है।
982	982	982	"""as your late Uncle's friend and attorney,"	""" अपने देर चाचा के दोस्त और वकील के रूप में,"	“क्योंकि अपने अभिनेता के रूप से और वकील के रूप में”
983	983	983	Author:	लेखकः	आuteur:
984	984	984	Show _Only This Calendar	सिर्फ इस पंचांग को दिखायें (_O)	इस कैलेंडर को केवल इस्तेमाल करना है
985	985	985	300%	300%	300%
986	986	986	When chill breeze blows, come under tree shade...	When chill breeze blows, come under tree shade...	चिल ब्रीज़ भूनते ही समय आने पर पेड़ों के छोटे नीचे के भाग में जाते हैं...
987	987	987	Unnamed	बेनाम	अनाम
988	988	988	Talk like that, I'm gonna get myself in trouble.	कि जैसे बात करो, मैं मुसीबत में अपने आप को मिलने वाला हूँ .	बोलो ऐसा है, मैं सोचने लग रहा हूँ कि मुझे किसी की परेशानी में पड़ने से बचना होगा।
989	989	989	"(Muhammad), ask them, ""Have you thought about what you worship besides God? Show me which part of the earth they have created. Do they have a share in the creation of the heavens? Bring me a Book, revealed before this Quran, or any other proof based on knowledge to support your belief, if indeed you are truthful""."	(ऐ रसूल) तुम पूछो कि ख़ुदा को छोड़ कर जिनकी तुम इबादत करते हो क्या तुमने उनको देखा है मुझे भी तो दिखाओ कि उन लोगों ने ज़मीन में क्या चीज़े पैदा की हैं या आसमानों (के बनाने) में उनकी शिरकत है तो अगर तुम सच्चे हो तो उससे पहले की कोई किताब (या अगलों के) इल्म का बक़िया हो तो मेरे सामने पेश करो	(मुहम्मद) के पूछें , “क्या वे यह सोच चुके हैं कि प्रगति के बाद पूजा का क्या विषय है? उनसे पूछें कि वे किस भूखा तट पर पृथ्वी की निर्माण की जगह दर्शाते हैं? प्रगति की चट्टानों में उनकी भूमि का हिस्सा क्या है? वे पृथ्वी की सृष्टि में किसी भी भाग रखते हैं? प्रगति में उन चीज़ों का एक पुस्तक या प्रायः किए गए प्रकरण, या किसी ज्ञान पर आधारित चीज़ को पेश करें जो आपकी सिद्धि को समर्थन दे, यदि सच हैं तो”.
990	990	990	but I won 50 G in a poker tournament.	लेकिन मैं एक पोकर टूर्नामेंट में 50 जी जीता.	लेकिन मैंने पोकर टूर्नामेंट में सिटरी से 50 गेंडे जीत ली थीं।
991	991	991	_Statusbar	स्थिति पट्टी (_S)	स्टेट्सबार
992	992	992	Jim Baxford!	जिम Baxford!	जिम बैकफोर्ड!
993	993	993	"Where to accept cookies from. Possible values are ""anywhere"", ""current site"" and ""nowhere""."	"कुकीज़ कहाँ से स्वीकारें. संभावित मूल्य हैं ""कहीं से भी"", ""वर्तमान साइट"" तथा ""कहीं से नहीं""."	किस स्थान पर स्क्रॉल बटन को सक्षम बनाए रखना चाहिए. उसके लिए संभव मान्य माने जाने वाले मूल्य हैं “अन्य जगह”, “आजा साइट” और “नहीं का तो नहीं”।
994	994	994	- Jump, Pelle!	- कूदो, पेले!	- जंप, पेल!
995	995	995	Inder my love...	मेरे प्यार इंदर ...	मेरी प्यारी...
996	996	996	That-a-boy.	कि एक खास लड़का है.	बढ़ा।
997	997	997	"- ""Brain Rapist""?"	"- ""ब्रेन बलात्कारी""."	- ये किसी का किसी के बुद्धिमान हो जाना ?
998	998	998	It is a question of my bread and butter.	यह मेरी रोजी-रोटी का सवाल है |	यह मेरे ब्रेड एंड बटर की बात है।
999	999	999	Here you go, boyses.	यह लो, लड़कों।	यहाँ आ जाओ, बॉयज़।
