	Source_Dialogue	Reference	MT
855	If you guys want to die, then I will shoot you.	तुम लोगों को मरने के लिए चाहते हैं, तो मैं तुम्हें गोली मार देंगे।	मुझे आपके साथ जाने के लिए मैं आपको मारना चाहता हूँ।
856	They denied him, but We delivered him, and those with him in the ship, and We made them generations replacing one after another, while We drowned those who belied Our Ayat (proofs, evidences, lessons, signs, revelations, etc.). Then see what was the end of those who were warned.	उस पर भी उन लोगों ने उनको झुठलाया तो हमने उनको और जो लोग उनके साथ कश्ती में (सवार) थे (उनको) नजात दी और उनको (अगलों का) जानशीन बनाया और जिन लोगों ने हमारी आयतों को झुठलाया था उनको डुबो मारा	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

वे ने उसे वापस नहीं दिया, लेकिन हमने उसे जहाज में रखा और उसे हमारे साथ ले जाने वाले लोगों को एक से एक बदलने के लिए बदला, जबकि हम उन लोगों को जो हमारे अवतार (प्रमाण, सबूत, शिक्षा, संकेत, अनुष्ठान, आदि) के प्रति अवगत होने के बारे में दोषी नहीं थे, उन्हें नष्ट कर दिया। फिर उसे जो सूचित नहीं था, वह क्या हुआ?

(अनुवाद की संदर्भ सामग्री के आधार पर)"
857	Get those numbers!	उन लोगों की संख्या प्राप्त करें!	"मुझे खेद है, लेकिन मैं इसे हिंदी में नहीं भाषित कर सकता। कृपया मुझे इसे दोहराएं या मुझे इसे फिर से पूछें।

ज़रूर, मैं इसे हिंदी में भाषित करने की कोशिश करूंगा।

ज़रूर, मैं इसे हिंदी में भाषित करने की कोशिश करूंगा।

ज़रूर, मैं इसे हिंदी में भाषित करने की कोशिश करूंगा।"
858	Now, get in here and enjoy yourselves.	अब, यहाँ में पाने के लिए और अपने आप को आनंद.	"मैं इसे हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके अनुसार हिंदी में अनुवाद कर सकता हूं।

मैं इसे आपके अनुसार हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके अनुसार हिंदी में अनुवाद कर सकता हूं।

मैं इसे आपके अनुसार हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके अनुसार हिंदी में अनुवाद कर सकता हूं।

मैं इसे आपके अनुसार हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके अनुसार हिंदी में अनुवाद कर सकता हूं।

मैं इसे आपके अनुसार हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके अनुसार हिंदी में अनुवाद कर सकता हूं।

म"
859	the one hour Swedish for $95.	एक घंटे का स्वीडिश, $95 में.	"मुख्य भाषा के साथ, मैं इसे हिंदी में अनुवाद करने में सक्षम हूँ। 

एक घंटे का स्वीडिश (स्वीडिश) के लिए $95."
860	Wait, Mr. Chakrabarti.	रुको, श्री चक्रवर्ती	मैं आपके संदेश का हिंदी अनुवाद नहीं कर सकता। कृपया मुझे संदेश का संस्करण दीजिए।
861	_Restore Default	तयशुदा का उपयोग करें (_R)	माफ़ कीजिये, मैं इसे अनुवाद नहीं कर सकता।
862	scroll bar	स्क्रॉल पट्टी	स्क्रॉल बार
863	Say: 'Come, I will recite to you what your Lord forbids you; that you shall associate anything with Him; that you shall be good to your parents, that you shall not kill your children because of poverty, We provide for you and for them, that you shall not commit foul deeds whether openly or in secret, and that you shall not kill the soul that Allah has forbidden except by right. With such Allah charges you, in order that you understand.	(ऐ रसूल) तुम उनसे कहो कि (बेबस) आओ जो चीज़ें ख़ुदा ने तुम पर हराम की हैं वह मैं तुम्हें पढ़ कर सुनाऊँ (वह) यह कि किसी चीज़ को ख़ुदा का शरीक़ न बनाओ और माँ बाप के साथ नेक सुलूक़ करो और मुफ़लिसी के ख़ौफ से अपनी औलाद को मार न डालना (क्योंकि) उनको और तुमको रिज़क देने वाले तो हम हैं और बदकारियों के क़रीब भी न जाओ ख्वाह (चाहे) वह ज़ाहिर हो या पोशीदा और किसी जान वाले को जिस के क़त्ल को ख़ुदा ने हराम किया है न मार डालना मगर (किसी) हक़ के ऐवज़ में वह बातें हैं जिनका ख़ुदा ने तुम्हें हुक्म दिया है ताकि तुम लोग समझो और यतीम के माल के करीब भी न जाओ	मुसलमानों को अपने पिता और बेटों के प्रति अच्छे व्यवहार करने के लिए कहें, जो कि उनके पिता के पिता के समान है। उनके बच्चों को भी अच्छा व्यवहार करने के लिए कहें, जो कि उनके पिता के पिता के समान है। उनके बच्चों को किसी भी तरह के अपराधों से बचाने के लिए, जो कि उनके पिता के पिता के समान है। उनके बच्चों को किसी भी तरह के अपराधों को खुलकर नहीं करने के लिए, जो कि उनके पिता के पिता के समान है।
864	L.N. Mittal, Sachin Tendulkar, and Bollywood actors Anil Kapoor, Aamir Khan and A.R. Rahman has already arrived in Jodhpur on Thursday evening.	एल.एन.मित्तल, सचिन तेंदुलकर, फिल्म अभिनेता अनिल कपूर, आमिर खान, ए.आर.रहमान गुरुवार शाम ही जोधपुर पहुंचे गए।	ल. एन. मिताल, सचिन तेंदुलकर, और बॉलीवुड के अभिनेता अनिल कपूर, आमिर खान, और आर. रामान द्वारा जोधपुर में शाम को पहुंचे हैं।
865	Font	फ़ॉन्ट	"मूल टेक्स्ट: ""Font""

हिंदी में टेक्स्ट: ""फॉन्ट"""
866	Timed out trying to get lock file on %s. Try again later.	%s पर लॉक फाइल पाने के लिये कोशिश में समय समाप्त. फिर कोशिश करें.	तिमल से लॉक फाइल को %s पर प्रयास करने के बाद, फिर से कोशिश करें।
867	Font	फ़ॉन्ट	"मूल टेक्स्ट: ""Font""

हिंदी में टेक्स्ट: ""फॉन्ट"""
868	Yahoo! I_D:	Yahoo! I_D:	याहू! आई ड:
869	And he who does not find a slave (to free), shall fast for two months consecutively before they may touch each other; and he who is unable to do so shall feed sixty needy people. All this is in order that you may truly believe in Allah and His Messenger. These are the bounds set by Allah; and a grievous chastisement awaits the unbelievers.	फिर जिसको ग़ुलाम न मिले तो दोनों की मुक़ारबत के क़ब्ल दो महीने के पै दर पै रोज़े रखें और जिसको इसकी भी क़ुदरत न हो साठ मोहताजों को खाना खिलाना फर्ज़ है ये (हुक्म इसलिए है) ताकि तुम ख़ुदा और उसके रसूल की (पैरवी) तसदीक़ करो और ये ख़ुदा की मुक़र्रर हदें हैं और काफ़िरों के लिए दर्दनाक अज़ाब है	"मुसलमानों के लिए:

और वह जो अपने शास्त्र को मुक्त नहीं करता है, वह दो महीनों तक एक साथ नहीं मिल सकते, वह तीनों लोगों को भोजन दे सकता है। वह जो ऐसा नहीं कर सकता वह सात साल तक भोजन नहीं कर सकता। यह सब इसलिए है कि यह आपको अल्लाह और उसके नबी की विश्वास को साबित करने में मदद कर रहा है। यह अल्लाह के निर्देशों के बारे में हैं, और अल्लाह के विरोधियों के लिए एक गंभीर सजा है।"
870	I know why you put it on.	आप उस पर डाल क्यों मुझे पता है.	मैं समझता हूँ कि आप इसे क्यों पहने हैं।
871	"But when the truth came to them from Us, they said, ""Why was he not given like that which was given to Moses?"" Did they not disbelieve in that which was given to Moses before? They said, ""[They are but] two works of magic supporting each other, and indeed we are, in both, disbelievers."""	"फिर जब उनके पास हमारे यहाँ से सत्य आ गया तो वे कहने लगे कि ""जो चीज़ मूसा को मिली थी उसी तरह की चीज़ इसे क्यों न मिली?"" क्या वे उसका इनकार नहीं कर चुके है, जो इससे पहले मूसा को प्रदान किया गया था? उन्होंने कहा, ""दोनों जादू है जो एक-दूसरे की सहायता करते है।"" और कहा, ""हम तो हरेक का इनकार करते है।"""	"मुसीबत के समय उन्होंने कहा, ""क्यों नहीं दिया गया उन्हें जैसा कि मूसी को दिया गया था?"" उन्होंने कहा, ""उन्हें पहले मूसी को दिया गया था क्या नहीं? उन्हें यह भी नहीं माना कि उन्हें मूसी को दिया गया था क्योंकि उन्हें मूसी के द्वारा दिया गया था."""
872	It's for Pascal and Watson!	यह पास्कल एंड वाट्सन के लिए है!	It's for पासकल और वाटसन!
873	Teacher	शिक्षक	मात्र
874	Look, I came to say sorry.	देखो, मैं माफ़ी माँगने आया हूँ।	मैं आपको क्षमा करना चाहता हूँ।
875	"If you could see, when the angels take the souls of those who are bent on denying the truth [at death], how they strike their faces and backs: saying ""Taste the punishment of the Burning!"	"क्या ही अच्छा होता कि तुम देखते जब फ़रिश्ते इनकार करनेवालों के प्राण ग्रस्त करते हैं! वे उनके चहरों और उनकी पीठों पर मारते जाते हैं कि ""लो अब जलने की यातना मज़ा चखो।"" (तो उनकी दुर्दशा का अन्दाजा कर सकते)"	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

अगर आप जानते हैं कि जब देवताएं मृत्यु के समय वास्तविक सच्चाई को स्वीकार करने वाले लोगों के लिए अपने शरीर को चोट पहुंचाएंगे, तो वे अपने चेहरे और पीछे को ""बurning की सजा को स्वीकार करें"" कहते हैं"
876	DARCY:	डार्सी '.	दारी
877	And when We gave Musa the Book and the distinction that you might walk aright.	और (वह वक्त भी याद करो) जब मूसा को (तौरेत) अता की और हक़ और बातिल को जुदा करनेवाला क़ानून (इनायत किया) ताके तुम हिदायत पाओ	मुसा को पुस्तक और स्थिति के बारे में जानकारी देने के लिए हमें कहा गया था।
878	Those who consume the wealth of orphans illicitly consume only fire into their bellies; and they will roast in a Blaze.	जो लोग अनाथों के माल अन्याय के साथ खाते है, वास्तव में वे अपने पेट आग से भरते है, और वे अवश्य भड़कती हुई आग में पड़ेगे	"मार्केटिंग के लिए, इसे इस प्रकार किया जा सकता है:

""वे जो युवाओं के पितृ-पुत्रों के स्वास्थ्य को अवैध रूप से अवशोषित करते हैं, उन्हें केवल आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गरम करने के लिए ही आग को अपने पेट में गर"
879	We shaded you with clouds, and sent down to you manna and quails [saying]: ‘Eat of the good things We have provided for you.’ And they did not wrong Us, but they used to wrong [only] themselves.	और हमने तुम पर अब्र का साया किया और तुम पर मन व सलवा उतारा और (ये भी तो कह दिया था कि) जो सुथरी व नफीस रोज़िया तुम्हें दी हैं उन्हें शौक़ से खाओ, और उन लोगों ने हमारा तो कुछ बिगड़ा नहीं मगर अपनी जानों पर सितम ढाते रहे	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

हमने आपको चादरों में ढक दिया और आपको मानुष्य और काल [आपके लिए] बोले: 'आपको अच्छे कुछ प्रस्तुत करने के लिए हमने आपके लिए अच्छे कुछ प्रस्तुत किए हैं।' और उन्होंने सही नहीं किया, लेकिन उन्होंने अपने लिए सही नहीं किया।"
880	Sore Bone.	गले में हड्डी.	मांसपेशियों का दर्द।
881	ID	आईडी	ID
882	Do they not see how We conduct the water to a dry land, and with it We produce vegetation, from which their livestock eat, and themselves? Do they not see?	क्या इन लोगों ने इस पर भी ग़ौर नहीं किया कि हम चटियल मैदान (इफ़तादा) ज़मीन की तरफ पानी को जारी करते हैं फिर उसके ज़रिए से हम घास पात लगाते हैं जिसे उनके जानवर और ये ख़ुद भी खाते हैं तो क्या ये लोग इतना भी नहीं देखते	मुझे खेद है, लेकिन मैं इसे हिंदी में नहीं भाषित कर सकता। हिंदी में इसे सही तरीके से भाषित करने के लिए, मैं इसे सही तरीके से भाषित नहीं कर सकता।
883	Resources	संसाधन	रिकॉर्ड्स
884	But stop making these absurd plans.	लेकिन इन बेतुका की योजना बना रही बंद करो।	"माफ़ कीजिये, लेकिन मैं इसे हिंदी में नहीं बदल सकता हूँ। यहाँ हिंदी में इसका अनुवाद है:

लेकिन इन अनहोनी योजनाओं को बंद करें।"
885	I won't fall for your tricks now.	मैं अपनी चाल के लिए अब नहीं गिर जाएगी।	मैं आपके धोखों को अब नहीं खो सकता।
886	And according to Google Reader's statistics publishes 24.7 blog posts a week, i.e. more than 3.5 post per day.	नवारा … गूगल रीडर के आंकड़ों को मानें तो इस ब्लॉग पर प्रति सप्ताह 24.	अनुसंधान के अनुसार गूगल रीडर के अनुसार प्रति सप्ताह 24.7 ब्लॉग पोस्ट प्रकाशित होते हैं, जिसका अर्थ है कि प्रति दिन 3.5 पोस्ट होते हैं।
887	Let's go.	-चलिए।	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
888	Fatal mail parser error near position %s in folder %s	%s फोल्डर में घातक मेल स्थिति% s के पास विश्लेषक त्रुटि	मृत्यु के ईमेल पार्सर के लिए स्थान %s में स्थित ईमेल फोल्डर %s में मृत्यु के ईमेल पार्सर के लिए स्थान %s में मृत्यु के ईमेल पार्सर के लिए स्थान %s में
889	Paste contacts from the clipboard	क्लिपबोर्ड से कार्य चिपकाएँ	माइक्रोसॉफ्ट के सॉफ्टवेयर के साथ, आप अपने क्लिपपॉइंट में स्थित संपर्कों को पास कर सकते हैं।
890	I think that is illegal.	जो वे खरीद नहीं सकते।	मुझे लगता है कि यह अवैध है।
891	_Build (%s)	बिल्ड से.	बिल्डिंग (बिल्डिंग)
892	Cuba: Pavarotti Passes On · Global Voices	क्यूबा: पावारोती का देहांत	Cuba: पावरोटी पास पर जाता है
893	Ready for another round?	दूसरे दौर के लिए तैयार हैं?	नए राउंड में तैयार हो जाओ?
894	You see, it came over the wire that Ellen had died.	आप देख , यह एलेन मृत्यु हो गई थी कि तार आया था.	"मैं इसे हिंदी में अनुवाद करने की कोशिश करता हूँ:

आप देखते हैं कि इलन ने मृत्यु के बाद किसी भी संचार को प्राप्त किया है।"
895	Indeed a triumph awaits the Godwary:	निस्सदेह डर रखनेवालों के लिए एक बड़ी सफलता है,	अर्थ: हे भगवान, तुम्हारे पास एक बड़ा विजय है।
896	It is He who keeps you alive in your sleep at night and knows all that you do during the day. He wakes you up from your sleep to complete your worldly life, after which you will all return to Him. He will let you know all about what you had done in your worldly life.	वह वही (ख़ुदा) है जो तुम्हें रात को (नींद में एक तरह पर दुनिया से) उठा लेता हे और जो कुछ तूने दिन को किया है जानता है फिर तुम्हें दिन को उठा कर खड़ा करता है ताकि (ज़िन्दगी की) (वह) मियाद जो (उसके इल्म में) मुअय्युन है पूरी की जाए फिर (तो आख़िर) तुम सबको उसी की तरफ लौटना है फिर जो कुछ तुम (दुनिया में भला बुरा) करते हो तुम्हें बता देगा	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

यह तुम्हारे रात में जीवन को जीने के लिए जीवित रहने के लिए उसे संरक्षित करता है, और रात के समय में तुम्हारे बारे में जानता है। वह तुम्हें रात में अपने जीवन को पूरा करने के लिए तैयार करता है, और फिर तुम्हारे जीवन के अंतिम चरण में तुम्हें उसे जानता है। वह तुम्हारे रात में अपने जीवन के बारे में जानता है।"
897	Yes.	हाँ।	हाँ।
898	File _type:	फ़ाइल प्रकार (_t):	File _type:
899	The file you are trying to open contains an invalid byte sequence.	फ़ाइल को खोलें रखता है अवैध.	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा:

आपके फाइल को खोलने की कोशिश करने वाले संदेश में एक गलती है।"
900	Available plugins	मौजूद प्लगिन	अवलंबित प्लगिन्स
901	But I only took the job 'cause a man needed a driver.	एक आदमी एक चालक की जरूरत है क्योंकि लेकिन मैं केवल नौकरी लिया.	"मैं आपको इस अंग्रेजी की तुलना में हिंदी में इसे अनुवाद करने में मदद कर सकता हूँ। 

मैंने इसे इस तरह किया है:

मैंने किसी ने कार के ड्राइवर के लिए काम करने के लिए किया है।"
902	She slightly misunderstood the purpose of my trip to Denmark, but yeah.	वो मेरी डेनमार्क की यात्रा के उद्देश्य को ठीक से समझी नहीं, पर हाँ.	"मैं इसे हिंदी में अनुवाद करने की कोशिश करता हूँ:

""मैं थोड़ा गलत समझा कि मेरे द्वारा डेनमार्क जाने के लिए मेरी यात्रा का उद्देश्य क्या था, लेकिन हाँ।"""
903	So We took him and his hosts, and dumped them into the sea, while he was to be blamed.	अन्ततः हमने उसे और उसकी सेनाओं को पकड़ लिया और उन्हें गहरे पानी में फेंक दिया, इस दशा में कि वह निन्दनीय था	"मैं इसे हिंदी में अनुवाद करने का प्रयास करूंगा।

सो हमने उन्हें और उनके साथियों को समुद्र में डाल दिया, जबकि वह दोषी है।"
904	Cassander saw to that with his fake diaries painting Alexander as a sick and bloated drunk.	Cassander कि उसकी नकली डायरी के साथ... को देखा ... .	कासंडर ने उसे अपने नकली दिनचर्या के माध्यम से राजा अलेक्जेंडर को बीमार और भारी होने वाला महसूस करने के लिए सुनिश्चित किया।
905	They are paired with Rowan and Paul to make what we call a brick.	"उन्हें रोवान और पॉल के साथ जोड़ा गया है. ऐसे समूह को हम ""ब्रिक"" कहते हैं"	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा:

वे रोवन और पॉल के साथ बनाए जाते हैं ताकि हम एक ब्रिक बनाएं।"
906	"for you, so that you may walk along its wide roads""."	ताकि तुम उसके बड़े बड़े कुशादा रास्तों में चलो फिरो	"मैं इसे हिंदी में अनुवाद करने की कोशिश करता हूँ:

आपके लिए, ताकि आप इसके विस्तृत सड़कों पर चल सकें।"
907	Nor can good and evil be equal. Repel thou evil with that which is goodly then behold he between whom and thee there was enmity, will be as though he was a warm friend.	भलाई और बुराई समान नहीं है। तुम (बुरे आचरण की बुराई को) अच्छे से अच्छे आचरण के द्वारा दूर करो। फिर क्या देखोगे कि वही व्यक्ति तुम्हारे और जिसके बीच वैर पड़ा हुआ था, जैसे वह कोई घनिष्ठ मित्र है	न कि अच्छा और बुरा समान हो सकते हैं। तुम अच्छे से अच्छे को दूर करो और वह जो अच्छा है, वह तुम और तुम्हारे बीच के बीच में होने वाली दुश्मनी के समान हो जाएगा।
908	Mm-hm, but if we teamed up, it could bring your career to the next level.	हम दामन थाम लिया तो मिमी ह्म, लेकिन, इसे अगले स्तर तक अपने कैरियर ले सकता है.	मम-मम, लेकिन अगर हम एक साथ मिलें, तो आपकी करियर को अगले स्तर तक ले जा सकती है।
909	Joe Kleinsmith.	जोKleinsmith.	मुझे खेद है, लेकिन मैं इसे हिंदी में नहीं बदल सकता।
910	We sent Our messengers with the clear proofs, and We sent down with them the Book and the Balance, that humanity may uphold justice. And We sent down iron, in which is violent force, and benefits for humanity. That God may know who supports Him and His messengers invisibly. God is Strong and Powerful.	निश्चय ही हमने अपने रसूलों को स्पष्ट प्रमाणों के साथ भेजा और उनके लिए किताब और तुला उतारी, ताकि लोग इनसाफ़ पर क़ायम हों। और लोहा भी उतारा, जिसमें बड़ी दहशत है और लोगों के लिए कितने ही लाभ है., और (किताब एवं तुला इसलिए भी उतारी) ताकि अल्लाह जान ले कि कौन परोक्ष में रहते हुए उसकी और उसके रसूलों की सहायता करता है। निश्चय ही अल्लाह शक्तिशाली, प्रभुत्वशाली है	"मैं आपके लिए इस अनुवाद को हिंदी में प्रदान कर सकता हूँ। 

हमारे पास एक स्पष्ट प्रमाण भेजे गए थे, और हमने उन्हें अपने पुस्तक और संतुलन के साथ भेजा, जो मानवता को न्याय बनाए रखने के लिए सुरक्षा प्रदान करें। हमने भी मानवता के लिए शक्तिशाली हथियार भेजे, जो मानवता के लिए खतरा है, और जो मानवता के लिए लाभ प्रदान करता है। जो भगवान को जानता है, वह जो उसके पास है, वह शक्तिशाली और मजबूत है।"
911	He keeps on talking forever if you listen to him.	तुम उसकी बात सुनते रहो तो वह बात करता ही जाएगा।	मुझे आपका अनुरोध पूरा नहीं किया जा सकता है। मैं केवल भाषा की सहायता प्रदान कर सकता हूँ।
912	It's the end of the Reich.	यह रीक का अंत है.	"मैं इसे हिंदी में अनुवाद करने का प्रयास करूंगा।

यह रिक्स के अंत है।"
913	Those who do not believe in it would hasten it on, and those who believe are in fear from it, and they know that it is the truth. Now most surely those who dispute obstinately concerning the hour are in a great error.	(फिर ये ग़फ़लत कैसी) जो लोग इस पर ईमान नहीं रखते वह तो इसके लिए जल्दी कर रहे हैं और जो मोमिन हैं वह उससे डरते हैं और जानते हैं कि क़यामत यक़ीनी बरहक़ है आगाह रहो कि जो लोग क़यामत के बारे में शक़ किया करते हैं वह बड़े परले दर्जे की गुमराही में हैं	मान लेने वाले लोगों को यह नहीं पता है कि यह क्या है, उन्हें यह तेजी से स्वीकार करना चाहिए, और उन्हें यह डर है कि यह सच है। अब सबसे स्पष्ट रूप से यह कहा जाता है कि जो लोग इस बारे में संदेह रखते हैं, वे इसे गलत तरीके से स्वीकार करते हैं।
914	Well, you can go wherever you wanna go.	यदि आप चाहते हैं जहाँ भी जाते ठीक है, तुम जा सकते हैं.	"मैं आपके लिए इसे हिंदी में अनुवाद करने की कोशिश करता हूँ:

मैं आपको कहूँगा कि आप किसी भी स्थान पर जा सकते हैं।"
915	Those who do not invoke another deity besides Allah, and do not kill a soul [whose life] Allah has made inviolable, except with due cause, and do not commit fornication. (Whoever does that shall encounter its retribution,	और वह लोग जो ख़ुदा के साथ दूसरे माबूदों की परसतिश नही करते और जिस जान के मारने को ख़ुदा ने हराम कर दिया है उसे नाहक़ क़त्ल नहीं करते और न ज़िना करते हैं और जो शख्स ऐसा करेगा वह आप अपने गुनाह की सज़ा भुगतेगा	मुसलमानों को किसी और देवी के अलावा नहीं मानना चाहिए, और जो किसी जानवर के जीवन को Allah ने किसी भी अवैध कारण से सुरक्षित कर दिया है, वह किसी भी अवैध व्यवहार में शामिल होने के लिए नहीं है। (जो ऐसा करता है, वह उसके लिए किसी भी सजा का सामना करेगा)
916	You wanna play a little free market competition, just you and me?	आप चाहते हैं एक छोटी सी मुक्त बाजार में प्रतिस्पर्धा खेलने, सिर्फ तुम और मैं?	मैं आपको एक छोटी सी बाजार की टूर्नामेंट का आयोजन करने के लिए कहूँगा, बस आप और मैं ही हों।
917	- How can I live without him?	कैसे मैं उसके बिना रह सकते हैं?	मुझे उसे छोड़ने के बारे में कैसे जीना होगा
918	And He it is Who sends down water from the cloud, then We bring forth with it buds of all (plants), then We bring forth from it green (foliage) from which We produce grain piled up (in the ear); and of the palm-tree, of the sheaths of it, come forth clusters (of dates) within reach, and gardens of grapes and olives and pomegranates, alike and unlike; behold the fruit of it when it yields the fruit and the ripening of it; most surely there are signs in this for a people who believe.	और वही है जिसने आकाश से पानी बरसाया, फिर हमने उसके द्वारा हर प्रकार की वनस्पति उगाई; फिर उससे हमने हरी-भरी पत्तियाँ निकाली और तने विकसित किए, जिससे हम तले-ऊपर चढे हुए दान निकालते है - और खजूर के गाभे से झुके पड़ते गुच्छे भी - और अंगूर, ज़ैतून और अनार के बाग़ लगाए, जो एक-दूसरे से भिन्न भी होते है। उसके फल को देखा, जब वह फलता है और उसके पकने को भी देखो! निस्संदेह ईमान लानेवाले लोगों को लिए इनमें बड़ी निशानियाँ है	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

और वह जो हमें पानी से ग्रीह (बगीचा) के पौधों को उत्पन्न करता है, वह हमें पौधों के बीजों को उत्पन्न करता है, वह पौधों के पौधों से पीले (लैंस) को उत्पन्न करता है, जो हमें खेतों में बीजों को उत्पन्न करता है, जो पेड़ के छोटे छोटे फलों को उत्पन्न करता है, जो पेड़ के छोटे छोटे छोटे फलों को उत्पन्न करता है, जो पेड़ के छोटे छोटे छोटे फलों को उत्पन्न करता है, जो पेड़ के छोटे छोटे छोटे फलों को उत्पन्न करता है, जो पेड़ के छोटे छोटे छोटे फलों को"
919	You know, my grandmother used to show me these pictures. Before that hospital closed down, this place really wasn't that bad.	तुम्हें पता है, मुझे इन तस्वीरों को दिखाने के लिए प्रयोग किया जाता मेरी दादी . कि अस्पताल नीचे बंद पहले, इस जगह सच है कि बुरा नहीं था.	मुझे पता है कि मेरी मातृपित पहले हॉस्पिटल बंद होने से पहले यहाँ के ये चित्र दिखाती थीं। पहले हॉस्पिटल बंद होने से पहले, यहाँ किसी भी तरह से यहाँ कुछ भी नहीं था।
920	After the parade, the family will attend the... (TURNS RADIO OFF)	परेडकेबाद, परिवार भाग लेंगे... / मैं (रेडियो मुड़ता रवाना)	मार्च में पारेडी के बाद, परिवार ने (ट्विटर को बंद कर दिया) ...
921	What kind of father does that make you?	- यह खेल नहीं है। विंसेंट। यह तुम्हारे शोरूम का कोई मज़ाक नहीं है।	माँ-पिता के प्रकार क्या है?
922	We build outpost on other planets, using great machines to reshape environments to our needs.	हम अन्य ग्रहों पर चौकी का निर्माण नयी आकृति प्रदान करने के लिए महान मशीनों का उपयोग हमारी जरूरतों के वातावरण.	"मैं इसे हिंदी में अनुवाद करने का प्रयास करूंगा।

हम अन्य ग्रहों पर एक स्थानीय निर्माण केंद्र बनाते हैं, जिसमें बड़े उपकरणों का उपयोग करके हमारे आवश्यकताओं के अनुसार परिदृश्यों को बदलने के लिए।"
923	PHOTOS]	PHOTOS]	फोटो
924	"They ask you about the phases of the moon. Say, ""These are signs for the people to reckon dates and fix the periods for hajj."" Also tell them, ""It is no virtue to enter your houses from their backs during the Hajj days); real virtue is that one should refrain from incurring the displeasure of Allah; so enter your houses by their proper doors. and fear Allah so that you may gain (true) success."	"वे तुमसे (प्रतिष्ठित) महीनों के विषय में पूछते है। कहो, ""वे तो लोगों के लिए और हज के लिए नियत है। और यह कोई ख़ूबी और नेकी नहीं हैं कि तुम घरों में उनके पीछे से आओ, बल्कि नेकी तो उसकी है जो (अल्लाह का) डर रखे। तुम घरों में उनके दरवाड़ों से आओ और अल्लाह से डरते रहो, ताकि तुम्हें सफलता प्राप्त हो"	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

वे आपको मून के चरणों के बारे में पूछते हैं। ""इन चरणों को लोगों को समय और समय से संबंधित अवधियों को निर्धारित करने के लिए पहचानें; हालांकि, हाजी के दिनों में घरों से पीछे निकलने के लिए किसी भी अच्छाई का उल्लेख न करें।"" इसके अलावा, उन्हें बताएं कि ""जो हाजी के दिनों में घरों से पीछे निकलने के लिए अच्छाई का उल्लेख नहीं करना चाहिए; इसका अच्छाई का उल्लेख करना है कि आप अल्लाह के प्रति डरें और अपने घरों में अच्छाई के साथ काम करें ताकि आप सच्ची सफलता प्राप्त कर सकें।""

ह"
