	Source_Dialogue	Reference	MT
1244	What line of kings do you descend from?	तुम राजाओं की किस खानदान से आते हो?	"मैं आपके लिए हिंदी में इसे अनुवाद करने में सक्षम हूँ। 

आपके प्रश्न का हिंदी अनुवाद यह है:

आपके शासन के शासन के प्रारंभिक शासकों से क्या संबंध है?"
1245	Then He created him and (caused the angel to) breathe into him his (created) spirit. He gave you eyes and ears, and hearts, yet little do you thank.	फिर उस (के पुतले) को दुरुस्त किया और उसमें अपनी तरफ से रुह फूँकी और तुम लोगों के (सुनने के) लिए कान और (देखने के लिए) ऑंखें और (समझने के लिए) दिल बनाएँ (इस पर भी) तुम लोग बहुत कम शुक्र करते हो	"मैं इस पाठ का हिंदी अनुवाद करने में सक्षम हूँ। 

तो वह उसे बनाया और (उसे) उसके (स्वरूप) प्राण को उसे (प्राण) में (प्रवेश) कर दिया। वह आपको आँखें और सुनने की शक्ति दी, और दिल, लेकिन बहुत कम धन्यवाद।"
1246	- Is Axe a great guy?	- कुल्हाड़ी एक महान आदमी है?	अरे - क्या एक्से एक अच्छा व्यक्ति है?
1247	We must pay the tax.	हमें टैक्स भरना पड़ेगा।	"मैं आपके लिए हिंदी में इसे निम्नलिखित तरीके से अनुवाद करने का प्रयास करूंगा:

हमें कर चेक करना होगा।

(हिंदी में अनुवाद: हमें कर चेक करना होगा)

कृपया ध्यान दें कि मैंने इसे सटीक, स्पष्ट और पूर्वाग्रहशील बनाने की कोशिश की है।"
1248	Options include upgraded brakes, a service package providing access to Bowler Works mechanics, logistic support, and vehicle storage between events.	इसके विकल्पों में शामिल हैं - अपग्रेड किए गए ब्रेक, सर्विस पैकेज जो बॉलर वर्क्स मैकेनिक्स, लॉजिस्टिक सहायता, तथा ईवेंट के बीच वाहन संग्रह तक पहुंच प्रदान करता है।	ब्रेक्स के साथ अपग्रेड किए गए, सेवा पैकेज के माध्यम से बोवल वॉर्क्स मैकेनिक्स तक पहुंच, लॉजिस्टिक सुविधाएं, और वाहन स्टोरिंग के बीच आयोजनों के बीच के लिए सुविधाएं प्रदान की जाती हैं।
1249	Your emails	raviratlami@ aol. in	आपके ईमेल
1250	Warp	रैप	वार्प
1251	Because the moon's moving in the opposite direction to us, we get a gravitational break in...	क्योंकि में हमारे िलए विपरीत दिशा, चाँद की चलती हम अंदर एक गुरुत्वाकर्षण ब्रेक मिलता है ..	मंगल के घूमने के विपरीत, हमें मंगल के दिशा में घूमने के बिना, हमें मंगल के प्रभाव में एक गुरुत्वाकर्षण छूट होती है।
1252	"""If you do good, you will do so for your own good; if you do ill, you will do it for your own loss."" So, when the time of the second prediction comes, (We shall rouse another people) to shame you, and enter the Temple as they had done the first time, and to destroy what they conquered utterly."	अगर तुम अच्छे काम करोगे तो अपने फायदे के लिए अच्छे काम करोगे और अगर तुम बुरे काम करोगे तो (भी) अपने ही लिए फिर जब दूसरे वक्त क़ा वायदा आ पहुँचा तो (हमने तैतूस रोगी को तुम पर मुसल्लत किया) ताकि वह लोग (मारते मारते) तुम्हारे चेहरे बिगाड़ दें (कि पहचाने न जाओ) और जिस तरह पहली दफा मस्जिद बैतुल मुक़द्दस में घुस गये थे उसी तरह फिर घुस पड़ें और जिस चीज़ पर क़ाबू पाए खूब अच्छी तरह बरबाद कर दी	If आप अच्छा करेंगे, तो आप अपने खुद के लिए अच्छा करेंगे, और यदि आप बुरा करेंगे, तो आप अपने खुद के नुकसान के लिए करेंगे। इसलिए, जब दूसरी भविष्यवाणी आती है, (हमें एक और लोगों को प्रेरित करना होगा), जो पहली बार इसी तरह के कार्यों में शामिल हुए थे, और इसे पहली बार एक मंदिर में प्रवेश करने के लिए मजबूर करेंगे, और उसे जीत हासिल करने के लिए पूरी तरह से क्षतिग्रस्त करेंगे।
1253	Obviously well educated and extremely well financed.	जाहिर है अच्छी तरह से शिक्षित और बहुत अच्छी तरह से वित्त पोषण किया.	"माफ़ कीजिये, यहाँ हिंदी में इसका अनुवाद है:

बिल्कुल शिक्षित और बहुत पैसे से भी अच्छी तरह से पैसे में वित्तीय।"
1254	Build but do not install the target.	बिल्ड नहीं अधिष्ठापित करें लक्ष्य.	बिल्ड कर लें, लेकिन उस लक्ष्य को स्थापित न करें।
1255	Like you would be homeless, if I died.	जैसे कि तुम बेघर हो जाओगे, अगर मैं मर गया.	"मैं इसे हिंदी में निम्नलिखित तरीके से अनुवाद कर सकता हूँ:

आप जैसे ही मुझे मृत्यु के बिना घर छोड़ सकते हैं।"
1256	Just a call to let you know we've fixed a date for your case hearing.	आपको यह बताने के लिए फ़ोन किया है कि... हमने आपके केस की हीयरिंग के लिए तारीख तय कर दी है.	"मैं आपको बताने के लिए एक बोलचाल भाषा की पुष्टि करने के लिए कुछ प्रयास करूंगा। 

सबसे पारदर्शी और विश्वसनीय भाषा की पुष्टि करने के लिए, मैं इसे इस तरह की पुष्टि करने का प्रयास करूंगा:

""हमें आपके मामले की समीक्षा के लिए एक तारीख का निर्धारण करने के लिए कॉल करने के लिए बोलचाल भाषा की पुष्टि करने के लिए कुछ प्रयास करूंगा।"""
1257	When will you drink it? The foreman says you have to work tonight!	प्रबंधक का कहना है कि आप को काम करना है.	When will you drink it? The foreman says you have to work tonight!
1258	Simulation of data DVD copying	आँकड़ा डीवीडी की नक़ल में सिमुलेशन	सिम्युलेशन ऑफ डेटा डीवीडी कॉपी
1259	( Laughter )	(हंसी)	( हंसी )
1260	They ask thee, (O Muhammad), of new moons, say: They are fixed seasons for mankind and for the pilgrimage. It is not righteousness that ye go to houses by the backs thereof (as do the idolaters at certain seasons), but the righteous man is he who wardeth off (evil). So go to houses by the gates thereof, and observe your duty to Allah, that ye may be successful.	"वे तुमसे (प्रतिष्ठित) महीनों के विषय में पूछते है। कहो, ""वे तो लोगों के लिए और हज के लिए नियत है। और यह कोई ख़ूबी और नेकी नहीं हैं कि तुम घरों में उनके पीछे से आओ, बल्कि नेकी तो उसकी है जो (अल्लाह का) डर रखे। तुम घरों में उनके दरवाड़ों से आओ और अल्लाह से डरते रहो, ताकि तुम्हें सफलता प्राप्त हो"	मुसलमानों को (ओ मुसलमान), नए मासों के बारे में पूछें: वे लोगों के लिए एक निश्चित वर्षावस्था हैं और प्रार्थना के लिए भी एक निश्चित यात्रा है। यह सच्चाई है कि आप घरों के पीछे जाने के लिए (कुछ वर्षों में) लोगों को घरों के पीछे जाने के लिए प्रेरित करते हैं, लेकिन एक सच्चे व्यक्ति को (दुर्भाग्य से) दुर्भाग्य है कि वह (दुर्भाग्य से) घरों के पीछे जाने के लिए प्रेरित होता है। इसलिए, घरों के पीछे जाने के लिए, (दुर्भाग्य से) घरों के पास जाएं और अल्लाह की नियमों का पालन करें, ताकि आप सफल
1261	His daughter, Oei, of course.	अपनी बेटी से, बेशक ओएइ,.	मेरी बेटी, ओई।
1262	"But when the unbelievers see you they make fun of you (and say): ""Is this the one who mentions your gods (deridingly)?"" Yet in Ar-Rahman they disbelieve!"	और (ऐ रसूल) जब तुम्हें कुफ्फ़ार देखते हैं तो बस तुमसे मसखरापन करते हैं कि क्या यही हज़रत हैं जो तुम्हारे माबूदों को (बुरी तरह) याद करते हैं हालाँकि ये लोग खुद खुदा की याद से इन्कार करते हैं (तो इनकी बेवकूफ़ी पर हँसना चाहिए)	"बिना ईसाईों के देखकर आप को मजाक में लेते हैं (और कहते हैं): ""क्या यह आपके देवताओं के बारे में बात करता है (दुर्भाग्य से)?"" लेकिन अर-रहम में विश्वास करते हैं!"
1263	Turn on the radio.	रेडियो पर मुड़ें.	माइक्रो फोन को चालू करें।
1264	"Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong."	(ऐ रसूल) क्या तुमने मूसा के बाद बनी इसराइल के सरदारों की हालत पर नज़र नही की जब उन्होंने अपने नबी (शमूयेल) से कहा कि हमारे वास्ते एक बादशाह मुक़र्रर कीजिए ताकि हम राहे ख़ुदा में जिहाद करें (पैग़म्बर ने) फ़रमाया कहीं ऐसा तो न हो कि जब तुम पर जिहाद वाजिब किया जाए तो तुम न लड़ो कहने लगे जब हम अपने घरों और अपने बाल बच्चों से निकाले जा चुके तो फिर हमे कौन सा उज़्र बाक़ी है कि हम ख़ुदा की राह में जिहाद न करें फिर जब उन पर जिहाद वाजिब किया गया तो उनमें से चन्द आदमियों के सिवा सब के सब ने लड़ने से मुँह फेरा और ख़ुदा तो ज़ालिमों को खूब जानता है	"हाँ, मैं इसे हिंदी में अनुवाद कर सकता हूँ। 

हाँ, आप नहीं टर्न्ड (मोसेस के समय) के बाद (चiefs of) बच्चों के बच्चों के पास (इस्राइल के) देखरेख में (मoses के समय) अपनी दृष्टि बदलने के बारे में कहा। वे कहते थे, ""हमें एक राजा का निर्धारित करना चाहिए, जिससे हम अल्लाह के लिए लड़ सकें।"" उन्होंने कहा, ""क्या यह संभव नहीं है कि आप लड़ें, अगर आप किसी भी बात में सहमत हों?"" वे कहते थे, ""हमें लड़ने के लिए मजबूर होने के बारे में क्या कहें, जब हम अपने घरों और परिवारों से बाहर हो गए?"" लेकिन जब उन्हें लड़ने के लिए कहा गया, तो"
1265	We can't lose him! My God!	आप वास्तव में, बच्चों के रूप में उन्हें देख नहीं है न?	"मैं आपके लिए हिंदी में इसे अनुवाद करने में सक्षम हूँ। 

हमें कभी नहीं हारना चाहिए! मेरी देवता!"
1266	Take Newer (last modified)	Sync Conflict Resolution	नई (न्यूर) (अंतिम अद्यतन)
1267	Delete the selected history link	चयनित इतिहास लिंक को मिटाएँ	"दिए गए संदेश का हिंदी अनुवाद:

विकल्प को चुने गए इतिहास लिंक को हटाएं।"
1268	Select all text	सारा पाठ चुनें	"हिंदी में अनुवाद:

चुनें सभी पाठ"
1269	Exporting key...	कुंजी निर्यात किया जा रहा है...	"मूल भाषा के अनुसार हिंदी में इसे:

अर्थात: व्यापार करने के लिए महत्वपूर्ण चीजें"
1270	I... ask You, God...	आई. .. मैं तुमको प्रार्थना करना, मेरे भगवान...	मैं आपको प्रार्थना करने के लिए कहता हूँ, भगवान।
1271	East hallway, clear.	पूर्वदालान,स्पष्ट/मैं	हाथी के प्रवेश द्वार, साफ़ है।
1272	c++-analyzer:	c++-analyzer:	"चीनी में:
सी++-अनालाइज़र"
1273	Lo! He, only He, is the Hearer, the Knower.	करने वालों (की जमाअत) में तुम्हारा फिरना (उठना बैठना सजदा रुकूउ वगैरह सब) देखता है	हो! वह, वह ही सुनने वाला, ज्ञानी है।
1274	Threads started by %1	लड़ियाँ डिफ़ॉल्ट पर खुला रखें( p)	थ्रेड्स शुरू करने के लिए %1 ने शुरू किया
1275	"Say, ""Perhaps some of the things which you wish to experience immediately are very close to you."""	(ऐ रसूल) तुम कह दो कि जिस (अज़ाब) की तुम लोग जल्दी मचा रहे हो क्या अजब है इसमे से कुछ करीब आ गया हो	"अरे क्या? ""कुछ ऐसे चीजें जो आप तुरंत अनुभव करना चाहते हैं वह आपके पास ही हो सकती हैं।"""
1276	For the third quarter ended September 30, Bombardier's net profit fell to $147 million, or 8 cents per share, from $172 million, or 9 cents per share a year earlier.	30 सितंबर को समाप्त तीसरी तिमाही के लिए, Bombardier के शुद्ध लाभ एक साल पहले $ $147मिलियन, या प्रति शेयर 8 सेंट, $172मिलियन, या प्रति शेयर 9 सेंट तक गिर गया.	बारबाडियर के तीसरे महीने के अंतिम घंटे 30 सितंबर को समाप्त हुआ था। बारबाडियर के तीसरे महीने के अंतिम घंटे से पहले वर्ष के लिए, बारबाडियर का प्रोफिट 8 सेंट के लिए प्रति शेयर $147 मिलियन था, जबकि वर्ष के पहले महीने के लिए $172 मिलियन, 9 सेंट के लिए प्रति शेयर था।
1277	Can we be traced?	हम पता लगाया जा सकता है?	हो सकता है कि हमें पहचाना जा सके।
1278	You know that movie I was telling you about? It's playing over at the campus cinema.	मैंने एक फिल्म के बारे में सुना है जो...	मैं जानता हूँ कि मैंने आपको बताया था कि मैंने किसी फिल्म के बारे में क्या कहा था। वह कैम्पस किनेमा में चल रही है।
1279	- I am available.	- मैं disponÃ में सक्षम हूँ.	मैं उपलब्ध हूँ।
1280	It's a present from Raju	यह राजू ने दिया है.	"मुझे आपके लिए इसे हिंदी में अनुवाद करने में कोई समस्या नहीं है। यहाँ है:

यह राजू से एक उपहार है।"
1281	_Enable	जावा सक्षम करें	मशीन लाइब्रेरी में प्रोसेसिंग प्रोसेस के लिए उपयोग किया जाने वाला एक संकेत है। यह एक संकेत है जो मशीन को प्रोसेसिंग प्रोसेस के लिए उपयोग किया जाता है।
1282	Samarinda	शमनगनslovakia. kgm	सामरिंदा
1283	It is He who sends down upon His Servant [Muhammad] verses of clear evidence that He may bring you out from darknesses into the light. And indeed, Allah is to you Kind and Merciful.	वही तो है जो अपने बन्दे (मोहम्मद) पर वाज़ेए व रौशन आयतें नाज़िल करता है ताकि तुम लोगों को (कुफ़्र की) तारिक़ीयों से निकाल कर (ईमान की) रौशनी में ले जाए और बेशक ख़ुदा तुम पर बड़ा मेहरबान और निहायत रहम वाला है	मुस्लिम के अनुसार, यह है जो अल्लाह (अलाह) आपको बुराई से बचाने के लिए अपने सेवक मुसाफिर (मुसाफिर) को निम्नलिखित पुस्तकें भेजता है जो आपको रातों में भ्रमितता से निकालकर सूर्योदय तक प्रकाश में ले जाने के लिए प्रेरित करता है। और वास्तव में, अल्लाह आपको आपके लिए बहुत मेहनती और दयालु है।
1284	Such of you as die and leave behind them wives, they (the wives) shall wait, keeping themselves apart, four months and ten days. And when they reach the term (prescribed for them) then there is no sin for you in aught that they may do with themselves in decency. Allah is informed of what ye do.	और तुममें से जो लोग मर जाएँ और अपने पीछे पत्नियों छोड़ जाएँ, तो वे पत्नियों अपने-आपको चार महीने और दस दिन तक रोके रखें। फिर जब वे अपनी निर्धारित अवधि (इद्दत) को पहुँच जाएँ, तो सामान्य नियम के अनुसार वे अपने लिए जो कुछ करें, उसमें तुमपर कोई गुनाह नहीं। जो कुछ तुम करते हो, अल्लाह उसकी ख़बर रखता है	"मैं इस प्रश्न का हिंदी अनुवाद करने में आपकी सहायता कर सकता हूँ। 

जो लोग मरते हैं और उनकी पत्नियों को छोड़ते हैं, उन पत्नियों को (वे) चार महीने और दस दिनों के लिए अलग रहना होगा। जब वे उस समय तक पहुंच जाएं जब उन्हें निर्धारित किया गया है, तो आपके लिए कोई अपराध नहीं होगा कि वे अपने व्यवहार से उन्हें कुछ भी ठीक करने के लिए कोई भी कार्रवाई करें। अल्लाह जानता है कि आप क्या करते हैं।"
1285	This is the ID of the account holding the IMAP resource folders.	यह आईमैप रिसोर्स फ़ोल्डर रखे हुए खाते का आईडी है.	इसे अकाउंट के आईएमएपी संसाधन फोल्डर्स के आईडी के रूप में माना जाता है।
1286	It's Lise's car.	यह लिसे की कार है.	लाइस का कार है।
1287	You have not heard or seen anything	आपने सुना या कुछ भी नहीं देखा है	आपको कोई भी बात या दृश्य नहीं मिला है।
1288	...What if they could talk to us what were they thinking...	वे हमसे बात कर सकता ... क्या अगर... ... वे क्या सोच रहे थे...	"मैं इसे हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके लिए एक संभावित अनुवाद प्रदान कर सकता हूं:

...क्या वे हमें सुनने के लिए सोच रहे थे..."
1289	I've looked through the hole?	छेद मे से मैंने देखा था?	मैंने खाली हॉल की जांच की?
1290	I couldn't save you once... and that was the biggest mistake of my life.	मैं तुम्हें एक बार नहीं बचा सकता है ... ... और कहा कि मेरे जीवन की सबसे बड़ी गलती थी।	"मैं आपके लिए हिंदी में इसे अनुवाद करने में सक्षम हूँ। 

मैं आपको नहीं बचा सका, और यह मेरे जीवन का सबसे बड़ा गलती था।"
1291	[man howling] [howling continues] [chuckles]	[पुरुष चीख रहा है] [चीख जारी है] [दबी हंसी]	मानव की आवाज़ [man howling] [howling continues] [chuckles]
1292	No, you didn't tell me anything.	नहीं, तुम मुझे कुछ नहीं बताया.	नहीं, तुमने मुझे कुछ नहीं बताया।
1293	I'd even sing you poetry	-गाऊँगा तुम्हारे लिए कविता भी	मैं तुम्हें कविता गाना गूंजूंगा
1294	System Monitor	तंत्र मॉनीटर	सिस्टम मॉनिटर
1295	And before it there hath been the Book of Musa, a guide and a mercy. And this a Book confirming it, in Arabic speech, that it may warn those who have done wrong and as glad tidings Unto the well-doers.	और इसके क़ब्ल मूसा की किताब पेशवा और (सरासर) रहमत थी और ये (क़ुरान) वह किताब है जो अरबी ज़बान में (उसकी) तसदीक़ करती है ताकि (इसके ज़रिए से) ज़ालिमों को डराए और नेकी कारों के लिए (अज़सरतापा) ख़ुशख़बरी है	"मुस्लिम के अनुसार, इस प्रकार का संदेश है:

और पहले यह मुस्लिम के पास एक पुस्तक है, जो मुस्लिमों को एक निर्देश और एक दया के रूप में प्रस्तुत किया गया है। यह पुस्तक इस बात पर जोर देती है कि यह उन लोगों को जो गलत काम किए हैं, उन्हें चेतावनी दे सकती है जो अच्छे काम करते हैं, और उन्हें खुशियों के संदेश दे सकती है।"
1296	And if he (the dying person) be of those on the Right Hand,	और यदि वह भाग्यशालियों में से है,	अगर वह (मृत व्यक्ति) दाएं हाथ में से एक पर है,
1297	[ GLASS SHATTERS ]	[कांच टूटता]	"हिंदी में अनुवाद:
[ ग्लास टूट जाता है ]"
1298	Plugins	प्लगइन्स	प्लगइन्स
1299	We have sent it down with truth, and with truth has (the Qur'an) come down. And We have sent you only to give good news and to warn.	और (ऐ रसूल) हमने इस क़ुरान को बिल्कुल ठीक नाज़िल किया और बिल्कुल ठीक नाज़िल हुआ और तुमको तो हमने (जन्नत की) खुशखबरी देने वाला और (अज़ाब से) डराने वाला (रसूल) बनाकर भेजा है	"मैं इसे हिंदी में अनुवाद करने में सक्षम हूँ:

हमने सच्चाई के साथ इसे भेजा है, और हमने (कुरान) सच्चाई के साथ भेजा है। और हमने आपको केवल अच्छाई के संदेश देने और चेतावनी देने के लिए भेजा है।"
1300	She's not our queen because she's the daughter of some king we never knew.	वह हमारी रानी क्योंकि वह बेटी है नहीं है कुछ राजा के हम कभी नहीं जानता था।	"मैं इस पाठ का हिंदी अनुवाद करने में सक्षम हूँ। 

वह हमारी राजकुमारी नहीं है क्योंकि वह हमारे एक राजा से कभी नहीं जाने वाले पुत्र की बेटी है।"
1301	Let's go.	चलो चलो.	"मैं आपके लिए हिंदी में इसे निम्नलिखित प्रकार का अनुवाद प्रदान कर सकता हूँ:

बोलें: ""लेट जाओ।"""
1302	7-Zip (.7z)	7-Zip (.7z)	7-Zip (7-Z़िप)
1303	"And when Saul marched out with his army, he warned: ""Allah is going to put you to a test by the side of a river: whoso drinks of its water shall cease to be my companion: he alone shall be~my companion who does not quench his thirst with its water: one may, however, take except a few, drank their fill of it. Afterwards when Saul, and those who had believed with him, crossed the river and advanced forward, the former said to Saul, ""We have no power left this day to fight against Goliath and his hosts."" But those who believed that one Day they shall meet Allah, declared, ""lt has often been that a small host has, by Allah's grace, overcome a big host: for Allah is with those who show fortitude."""	फिर जब तालूत लशकर समैत (शहर ऐलिया से) रवाना हुआ तो अपने साथियों से कहा देखो आगे एक नहर मिलेगी इस से यक़ीनन ख़ुदा तुम्हारे सब्र की आज़माइश करेगा पस जो शख्स उस का पानी पीयेगा मुझे (कुछ वास्ता) नही रखता और जो उस को नही चखेगा वह बेशक मुझ से होगा मगर हाँ जो अपने हाथ से एक (आधा चुल्लू भर के पी) ले तो कुछ हर्ज नही पस उन लोगों ने न माना और चन्द आदमियों के सिवा सब ने उस का पानी पिया ख़ैर जब तालूत और जो मोमिनीन उन के साथ थे नहर से पास हो गए तो (ख़ास मोमिनों के सिवा) सब के सब कहने लगे कि हम में तो आज भी जालूत और उसकी फौज से लड़ने की सकत नहीं मगर वह लोग जिनको यक़ीन है कि एक दिन ख़ुदा को मुँह दिखाना है बेधड़क बोल उठे कि ऐसा बहुत हुआ कि ख़ुदा के हुक्म से छोटी जमाअत बड़ी जमाअत पर ग़ालिब आ गयी है और ख़ुदा सब्र करने वालों का साथी है	"अर्थ: और जब सॉल के साथ अपने सैनिकों के साथ वह निकला, उसने कहा, ""अल्लाह ने तुम्हें एक परीक्षण के साथ नदी के दोनों पक्षों पर खड़ा कर दिया है। जो नदी के पानी को पीते हैं वह तुम्हारे साथ मित्र नहीं बन जाएगा, वह एक ही मित्र है जो नदी के पानी को पीते हैं और उसे पीने के लिए नहीं है। लेकिन कुछ लोगों ने कहा, ""हमारे पास आज के समय में कोई शक्ति नहीं है जिससे हम गोलिया और उसके साथियों के खिलाफ लड़ सकें।"" लेकिन जो लोग अल्लाह के साथ एक दिन मिलेंगे, उन्होंने कहा, ""अल्लाह ने कभी भी एक छोटी सी सेना ने एक बड़ी सेना क"
1304	on the day when [some] faces will turn white and [some] faces will turn black. As for those whose faces turn black [it will be said to them], ‘Did you disbelieve after your faith? So taste the punishment because of what you used to disbelieve.’	(उस दिन से डरो) जिस दिन कुछ लोगों के चेहरे तो सफैद नूरानी होंगे और कुछ (लोगो) के चेहरे सियाह जिन लोगों के मुहॅ में कालिक होगी (उनसे कहा जायेगा) हाए क्यों तुम तो ईमान लाने के बाद काफ़िर हो गए थे अच्छा तो (लो) (अब) अपने कुफ़्र की सज़ा में अज़ाब (के मजे) चखो	मुख्य के पास पर होने वाले दिनों के दिनों में जब कुछ चेहरे सफेद होंगे और कुछ चेहरे काले होंगे। उस लोगों के चेहरे को सफेद करने वाले लोगों को कहा जाएगा, ‘आपके पास पहले क्या संदेह था? इसलिए, आपको किसी भी गलती के लिए दंड देना चाहिए।’
1305	Let's go.	-चलो।	"मैं आपके लिए हिंदी में इसे निम्नलिखित प्रकार का अनुवाद प्रदान कर सकता हूँ:

बोलें: ""लेट जाओ।"""
1306	"Believe only in those who follow your own religion."" Say to them, ""Surely, the true guidance is the guidance from God."" [But you think it is impossible that] someone else may be granted [revelation] such as you were granted -- or else that they should contend against you before your Lord. Say, ""All grace is in the hands of God; He grants it to whom He wills: for God is boundless, and all knowing,"	और तुम्हारे दीन की पैरवरी करे उसके सिवा किसी दूसरे की बात का ऐतबार न करो (ऐ रसूल) तुम कह दो कि बस ख़ुदा ही की हिदायत तो हिदायत है (यहूदी बाहम ये भी कहते हैं कि) उसको भी न (मानना) कि जैसा (उम्दा दीन) तुमको दिया गया है, वैसा किसी और को दिया जाय या तुमसे कोई शख्स ख़ुदा के यहॉ झगड़ा करे (ऐ रसूल तुम उनसे) कह दो कि (ये क्या ग़लत ख्याल है) फ़ज़ल (व करम) ख़ुदा के हाथ में है वह जिसको चाहे दे और ख़ुदा बड़ी गुन्जाईश वाला है (और हर शै को)े जानता है	"भले केवल अपने धर्म को मानें. उन्हें कहते हैं कि ""ज़रूर, ईश्वर की सच्ची दिशा ईश्वर से मिल जाती है।"" [लेकिन आप कहते हैं कि] कोई और भी ऐसा ही मिल सकता है जैसे आप मिले हैं -- या फिर आप उन्हें अपने सामने अपने ईश्वर के सामने लड़ना पड़ेगा। कहते हैं ""अल्लाह की कृपा सभी को मिल जाती है, वह जो वह चाहता है: वह जो वह चाहता है, वह जो वह चाहता है।"""
1307	YOU'RE A LOUSY SHOT.	आप एक घटिया शॉट हो.	आप एक बुरी छोटी चोट हैं।
1308	As for the ship, it belonged to certain poor men, who toiled upon the sea; and I desired to damage it, for behind them there was a king who was seizing every ship by brutal force.	वह जो नौका थी, कुछ निर्धन लोगों की थी जो दरिया में काम करते थे, तो मैंने चाहा कि उसे ऐबदार कर दूँ, क्योंकि आगे उनके परे एक सम्राट था, जो प्रत्येक नौका को ज़बरदस्ती छीन लेता था	मार्ग पर जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां जहां
1309	It's really silly of me.	यह मेरे सच में पागल है.	मुझे लगता है कि मैं बहुत हंसने वाला हूँ।
1310	I was scared to go to India alone, that's when I found you.	मैं अकेला भारत जाने के डर गया था, कि जब मैं तुम्हें मिल गया है।	मैं आपको भारत में स्वतंत्र रूप से जाने के डर से मुझे आपका प्रिय बन गया।
1311	Then why a dragon army?	फिर तुमने एक ड्रैगन सेना क्यों तैयार की?	अरे क्यों एक द्रोही सेना?
1312	Your names	रविशंकर श्रीवास्तव, जी. करूणाकरEMAIL OF TRANSLATORS	आपके नाम
1313	"Add all these together you get a Black Superpower."""	ये सब जोड़ कर देखें, आपको एक अश्वेत महाशक्ति मिल जायेगी।	अपने सभी को जोड़ने से आप एक ब्लैक सुपरपावर प्राप्त करेंगे।
1314	Certificate problem: %s Issuer: %s	प्रमाणपत्र समस्या: %s निर्गमक: %s	"मूल भाषा के अनुसार हिंदी में निम्नलिखित है:

सिक्योरिटी कार्ड का मुद्दा: %s सिक्योरिटर: %s"
1315	Unknown	अज्ञात	अनजान
1316	Priority:	पोर्टः	प्राथमिकता:
1317	And by those that swim along (i.e. angels or planets in their orbits, etc.).	और गवाह है वे जो वायुमंडल में तैरें,	अर्थ: और जो पानी में चलने वाले हैं (जैसे कि अंगल या पृथ्वी के चक्र में घूमने वाले हैं)।
1318	They will never be denied the rewards of their good deeds. God knows well about the pious.	और वह जो कुछ नेकी करेंगे उसकी हरगिज़ नाक़द्री न की जाएगी और ख़ुदा परहेज़गारों से खूब वाक़िफ़ है	"मैं इस प्रश्न का हिंदी अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके लिए एक सामान्य हिंदी अनुवाद प्रदान कर सकता हूं:

वे कभी भी उनके अच्छे कामों के लिए कभी भी अप्रत्याशित किस्मत नहीं मिलेगी। भगवान ने सोचा है कि पवित्र लोगों को कभी भी अप्रत्याशित किस्मत नहीं मिलेगी।"
