	Source_Dialogue	Reference	MT
792	"And when they are told, ""Believe as other people have believed,"" they say, ""Are we to believe just as fools believe?"" Surely they are the fools, even though they do not realize it."	और जब उनसे कहा जाता है कि जिस तरह और लोग ईमान लाए हैं तुम भी ईमान लाओ तो कहते हैं क्या हम भी उसी तरह ईमान लाएँ जिस तरह और बेवकूफ़ लोग ईमान लाएँ, ख़बरदार हो जाओ लोग बेवक़ूफ़ हैं लेकिन नहीं जानते	The only the only, and the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the
793	Give me my gold! Hey!	इस तरह के एक भीड़ में हो मत करो!	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
794	I'll ... - Kill him.	- उसे मार डालुंगा.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
795	You're really tense.	तुम परेशान हो.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
796	[They say,] ‘Our Lord! Do not make our hearts swerve after You have guided us, and bestow Your mercy on us. Indeed, You are the All-munificent.	(और दुआ करते हैं) ऐ हमारे पालने वाले हमारे दिल को हिदायत करने के बाद डॉवाडोल न कर और अपनी बारगाह से हमें रहमत अता फ़रमा इसमें तो शक ही नहीं कि तू बड़ा देने वाला है	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
797	We commanded him, “Journey with My bondmen in a part of the night – you will be pursued.”	तो ख़ुदा ने हुक्म दिया कि तुम मेरे बन्दों (बनी इसराईल) को रातों रात लेकर चले जाओ और तुम्हारा पीछा भी ज़रूर किया जाएगा	The first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first
798	You're not leaving me!	तुम मुझे नहीं जा रहे हैं!	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
799	I know.	मुझे पता है।	I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I know. I
800	Assistant	सहायक	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
801	They said: 'O Hud! You have not brought to us any clear evidence, and we are not going to forsake our gods merely because you say so. We are not going to believe you.	वह लोग कहने लगे ऐ हूद तुम हमारे पास कोई दलील लेकर तो आए नहीं और तुम्हारे कहने से अपने ख़ुदाओं को तो छोड़ने वाले नहीं और न हम तुम पर ईमान लाने वाले हैं	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
802	"Those who have said that the Messiah, son of Mary, is God, have, in fact, committed themselves to disbelief. (Muhammad), ask them, ""Who can prevent God from destroying the Messiah, his mother and all that is in the earth?"" To God belongs all that is in the heavens, the earth, and all that is between them. God creates whatever He wants and He has power over all things."	"निश्चय ही उन लोगों ने इनकार किया, जिन्होंने कहा, ""अल्लाह तो वही मरयम का बेटा मसीह है।"" कहो, ""अल्लाह के आगे किसका कुछ बस चल सकता है, यदि वह मरयम का पुत्र मसीह को और उसकी माँ (मरयम) को और समस्त धरतीवालो को विनष्ट करना चाहे? और अल्लाह ही के लिए है बादशाही आकाशों और धरती की ओर जो कुछ उनके मध्य है उसकी भी। वह जो चाहता है पैदा करता है। और अल्लाह को हर चीज़ की सामर्थ्य प्राप्त है।"""	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
803	shall be gathered to the appointed time of a known day.	एक नियत समय पर इकट्ठे कर दिए जाएँगे, जिसका दिन ज्ञात और नियत है	The only the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most important, the most
804	Install module	माड्यूल संस्थापित करें	The first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time,
805	What if a child dreamed become other than what society intended he wonder... and what if a child spotted to something greater.	एक बच्चे के अलावा अन्य बन सपना देखा क्या अगर क्या समाज उन्होंने आश्चर्य इरादा ... एक बच्चे को देखा और क्या अगर अधिक से अधिक कुछ है.	The first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time,
806	_Yes, Change Status	नहीं, स्थिति बदलें	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
807	Thanks.	- धन्यवाद.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
808	My folks are in Palm Springs.	मेरे लोगों पाम स्प्रिंग्स में हैं.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
809	Coolant venting. Co2 purge.	कूलेंट निकाल.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
810	Calibration complete.	कैलिब्रेशन पूरा करें.	The final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the final, the
811	What would God do with chastising you if you are thankful, and believe? God is All-thankful, All-knowing.	अगर तुमने ख़ुदा का शुक्र किया और उसपर ईमान लाए तो ख़ुदा तुम पर अज़ाब करके क्या करेगा बल्कि ख़ुदा तो (ख़ुद शुक्र करने वालों का) क़दरदॉ और वाक़िफ़कार है	The only the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the only, the one, the only, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one, the one
812	I've painted one each year for twenty years.	मैं पिछले 20 साल से हर साल बना रहा हूँ।	I have been the last year for twenty years.
813	Excepting any who may have done wrong and thereafter changeth evil for good then verily I am Forgiving, Merciful.	(मुतमइन हो जाते है) मगर जो शख्स गुनाह करे फिर गुनाह के बाद उसे नेकी (तौबा) से बदल दे तो अलबत्ता बड़ा बख्शने वाला मेहरबान हूँ	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
814	Science	विज्ञान	The following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following the following
815	- Quick as we fucking can.	जल्दी, हम कमबख्त कुछ शुरू कर सकें।	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
816	Dude, you really don't want to start comparing stinks.	तुलना करने के लिए ~ शुरू मत करो.	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
817	But those for whom a good reward had been fore-ordained by Us, will be far removed from it,	ज़बान अलबत्ता जिन लोगों के वास्ते हमारी तरफ से पहले ही भलाई (तक़दीर में लिखी जा चुकी) वह लोग दोज़ख़ से दूर ही दूर रखे जाएँगे	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
818	For them are everlasting Gardens of Eden, beneath which rivers flow – in it they will be given bracelets of gold to adorn, and shall wear green clothes made of fine silk and gold embroidery, reclining upon thrones in it; what an excellent reward; and what an excellent abode is Paradise!	ऐसे ही लोगों के लिए सदाबहार बाग़ है। उनके नीचे नहरें बह रही होंगी। वहाँ उन्हें सोने के कंगन पहनाए जाएँगे और वे हरे पतले और गाढ़े रेशमी कपड़े पहनेंगे और ऊँचे तख़्तों पर तकिया लगाए होंगे। क्या ही अच्छा बदला है और क्या ही अच्छा विश्रामस्थल!	The only the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important, and the most important,
819	I feel like doing the same thing sometimes.	मैं कभी कभी ही बात कर की तरह लग रहा है.	I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing, I feel like do the best thing,
820	St_op Animation	संजीवन रोकें (_o)	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
821	Unrecognized desktop file Version '%s'	अपरिचित डेस्कटॉप फ़ाइल संस्करण '%s'	The first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first time, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the first, the
822	Hey, baby, what are you doing?	अरे, जानेमन, क्या कर रही हो?	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
823	Thanks for finding me a home.	मुझे एक घर ढूँढने के लिए धन्यवाद।	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
824	How did fall down?	कैसे गिरा ये?	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
825	There are many idols in the hall.	वहाँ हॉल में कई मूर्तियां हैं।	The only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only
